Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,author,author_followers
instagram,post,3923216725872597703,"PRN Johor: Amanah pertaruh lebih ramai calon muka baharu, orang muda: JOHOR BAHRU,. Parti Amanah Negara (Amanah) akan mempertaruhkan lebih ramai calon muka baharu, termasuk dalam kalangan orang muda dan wanita pada Pilihan Raya Negeri (PRN) Johor kali ini. Pengerusi Amanah Johor Aminolhuda Hassan berkata daripada 19 kerusi Dewan Undangan Negeri (DUN) yang bakal ditandingi parti itu, kira-kira enam atau tujuh calon adalah individu yang pernah […] #PRNJohor #Amanah #PilihanRaya #PolitikMalaysia #CalonMukaBaharu",https://www.instagram.com/p/DZyENN6gdrH/,,,positive,2026-06-19 21:19:18+00:00,0,0,0,0,0.9929142832756042,0,positive,0.9763809442520142,malay,Malay/Bumiputera,no_clear_emotion,0.025771915912628174,0.019923198968172073,0.10344556719064713,0.02051754668354988,0.1800251305103302,0.03708945959806442,,
instagram,comment,17899871877461985,🤔🤔🤔,,https://www.instagram.com/p/DZyENN6gdrH/,DZyENN6gdrH,positive,2026-06-19 23:24:50+00:00,0,0,0,0,0.8714138269424438,0,positive,0.5713794231414795,multilingual,Unknown,love,0.17249689996242523,0.1153172105550766,0.10751745849847794,0.07971204817295074,0.2824257016181946,0.07847355306148529,,0.0
instagram,comment,18128214691620824,👏👏👏👏👏,,https://www.instagram.com/p/DZyENN6gdrH/,DZyENN6gdrH,positive,2026-06-19 09:26:19+00:00,0,0,0,0,0.8714138269424438,0,positive,0.5713794231414795,multilingual,Unknown,love,0.07204562425613403,0.04904237017035484,0.15577353537082672,0.030218463391065598,0.46097347140312195,0.03081449866294861,,0.0
instagram,post,3923069067875998853,"Lowkey...

Malaysia should've taught this better 😭

You have:
🏛️ An MP
🏢 An ADUN

Different roles.
Different responsibilities.

Same question:

Do you know yours? 👀

Drop your constituency below 👇

#MyPoliticians #MalaysiaPolitics #PolitikMalaysia #UndiMalaysia #CivicTech",https://www.instagram.com/p/DZxiogsElyF/,,,neutral,2026-06-19 16:24:58+00:00,2,0,0,0,0.5,2,neutral,0.6698796153068542,english,Mixed/Urban,love,0.057385098189115524,0.042145367711782455,0.019814427942037582,0.11522069573402405,0.5432233810424805,0.041174422949552536,,
instagram,comment,17986560519008211,😮,,https://www.instagram.com/p/DZxiogsElyF/,DZxiogsElyF,positive,2026-06-19 02:37:19+00:00,0,0,0,0,0.8714138269424438,0,positive,0.5713794231414795,multilingual,Unknown,no_clear_emotion,0.10791544616222382,0.04930128529667854,0.08380044996738434,0.022650383412837982,0.24239328503608704,0.04366444796323776,,0.0
instagram,comment,18034172735684418,"Keadilan utk semua, bukannya bermusim.",,https://www.instagram.com/p/DZxiogsElyF/,DZxiogsElyF,positive,2026-06-19 08:14:18+00:00,0,0,0,0,0.8636907547712326,0,positive,0.545635849237442,multilingual,Unknown,no_clear_emotion,0.11548537760972977,0.024855587631464005,0.06098125874996185,0.049726832658052444,0.3308347165584564,0.03325032815337181,,0.0
instagram,post,3923060202644091271,"POV: You can name 10 influencers (Bella, Syed Saddiq, Sam Lim....) but not your MP 😭

No worries, we're not here to judge.

We're here to make Malaysian politics make sense.

Start with one question:

Do you know who represents you? 👀

🔍 politicians.my

#MyPoliticians #MalaysiaPolitics #PolitikMalaysia #UndiMalaysia #CivicTech",https://www.instagram.com/p/DZxgngTErGH/,,,neutral,2026-06-19 16:07:21+00:00,2,0,0,0,0.5,2,neutral,0.5383943915367126,english,Mixed/Urban,love,0.024157145991921425,0.0180446095764637,0.028813308104872704,0.02260449342429638,0.7710760235786438,0.027490388602018356,,
instagram,comment,17926871928128182,Aiyoooo,,https://www.instagram.com/p/DZxgngTErGH/,DZxgngTErGH,neutral,2026-06-19 06:22:52+00:00,0,0,0,0,0.5,0,neutral,0.5881088376045227,english,Mixed/Urban,love,0.17318183183670044,0.12836195528507233,0.12497967481613159,0.0866948664188385,0.22509677708148956,0.10877947509288788,,0.0
instagram,comment,18609686932009681,Org sna jangan berat sebelah yer,,https://www.instagram.com/p/DZxgngTErGH/,DZxgngTErGH,neutral,2026-06-19 05:59:57+00:00,0,0,0,0,0.5,0,neutral,0.8235596418380737,english,Mixed/Urban,no_clear_emotion,0.1308080554008484,0.15232956409454346,0.14150410890579224,0.058053962886333466,0.19721350073814392,0.05660856142640114,,0.0
instagram,post,3923059258053553366,"Bound by Anti-Party Jumping Act, Kuala Sepetang assemblyman postpones intention to join Wawasan #PartiWawasan #AntiPartyJumping #KualaSepetang #PolitikMalaysia #AhmadMan",https://www.instagram.com/p/DZxgZwlFuzW/,,,negative,2026-06-19 16:06:19+00:00,0,0,0,0,0.095017272233963,0,negative,0.6832757592201233,english,Mixed/Urban,love,0.11576803773641586,0.020505959168076515,0.08132066577672958,0.03132082149386406,0.3698408901691437,0.02841757982969284,,
instagram,comment,18082601999546491,🔥🔥🔥🔥,,https://www.instagram.com/p/DZxgZwlFuzW/,DZxgZwlFuzW,positive,2026-06-19 05:05:50+00:00,0,0,0,0,0.8714138269424438,0,positive,0.5713794231414795,multilingual,Unknown,love,0.13563492894172668,0.054602742195129395,0.09216414391994476,0.0380350723862648,0.43350160121917725,0.03173040971159935,,0.0
instagram,comment,18076941308673464,Keadilan!,,https://www.instagram.com/p/DZxgZwlFuzW/,DZxgZwlFuzW,neutral,2026-06-19 04:54:31+00:00,0,0,0,0,0.5,0,neutral,0.7455408573150635,english,Mixed/Urban,no_clear_emotion,0.1773431897163391,0.07344020158052444,0.1298905909061432,0.031788989901542664,0.22296491265296936,0.0495201051235199,,0.0
instagram,post,3923057153455746086,"You probably know more about your favourite influencer like Bob T20 than your elected representative.👀

We're here to fix that 🇲🇾

Welcome to MyPoliticians.

🔍 politicians.my

#MyPoliticians #MalaysiaPolitics #PolitikMalaysia #UndiMalaysia #CivicTech",https://www.instagram.com/p/DZxf7IhSOwm/,,,neutral,2026-06-19 16:01:20+00:00,2,0,0,0,0.5,2,neutral,0.5639232993125916,english,Mixed/Urban,love,0.017151668667793274,0.009825910441577435,0.016517119482159615,0.02160937525331974,0.8327078223228455,0.03911058232188225,,
instagram,comment,18028534952648401,Banyak drama,,https://www.instagram.com/p/DZxf7IhSOwm/,DZxf7IhSOwm,neutral,2026-06-19 04:26:58+00:00,0,0,0,0,0.5,0,neutral,0.36382612586021423,multilingual,Unknown,love,0.14406003057956696,0.0673384889960289,0.10329414904117584,0.050452034920454025,0.3755142092704773,0.049564484506845474,,0.0
instagram,comment,18112616831492396,SALAH TETAP SALAHHH!🔥,,https://www.instagram.com/p/DZxf7IhSOwm/,DZxf7IhSOwm,negative,2026-06-19 04:06:33+00:00,0,0,0,0,0.12211818695068358,0,negative,0.5929393768310547,multilingual,Unknown,love,0.06372210383415222,0.0272856242954731,0.06523773819208145,0.02229321002960205,0.5786354541778564,0.027463441714644432,,0.0
instagram,post,3922974682874823400,"AMK Says Questions on Felda Settlers’ Day Postponement Should Be Directed to Felda Chairman: PADANG RENGAS: Angkatan Muda Keadilan (AMK) has insisted that questions surrounding the postponement of the Felda Settlers’ Day celebration in Johor should be directed to Felda chairman Datuk Seri Ahmad Shabery Cheek. Its chief, Muhammad Kamil Abdul Munim, said he would not speculate or make assumptions regarding the matter until an official explanation is provided …

The post AMK Says Questions on Felda Settlers’ Day Postponement Should Be Directed to Felda Chairman first appeared on Wilayah.com.my. #AMK #Felda #HariPenempatanFelda #Johor #PolitikMalaysia",https://www.instagram.com/p/DZxNLBzmsLo/,,,neutral,2026-06-19 13:18:15+00:00,110,0,0,0,0.5,110,neutral,0.9050384759902954,english,Mixed/Urban,no_clear_emotion,0.0562344528734684,0.03712686896324158,0.13051451742649078,0.02744176611304283,0.29911842942237854,0.039464980363845825,,
instagram,post,3922715919931398836,"PKR serah isu Rafizi dan Nik Nazmi kepada peguam

PKR memaklumkan sebarang tindakan berkaitan status Rafizi Ramli dan Nik Nazmi Nik Ahmad akan diteliti oleh pasukan peguam parti terlebih dahulu.

Menurut parti itu, keputusan lanjut hanya akan dibuat selepas mendapatkan nasihat undang-undang dan mengikut peruntukan perlembagaan parti.

Berita Penuh : https://abiqverse.my/pkr-serah-isu-rafizi-nik-nazmi-keluar-parti-kepada-peguam/

#PKR #RafiziRamli #NikNazmi #PolitikMalaysia #BeritaSemasa",https://www.instagram.com/p/DZwSViCR9q0/,,,negative,2026-06-19 04:44:43+00:00,1,0,0,0,0.0011951386928558128,1,negative,0.9960162043571472,malay,Malay/Bumiputera,no_clear_emotion,0.1403679996728897,0.031126901507377625,0.08331245183944702,0.050026629120111465,0.15447521209716797,0.044606227427721024,,
instagram,post,3922667272831313172,"AMALAN STANDARD BERGANDA?

Sikap lantang PAS dalam menuntut keadilan sering kali kelihatan jelas apabila ia melibatkan pihak luar. Namun, konsistensi mereka mula dipersoalkan apabila timbul isu yang menyentuh institusi sendiri—seperti kes dakwaan pemecatan bekas pegawai KIAS yang didakwa gagal mendapat pembelaan adil, meskipun aduan telah diangkat kepada pengetahuan kepimpinan tertinggi negeri.

Keadilan sejati tidak sepatutnya bersifat bermusim atau dipilih mengikut kesesuaian keadaan. Jika sesuatu tindakan itu dianggap tidak adil, prinsip moral yang sama wajib ditegakkan tanpa kompromi, tidak kira siapa pun yang sedang memegang tampuk kuasa.

Masyarakat hari ini bijak menilai berdasarkan bukti dan tindakan yang nyata, bukannya sekadar bersandarkan retorik semata-mata.

#StandardBerganda #KeadilanUntukSemua #RakyatMenilai #Integriti #PolitikMalaysia",https://www.instagram.com/p/DZwHRn5KSUU/,,,negative,2026-06-19 03:06:53+00:00,9,0,7,0,0.0005003392696380504,16,negative,0.9983322024345398,malay,Malay/Bumiputera,anger,0.46281689405441284,0.05846470594406128,0.04079620540142059,0.07963642477989197,0.13477787375450134,0.02886086143553257,,
instagram,post,3922582379147725897,"STANDARD BERGANDA?

PAS lantang bercakap soal keadilan apabila melibatkan pihak lain. Namun apabila timbul dakwaan bekas pegawai KIAS dipecat dan gagal mendapat pembelaan walaupun isu dibawa kepada pimpinan tertinggi negeri, persoalan yang sama wajar ditanya.

Keadilan tidak boleh bermusim dan tidak boleh dipilih mengikut keadaan. Jika sesuatu tindakan dianggap tidak adil, prinsip yang sama perlu ditegakkan tanpa mengira siapa yang memegang kuasa.

Rakyat menilai melalui tindakan, bukan sekadar retorik.

#StandardBerganda #KeadilanUntukSemua #RakyatMenilai #Integriti #PolitikMalaysia",https://www.instagram.com/p/DZvz-QfToxJ/,,,negative,2026-06-19 00:18:54+00:00,7,0,3,0,0.0004946351051330344,10,negative,0.9983512163162231,malay,Malay/Bumiputera,anger,0.5918154120445251,0.04859029874205589,0.03625967353582382,0.09432364255189896,0.1033949926495552,0.020711133256554604,,
instagram,post,3923681038246147263,"𝗠𝗘𝗦𝗬𝗨𝗔𝗥𝗔𝗧 𝗕𝗨𝗟𝗔𝗡𝗔𝗡 𝗔𝗡𝗚𝗞𝗔𝗧𝗔𝗡 𝗠𝗨𝗗𝗔 𝗞𝗘𝗔𝗗𝗜𝗟𝗔𝗡 (𝗔𝗠𝗞) 𝗦𝗘𝗟𝗔𝗡𝗚𝗢𝗥 𝗕𝗜𝗟. 𝟲 𝟮𝟬𝟮𝟱/𝟮𝟬𝟮𝟴

Mesyuarat AMK Selangor kali ini membincangkan beberapa perkara penting berkaitan gerak kerja organisasi dan perancangan parti.

Antara perkara yang dibincangkan ialah persediaan jentera AMK Selangor bagi menghadapi Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan, termasuk penyelarasan bantuan gerak kerja di lapangan.

Mesyuarat turut memberi penekanan kepada pelaksanaan gerak kerja yang lebih dekat dengan masyarakat di setiap cabang seluruh Selangor supaya mesej dan agenda AMK dapat disampaikan dengan lebih berkesan kepada golongan belia.

Dalam masa yang sama, mesyuarat bersetuju melaksanakan beberapa penstrukturan kepimpinan AMK Selangor dengan melantik Saudara Chris Ong sebagai Naib Ketua AMK Selangor II dan Saudara Safuan sebagai Exco AMK Selangor.

Turut diraikan dalam mesyuarat ini ialah ulang tahun kelahiran YB Izuan Kasim, Timbalan Ketua AMK Malaysia.

Semoga segala perancangan dan keputusan yang dibuat dapat membantu memperkukuhkan lagi gerak kerja AMK Selangor pada masa akan datang.

""𝗦𝗘𝗧𝗜𝗔 𝗕𝗘𝗥𝗞𝗛𝗜𝗗𝗠𝗔𝗧, 𝗦𝗘𝗗𝗜𝗔 𝗠𝗘𝗠𝗜𝗠𝗣𝗜𝗡""

#AMKSELANGOR
#AMKKLANG
#PRNJOHOR
#PRNN9
#KITASELANGOR",https://www.instagram.com/p/DZztx2gmPS_/,,,positive,2026-06-20 12:40:50+00:00,15,0,0,0,0.9994051218032836,15,positive,0.9980170726776123,malay,Malay/Bumiputera,happy,0.058863814920186996,0.08061997592449188,0.37373974919319153,0.03534521162509918,0.14783848822116852,0.04124082252383232,,
instagram,comment,18092112887363827,Omakbpak sruh blajo dek oii....😂...buek pilihanrayo kampus pun dah cukup...😂..nak kejo uang ikot PRN...PRU...melingkop le plajaran ko...😂😂,,https://www.instagram.com/p/DZztx2gmPS_/,DZztx2gmPS_,neutral,2026-06-19 02:08:30+00:00,0,0,0,0,0.5,0,neutral,0.684859037399292,english,Mixed/Urban,love,0.055477675050497055,0.02711915411055088,0.031388118863105774,0.025706641376018524,0.5889660716056824,0.031314682215452194,,0.0
instagram,comment,18107521721473923,"BERSAMA satu satunya Parti politik yang serius mahu membawa anda semua bersedia ke arah Malaysia dan Rakyat Menua seawal 2030-2040.Harap anda semua berikan peluang kepada BERSAMA untuk tujuan ini.Bukan jumlah Kerusi Parlimen dan jawatan PM yang di kejarkan tapi Peluang dan Ruang untuk membantu anda dari sekarang.

BERSAMA Kancil Melangkah 5 https://x.com/md_zuwairi/status/2067372711068979701

BERSAMA Kancil Melangkah 4 https://x.com/md_zuwairi/status/2066906052130685282

BERSAMA Kancil Melangkah 3 https://x.com/md_zuwairi/status/2066559313150435556

BERSAMA Kancil Melangkah 2 https://x.com/md_zuwairi/status/2066379003863482524

BERSAMA Kancil Melangkah https://x.com/md_zuwairi/status/2066012343663030601",,https://www.instagram.com/p/DZztx2gmPS_/,DZztx2gmPS_,negative,2026-06-19 06:26:30+00:00,0,0,0,0,0.0007081747055053822,0,negative,0.9976394176483154,malay,Malay/Bumiputera,happy,0.028612375259399414,0.30351099371910095,0.5216676592826843,0.019999917596578598,0.041150808334350586,0.03493981808423996,,0.0
instagram,post,3923617941971792670,"Dengan sesama sendiri buat musuh berpecah belah, dengan musuh tergila2 nak bertaqrib.

#dap 
#prnjohor 
#prnn9 
#selamatkanislamdaripas
#negaramestimenang",https://www.instagram.com/p/DZzfbrhk_Me/,,,negative,2026-06-20 10:35:29+00:00,0,0,0,0,0.07557975500822067,0,negative,0.7480674833059311,multilingual,Unknown,anger,0.3610568642616272,0.031097978353500366,0.0575619712471962,0.03546695411205292,0.1681894212961197,0.028972264379262924,,
instagram,comment,17943822012039758,😂😂😂,,https://www.instagram.com/p/DZzfbrhk_Me/,DZzfbrhk_Me,positive,2026-06-19 03:42:36+00:00,0,0,0,0,0.8714138269424438,0,positive,0.5713794231414795,multilingual,Unknown,love,0.1527145802974701,0.13642236590385437,0.11588431149721146,0.11049454659223557,0.21143889427185059,0.11699191480875015,,0.0
instagram,comment,18011634587722668,MCA ok ke🤣🤣🤣🤣🤣🤣,,https://www.instagram.com/p/DZzfbrhk_Me/,DZzfbrhk_Me,neutral,2026-06-18 16:16:50+00:00,0,0,0,0,0.5,0,neutral,0.40536433458328247,multilingual,Unknown,happy,0.019437827169895172,0.07827845215797424,0.5848811864852905,0.016752811148762703,0.11554498970508575,0.07741975039243698,,0.0
instagram,comment,18067749038705024,Umno ni x blih dipercayai lngsung...penipu...,,https://www.instagram.com/p/DZzfbrhk_Me/,DZzfbrhk_Me,neutral,2026-06-18 15:09:28+00:00,0,0,0,0,0.5,0,neutral,0.8599950671195984,english,Mixed/Urban,surprise,0.017473997548222542,0.12599311769008636,0.017509417608380318,0.024448776617646217,0.0172331053763628,0.752425491809845,,0.0
instagram,post,3922669042449576513,"Mesyuarat JK Induk Pilihanraya Amanah dipengerusikan oleh YB DS Dr Mujahid Yusof Rawa, Timb Presiden di Wisma Amanah Negara, KL.

#SekretariatBPRNasional
#PRNJohor
#PRNN9",https://www.instagram.com/p/DZwHrX-oPJB/,,,neutral,2026-06-19 03:10:11+00:00,2,0,0,0,0.5,2,neutral,0.8769634366035461,english,Mixed/Urban,no_clear_emotion,0.06077659875154495,0.02867991477251053,0.08068984746932983,0.03793711960315704,0.10629964619874954,0.039922479540109634,,
instagram,post,3922277082830581416,"Menjelang Pilihan Raya Negeri (PRN) Negeri Sembilan, timbul desakan daripada sebahagian pemimpin dan akar umbi tempatan supaya kerusi Dewan Undangan Negeri (DUN) Temiang diserahkan semula kepada UMNO bagi meningkatkan peluang Barisan Nasional (BN) merampas kembali kerusi berkenaan.

Sumber memberitahu MalaysiaGazette, sentimen itu semakin kuat kerana ramai berpendapat formula lama perlu dinilai semula selepas beberapa siri kekalahan di kerusi tersebut.

#malaysiagazette
#UMNO
#PRNN9

berita lanjut layari www.malaysiagazette.com",https://www.instagram.com/p/DZuujnIxa6o/,,,positive,2026-06-18 14:11:31+00:00,208,0,6,0,0.9973047018051147,214,positive,0.9910156726837158,malay,Malay/Bumiputera,no_clear_emotion,0.10029769688844681,0.17173293232917786,0.2149800956249237,0.05348364636301994,0.14993888139724731,0.06016123667359352,,
instagram,post,3921450601633822966,"Mesyuarat Pengurusan Biro Pilihanraya Amanah Nasional dipengerusikan oleh YB Tn. Hj. Mohd Sany Hamzan di Bilik Operasi BPR, Wisma Amanah Negara.

#SekretariatBPRNasional
#PRNJohor
#PRNN9",https://www.instagram.com/p/DZryouioDj2/,,,neutral,2026-06-17 10:49:23+00:00,3,0,0,0,0.5,3,neutral,0.8576259016990662,english,Mixed/Urban,no_clear_emotion,0.05726924166083336,0.027112970128655434,0.07206594198942184,0.03552478924393654,0.09984958916902542,0.03743898123502731,,
instagram,post,3920882306202242696,"𝗕𝗶𝗮𝗿 𝗛𝗶𝗹𝗮𝗻𝗴 𝗝𝗮𝘄𝗮𝘁𝗮𝗻, 𝗝𝗮𝗻𝗴𝗮𝗻 𝗛𝗶𝗹𝗮𝗻𝗴 𝗔𝗱𝗮𝘁!

Sepanjang tempoh pentadbiran UMNO-BN di Negeri Sembilan sebelum ini, rekod keharmonian institusi Adat dan Undang N9 sentiasa terpelihara tanpa timbulnya sebarang isu noktah pertikaian atau penderhakaan.

Biar hilang jawatan, jangan hilang adat. Institusi Raja dan Adat Perpatih wajib dipertahankan tanpa kompromi!

#BN #Adat #N9 #PeneranganCheras #PRNN9",https://www.instagram.com/p/DZpxa8LTI6I/,,,negative,2026-06-16 16:00:19+00:00,11,0,2,0,0.04673413038253782,13,negative,0.8442195653915405,malay,Malay/Bumiputera,love,0.25699788331985474,0.0322672501206398,0.06806803494691849,0.054681237787008286,0.37853533029556274,0.023607948794960976,,
instagram,comment,18183373636398385,Undap 😂😂😂,,https://www.instagram.com/p/DZgWafogQIr/,DZgWafogQIr,negative,2026-06-17 12:42:35+00:00,0,0,0,0,0.16165149807929993,0,negative,0.46116167306900024,multilingual,Unknown,no_clear_emotion,0.07937770336866379,0.07508093118667603,0.09500034153461456,0.04166116937994957,0.28658807277679443,0.06674299389123917,,0.0
instagram,comment,18355983823208223,"𝗕𝗶𝗮𝗿 𝗛𝗶𝗹𝗮𝗻𝗴 𝗝𝗮𝘄𝗮𝘁𝗮𝗻, 𝗝𝗮𝗻𝗴𝗮𝗻 𝗛𝗶𝗹𝗮𝗻𝗴 𝗔𝗱𝗮𝘁!

Sepanjang tempoh pentadbiran UMNO-BN di Negeri Sembilan sebelum ini, rekod keharmonian institusi Adat dan Undang N9 sentiasa terpelihara tanpa timbulnya sebarang isu noktah pertikaian atau penderhakaan.

Biar hilang jawatan, jangan hilang adat. Institusi Raja dan Adat Perpatih wajib dipertahankan tanpa kompromi!

#BN #Adat #N9 #PeneranganCheras #PRNN9",,https://www.instagram.com/p/DZgQvsSGCng/,DZgQvsSGCng,negative,2026-06-16 16:00:18+00:00,0,0,0,0,0.04673413038253782,0,negative,0.8442195653915405,malay,Malay/Bumiputera,love,0.25699788331985474,0.0322672501206398,0.06806803494691849,0.054681237787008286,0.37853533029556274,0.023607948794960976,,0.0
instagram,post,3924029000088766378,"Malam tadi saya berpeluang bersama rakyat yang hadir memeriahkan Ceramah Perdana Pakatan Harapan di Segamat. Alhamdulillah, kehadiran yang begitu luar biasa jelas menunjukkan semangat dan keyakinan rakyat terhadap Pakatan Harapan yang semakin kuat.

Saya yakin jentera pilihan raya di semua peringkat kini berada dalam keadaan siap siaga sepenuhnya bagi menghadapi PRN yang bakal berlangsung. Semangat, kesepaduan dan komitmen yang ditunjukkan oleh seluruh pasukan memberikan keyakinan bahawa kita bersedia untuk menghadapi cabaran serta meneruskan agenda membawa kesejahteraan kepada rakyat.

Insya-Allah, dengan usaha berterusan serta sokongan padu rakyat, saya yakin pengundi Johor akan membuat pilihan yang terbaik demi masa depan negeri yang lebih maju, makmur dan sejahtera.

Ayuh rakyat Johor, bersama-sama kita pastikan kemenangan Pakatan Harapan pada 11 Julai nanti!

#MalaysiaMADANI #PakatanHarapan #prnjohor",https://www.instagram.com/p/DZ085XOn0eq/,,,positive,2026-06-21 00:12:11+00:00,7,0,0,0,0.9994069457054138,7,positive,0.9980231523513794,malay,Malay/Bumiputera,happy,0.02434597536921501,0.05515510216355324,0.8038051128387451,0.01320435106754303,0.055672403424978256,0.01755785569548607,,
instagram,post,3924008230007576688,"Adakah PAN memiliki kuasa tawar-menawar yang semakin kukuh, atau sekadar menerima ruang yang diperuntukkan selepas rundingan dimuktamadkan?

Ukuran kekuatan politik tidak ditentukan oleh jumlah muka baharu yang dipertaruhkan.

Ukuran sebenar ialah sejauh mana sesebuah parti mampu menambah kerusi, mempertahankan kawasan strategik dan memperluaskan pengaruhnya dalam gabungan yang dianggotai.

Sukar mencari contoh parti yang sedang berkembang melalui kaedah melepaskan ruang kepada parti lain secara berterusan.

Sebab itu perhatian utama PRN Johor kali ini bukan sekadar siapa yang menjadi calon PAN.

Perhatian sebenar ialah sama ada PAN sedang meningkat dalam Pakatan Harapan atau semakin bergantung kepada ihsan rakan gabungan untuk terus kekal relevan dalam landskap politik Johor.

#prnjohor #PAN #dap",https://www.instagram.com/p/DZ04LHlT5hw/,,,negative,2026-06-20 23:30:58+00:00,0,0,0,0,0.00048683881759642444,0,negative,0.9983772039413452,malay,Malay/Bumiputera,no_clear_emotion,0.0623062402009964,0.23611222207546234,0.1989532858133316,0.03681938350200653,0.10518799722194672,0.10061415284872055,,
instagram,post,3923987904284436195,"So yg mana satu ni?
#johor #mbjohor #prnjohor",https://www.instagram.com/p/DZ0zjVxzabj/,,,neutral,2026-06-20 22:50:34+00:00,0,0,0,0,0.5,0,neutral,0.8679504990577698,english,Mixed/Urban,love,0.0692935511469841,0.018449915573000908,0.03812709450721741,0.027510173618793488,0.7546289563179016,0.015581917949020863,,
instagram,post,3923884837681924226,"Tahniah kepada Sdr.Wong Bor Yang 黄勃扬 N52.Dun Senai dan Sdr.Mohamad Shafwan N50.Bukit Permai✨

Dengan ini,saya mengucapkan tahniah kepada kedua-dua calon DAP yang akan bertanding dalam PRN Johor kali ini.Penamaan calon telah diumumkan oleh Setiausaha Agong DAP,YB Anthony Loke,di pekan Senai tengah hari tadi. 

Kami berkomitmen untuk bekerjasama dengan semua pihak dalam menyokong kedua-dua calon di Parlimen Kulai.Sokongan anda amat penting untuk memastikan kemenangan dan kemajuan bersama. 

Marilah kita bersatu bagi mencapai matlamat ini! 💪
#MalaysiaMadani #PRNJohor #DAP #kulai",https://www.instagram.com/p/DZ0cHhhkoiC/,,,positive,2026-06-20 19:25:45+00:00,0,0,0,0,0.9993955731391906,0,positive,0.9979852437973022,malay,Malay/Bumiputera,no_clear_emotion,0.030659634619951248,0.022629404440522194,0.1182783916592598,0.02221033163368702,0.18521983921527863,0.03512607514858246,,
instagram,post,3923772754541472847,"Pada satu sisi, UMNO diterima sebagai rakan dalam kerajaan. Pada sisi yang lain, naratif yang menggambarkan UMNO sebagai musuh politik masyarakat Tionghua terus dimainkan menjelang pilihan raya.

Pendekatan sedemikian mengundang persoalan sama ada matlamat sebenar naratif tersebut adalah untuk membincangkan dasar dan prestasi atau sekadar menghidupkan semula sentimen lama bagi tujuan mobilisasi politik.

Lebih menarik, kemunculan semula naratif seperti ini berlaku ketika sebahagian pemerhati politik melihat UMNO semakin menunjukkan kecenderungan untuk menentukan hala tujunya sendiri di beberapa negeri utama.

Rakyat Johor dan Negeri Sembilan sedang berdepan isu yang jauh lebih penting daripada permainan persepsi antara kaum. Kos sara hidup, peluang pekerjaan, pelaburan, pembangunan negeri serta masa depan generasi muda sepatutnya menjadi medan utama perdebatan politik.

Malangnya, masih terdapat pihak yang dilihat lebih gemar memainkan sentimen yang memecahkan masyarakat berbanding menawarkan penyelesaian yang menyatukan rakyat.

Pilihan raya yang matang seharusnya menjadi pertandingan idea dan rekod pentadbiran, bukan pertandingan siapa yang paling berjaya menakutkan pengundi.

Sebab itu rakyat berhak mengetahui siapa yang sebenarnya memperoleh keuntungan politik apabila sentimen kaum terus dimainkan.

Lebih penting, mengapa naratif sedemikian menjadi semakin rancak ketika pilihan raya semakin hampir dan ketika hubungan antara parti-parti dalam kerajaan perpaduan mula menjadi perhatian umum.

""Dalam usaha terdesak untuk memburukkan UMNO pada PRN Johor dan Negeri Sembilan page pro DAP membuat propaganda yang cuba membangkitkan kemarahan masyarakat Tionghua"" - pemerhati politik.

#PRNJohor #dap #redbeanarmy",https://www.instagram.com/p/DZ0Cof9zOxP/,,,negative,2026-06-20 15:43:07+00:00,0,0,0,0,0.0005050063133239524,0,negative,0.9983166456222534,malay,Malay/Bumiputera,no_clear_emotion,0.1861395686864853,0.02460368722677231,0.05577419325709343,0.051566921174526215,0.21577243506908417,0.02802153490483761,,
instagram,post,3923768975758244007,"Ayuh bersama kita melakar kemenangan!

Saksikan Perasmian Bilik Gerakan Utama #HarapanMachap sebagai tanda bermulanya gerak kerja dan semangat perjuangan menghadapi Pilihan Raya Negeri Johor.

📅 21 Jun 2026 (Ahad)
🕘 9.00 Pagi
📍 Pejabat Amanah Simpang Renggam, Jalan Setia 1, Pusat Perdagangan Setia, Simpang Renggam

Kehadiran anda menjadi suntikan semangat buat seluruh jentera.
Bersama kita bawa Harapan demi masa depan Machap.

#HarapanMachap #NurHafiz4Machap #PRNJohor",https://www.instagram.com/p/DZ0BxgsxLin/,,,positive,2026-06-20 15:36:08+00:00,4,0,0,0,0.9993402659893036,4,positive,0.997800886631012,malay,Malay/Bumiputera,happy,0.04421310871839523,0.03878556564450264,0.3378990590572357,0.030846793204545975,0.2508208453655243,0.034878332167863846,,
instagram,post,3923719212036319192,"Isu calon Menteri Besar Johor bukan soal siapa paling awal diumumkan, tetapi siapa yang mampu membawa amanah dan membela rakyat.

Masa depan rakyat lebih penting daripada politik persepsi.

#drzalihamustafa #johor #MalaysiaMadani #PRNJohor",https://www.instagram.com/p/DZz2dWnzOfY/,,,negative,2026-06-20 13:56:45+00:00,1,0,0,0,0.0004892170429229847,1,negative,0.9983692765235901,malay,Malay/Bumiputera,no_clear_emotion,0.07073281705379486,0.05169466882944107,0.1615770012140274,0.0215316005051136,0.24261830747127533,0.0340963751077652,,
