Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,geo_johor,geo_melaka,geo_ns,narrative_solo,narrative_split
news,post,4c59364cd7ac21f7,芙蓉中华中小学校庆晚宴 盼各界支持认购餐券 | 中國報 China Press. 7月18预计筵开110席（芙蓉12日讯）芙蓉中华中小学将于7月18（星期六）晚上7时，在芙蓉中华中学群英综合楼郑棣礼堂举办“芙蓉中华中小学113周年校庆晚宴”，预计筵开110席，希望各界人士鼎力支持认购餐券，共襄盛举。芙蓉中华小学董事长拿督张庆生今日在记者会上宣布，今年校庆主题为“情怀百载，智创未来”，旨在传承百年办学精神，同时展望未来教育发展方向。他说，今年校庆活动由芙蓉中华小学轮值主办，并分为两个阶段进行。首阶段将于7月15日，上午11时在芙蓉中华小学礼堂举行113周年校庆庆典：第二阶...,https://n9.chinapress.com.my/20260612/%e8%8a%99%e8%93%89%e4%b8%ad%e5%8d%8e%e4%b8%ad%e5%b0%8f%e5%ad%a6%e6%a0%a1%e5%ba%86%e6%99%9a%e5%ae%b4-%e7%9b%bc%e5%90%84%e7%95%8c%e6%94%af%e6%8c%81%e8%ae%a4%e8%b4%ad%e9%a4%90%e5%88%b8/,neutral,,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235805.0,CP_N9,neutral,0.995110809803009,malay,Malay/Bumiputera,love,0.04484592005610466,0.07516031712293625,0.19825579226016998,0.054032184183597565,0.4118388891220093,0.06766355037689209,False,False,False,False,False
news,post,196e34a3d76066a9,罗厘失控冲入泊车位连撞4车  司机尿检呈毒品阳性 | 中國報 China Press. （芙蓉12日讯）一辆货柜罗厘疑似失控，从右侧车道突然冲入左侧芙蓉新城政府卫生诊疗所泊车位，猛撞停放在诊疗所前的多辆轿车，造成4辆交通工具损毁及2人受轻伤，而涉事40岁罗厘司机经尿检后，对毒品呈阳性反应。这起事故于今早6时40分，在芙蓉新城政府卫生诊疗所前方路段发生，共涉及3辆轿车及1辆罗里。芙蓉新城卫生诊疗所前清早发生3车1罗厘连环撞事故，现场一片混乱。(本报读者提供)芙蓉警区主任莫哈末雅丁助理总监发文告说，经初步调查显示，肇祸罗厘从右侧车道行驶时疑失控，随后冲向左侧方向，直接撞上停放在诊...,https://n9.chinapress.com.my/20260612/%e7%bd%97%e5%8e%98%e5%a4%b1%e6%8e%a7%e5%86%b2%e5%85%a5%e6%b3%8a%e8%bd%a6%e4%bd%8d%e8%bf%9e%e6%92%9e4%e8%bd%a6-%e5%8f%b8%e6%9c%ba%e5%b0%bf%e6%a3%80%e5%91%88%e6%af%92%e5%93%81%e9%98%b3%e6%80%a7/,negative,,0,0,0,0,0.0005029499530792014,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235828.0,CP_N9,negative,0.9983235001564026,malay,Malay/Bumiputera,anger,0.7029119729995728,0.0914432555437088,0.0340970940887928,0.054501041769981384,0.025044187903404236,0.03221873566508293,False,False,False,False,False
news,post,3a27d5aa3b5a36ac,州选投票日 柔佛 7月11日 森美兰 8月1日 | 中國報 China Press. （布城12日讯）第16届柔佛和森美兰州选分开举行，柔佛州选投票日落在7月11日，森美兰则落在8月1日。选委会主席拿督斯里南兰哈伦宣布，柔森州选的提名日分别是6月27日和7月18日，提前投票日分别是7月7日和7月28日。摄影：李玉珍柔佛州选的竞选期是从提名日6月27日至7月10日晚上11时59分，森美兰州选竞选期则从提名日7月18日至7月31日晚上11时59分；2场州选竞选期均长达14天。南兰哈伦今日主持选委会特别会议后在记者会说，柔佛州选涉及56个州席，森美兰州选涉及36个州席。...,https://n9.chinapress.com.my/20260612/%e5%b7%9e%e9%80%89%e6%8a%95%e7%a5%a8%e6%97%a5-%e6%9f%94%e4%bd%9b-7%e6%9c%8811%e6%97%a5-%e6%a3%ae%e7%be%8e%e5%85%b0-8%e6%9c%881%e6%97%a5/,neutral,,0,0,0,0,0.5,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235737.0,CP_N9,neutral,0.9916070699691772,malay,Malay/Bumiputera,no_clear_emotion,0.01914983056485653,0.03211311250925064,0.04776045307517052,0.018622631207108498,0.06960903108119965,0.05055350065231323,False,False,False,False,False
news,post,d6010c42c1af602f,森州选举｜华巫印不是敌人！ 安华：贪污腐败者才是 | 中國報 China Press. （芙蓉12日讯）“我们的敌人不是马来人，不是华人，也不是印度人；我们的敌人是贪污腐败者、掠夺人民者，以及背叛国家和人民的人。”首相兼希盟主席拿督斯里安华今晚于芙蓉出席希盟竞选机关推展礼时，发表上述强烈言论。&nbsp;他强调，政府将继续维护伊斯兰地位，同时保障其他宗教群体依据宪法享有的权利，并批评部分政客利用种族与宗教课题煽动社会情绪。&nbsp;“我们坚持伊斯兰宗教信仰与价值观，但同时尊重所有宗教和族群，这是马来西亚成功的关键。”&nbsp;他支持森州看守大臣拿...,https://www.chinapress.com.my/20260612/%e6%a3%ae%e5%b7%9e%e9%80%89%e4%b8%be%ef%bd%9c%e5%8d%8e%e5%b7%ab%e5%8d%b0%e4%b8%8d%e6%98%af%e6%95%8c%e4%ba%ba%ef%bc%81-%e5%ae%89%e5%8d%8e%ef%bc%9a%e8%b4%aa%e6%b1%a1%e8%85%90%e8%b4%a5%e8%80%85%e6%89%8d/,negative,,0,0,0,0,0.0005051493644714355,0,CP_MY,cina,cina,Komuniti Cina,chinapress.com.my,cina,direct:CP_MY,direct_scrape,China Press (全国 — filter 森美兰),4980662.0,CP_MY,negative,0.9983161687850952,malay,Malay/Bumiputera,no_clear_emotion,0.17776210606098175,0.024413082748651505,0.08374985307455063,0.07463327795267105,0.29886648058891296,0.03495921194553375,False,False,False,False,False
news,post,9c04d7153450c3c0,博大兽医系学生到立百发生地 学习处理疫情措施 | 中國報 China Press. （芦骨12日讯）立百病毒疫情曾在我国引发严重冲击，如今这段历史不只留存在档案中，更成为未来兽医人才的重要课堂。马来西亚博特拉大学（UPM）兽医学院毕业班学生日前走入双溪立百新村立百历史文化馆，通过实地考察认识人畜共通传染病对公共卫生、动物产业及社区带来的影响。主导此次活动的博大兽医公共卫生高级讲师诺英达阿末博士指出，立百病毒最早在我国爆发，作为本地培养的兽医学生，若对这段历史缺乏认识，将是一大遗憾。■包久清（左）在立百历史文化馆内所保留下来前养猪场器具前，向大学生讲解猪农养猪过程。她说，...,https://n9.chinapress.com.my/20260612/%e5%8d%9a%e5%a4%a7%e5%85%bd%e5%8c%bb%e7%b3%bb%e5%ad%a6%e7%94%9f%e5%88%b0%e7%ab%8b%e7%99%be%e5%8f%91%e7%94%9f%e5%9c%b0-%e5%ad%a6%e4%b9%a0%e5%a4%84%e7%90%86%e7%96%ab%e6%83%85%e6%8e%aa%e6%96%bd/,negative,,0,0,0,0,0.0004971027374267578,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235797.0,CP_N9,negative,0.9983429908752441,malay,Malay/Bumiputera,sadness,0.11202491074800491,0.0813760831952095,0.02225317806005478,0.5093492269515991,0.1234302893280983,0.04019936919212341,False,False,False,False,False
news,post,b908ae6d6f98b0b2,森宫廷风波｜传酋长致函森宗教司 指示称呼东姑纳扎鲁丁 新任最高统治者 | 中國報 China Press. （芙蓉12日讯）森美兰州宫廷风波再爆出争议！随着一封疑是由柔河酋长拿督莫哈末阿都拉发出的公函在网上流传，指示在周五聚礼祈祷讲道中宣读已故端姑惹化之子——东姑纳扎鲁丁的名字，并称呼其为第12任森州最高统治者。柔河酋长拿督莫哈末阿都拉。根据网媒demirakyatchannel，这封日期为2026年6月9日的公函，是致函给森州宗教司拿督莫哈末法乌兹纳因。信中指出，配合6月5日已举行的册封仪式，东姑纳扎鲁丁的名字应在相关地区清真寺及祈祷室的星期五聚礼的第二段讲道中被宣读。该文件也说明，有关指...,https://n9.chinapress.com.my/20260612/%e6%a3%ae%e5%ae%ab%e5%bb%b7%e9%a3%8e%e6%b3%a2%ef%bd%9c%e4%bc%a0%e9%85%8b%e9%95%bf%e8%87%b4%e5%87%bd%e6%a3%ae%e5%ae%97%e6%95%99%e5%8f%b8-%e6%8c%87%e7%a4%ba%e7%a7%b0%e5%91%bc%e4%b8%9c%e5%a7%91%e7%ba%b3/,negative,,0,0,0,0,0.0004954934120178223,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235741.0,CP_N9,negative,0.9983483552932739,malay,Malay/Bumiputera,no_clear_emotion,0.034904129803180695,0.043601348996162415,0.0997871458530426,0.030755043029785156,0.1773916333913803,0.06101059168577194,False,False,False,False,False
news,post,1574eb45b40add52,周世扬：拥爱国情操愿奉献 大马需更多“现代屈原” | 中國報 China Press. （芙蓉11日讯）原任罗白起州议员周世扬说，端午节不仅是中华民族的重要传统节日，更承载着伟大爱国诗人屈原忧国忧民、坚持理想和忠诚爱国的精神价值。他说，进入21世纪的今天，社会更需要传承屈原精神，尤其是在多元种族、多元宗教及多元文化的马来西亚，更需要更多拥有爱国情操、愿意为国家奉献的“现代屈原”。培华小学安排旱地龙舟赛，让学生体验团队合作、同舟共济及奋勇向前的精神。“我们需要更多屈原，不是为了重复历史，而是为了学习他爱国、担当与坚持理想的精神。只有各民族携手合作，共同建设国家，才能为下一代创造...,https://n9.chinapress.com.my/20260611/%e5%91%a8%e4%b8%96%e6%89%ac%ef%bc%9a%e6%8b%a5%e7%88%b1%e5%9b%bd%e6%83%85%e6%93%8d%e6%84%bf%e5%a5%89%e7%8c%ae-%e5%a4%a7%e9%a9%ac%e9%9c%80%e6%9b%b4%e5%a4%9a%e7%8e%b0%e4%bb%a3%e5%b1%88%e5%8e%9f/,negative,,0,0,0,0,0.0004982113838195579,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235638.0,CP_N9,negative,0.9983392953872681,malay,Malay/Bumiputera,love,0.043272413313388824,0.01250180322676897,0.07580304890871048,0.02208879590034485,0.7709332704544067,0.013248822651803493,False,False,False,False,False
news,post,4753069f4245c737,森华联青年团走入启小宣导 学生齐喊   杜绝霸凌 | 中國報 China Press. （芙蓉11日讯）芙蓉启华小学礼堂内，学生们齐声高喊“杜绝校园霸凌”的口号，气氛热烈而有力，展现全校携手打造友善校园的决心。为提升学生对校园霸凌的认知与应对能力，森美兰华团联合会（森华联）青年团日前携手马来西亚华人穆斯林协会森美兰分会，在该校举办“反校园霸凌”讲座，共有283名学生参与。丘润财（黑衣者）主持反霸凌小剧场，邀请学生参与角色扮演，加深对校园霸凌课题的理解。本次讲座由森华联青年团副团长李瑜扬及理事黄诗恩主讲。两人以浅显易懂方式，结合互动问答、情境模拟及案例分享，向学生讲解霸凌的定义...,https://n9.chinapress.com.my/20260611/%e6%a3%ae%e5%8d%8e%e8%81%94%e9%9d%92%e5%b9%b4%e5%9b%a2%e8%b5%b0%e5%85%a5%e5%90%af%e5%b0%8f%e5%ae%a3%e5%af%bc-%e5%ad%a6%e7%94%9f%e9%bd%90%e5%96%8a-%e6%9d%9c%e7%bb%9d%e9%9c%b8%e5%87%8c/,negative,,0,0,0,0,0.0005371212959289773,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235649.0,CP_N9,negative,0.9982095956802368,malay,Malay/Bumiputera,love,0.12822526693344116,0.015612006187438965,0.12341850996017456,0.020325561985373497,0.402585506439209,0.027686068788170815,False,False,False,False,False
news,post,29849d62ebce17e3,东姑再因阿比丁受封东姑邦里玛勿刹  加入森州“四王子”体系 | 中國報 China Press. （庇劳11日讯）森美兰州王室迎来重要时刻！森美兰州二王子东姑再因阿比丁今日正式受封为东姑邦里玛勿刹（Tunku Panglima Besar），加入森州“四王子”（Putera Yang Empat）体系，成为森州王室历史中的重要一员。端姑慕里兹殿下提早抵达神安池大王宫，为册封仪式进行彩排及确认礼仪程序。册封仪式于今早11时在神安池大王宫御座殿（Balairong Seri）举行，逾百名王室成员、州政府代表、高级公务员及受邀嘉宾齐聚一堂，共同见证这一庄严时刻。整个仪式过程庄重隆重，并按照...,https://n9.chinapress.com.my/20260611/%e4%b8%9c%e5%a7%91%e5%86%8d%e5%9b%a0%e9%98%bf%e6%af%94%e4%b8%81%e5%8f%97%e5%b0%81%e4%b8%9c%e5%a7%91%e9%82%a6%e9%87%8c%e7%8e%9b%e5%8b%bf%e5%88%b9-%e5%8a%a0%e5%85%a5%e6%a3%ae%e5%b7%9e%e5%9b%9b/,positive,,0,0,0,0,0.8744168549776077,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235660.0,CP_N9,positive,0.5813895165920258,multilingual,Unknown,no_clear_emotion,0.03919018432497978,0.043391432613134384,0.20787343382835388,0.03203929588198662,0.20975208282470703,0.05034201219677925,False,False,False,False,False
news,post,3c1c75dd6135a438,希盟州选战鼓正式敲响  三巨头明晚齐聚 芙蓉启动竞选机关 | 中國報 China Press. （芙蓉11日讯）州选的号角已吹起！森州希盟竞选机关推介礼将于周五（12日）8时在芙蓉花城综合体育中心的Karisma Arena室内篮球体育馆盛大登场，希盟三大重量级领袖齐聚芙蓉，料将引爆全场政治热度。阿米努丁（左起）及谢琪清前往会场勘察，确保活动筹备工作顺利进行。这座可容纳3000人的会场，将成为希盟正式启动竞选机制的重要舞台。这是森州议会解散后，森州希盟迅速展开的首场大型竞选机关活动，意味着选战正式迈入冲刺与动员阶段。制作团队向阿米努丁（左3）及谢琪清（左4）详细讲解会场布置及活动...,https://n9.chinapress.com.my/20260611/%e5%b8%8c%e7%9b%9f%e5%b7%9e%e9%80%89%e6%88%98%e9%bc%93%e6%ad%a3%e5%bc%8f%e6%95%b2%e5%93%8d-%e4%b8%89%e5%b7%a8%e5%a4%b4%e6%98%8e%e6%99%9a%e9%bd%90%e8%81%9a-%e8%8a%99%e8%93%89%e5%90%af%e5%8a%a8/,negative,,0,0,0,0,0.0005052924156189187,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235672.0,CP_N9,negative,0.998315691947937,malay,Malay/Bumiputera,no_clear_emotion,0.037631165236234665,0.09008844941854477,0.2029373198747635,0.027674837037920952,0.08962990343570709,0.10747046023607254,False,False,False,False,False
news,post,49a1f7f8b091d716,废弃瓶盖变环保纪念品  金群利推“绿色行动”打造可持续社区 | 中國報 China Press. （芙蓉11日讯）一个废弃塑料瓶盖，也能开启环保新价值。金群利集团配合2026年世界环境日推出“#金群利绿色行动（#MatrixForGreen）”计划，通过环保教育、资源回收及社区参与，推动绿色生活理念深入社区，迈向更可持续的城镇发展。有关活动在达城d’Tempat乡村俱乐部举行，标志着该集团在推动更具可持续性、环保意识及社区参与型城镇发展道路上迈出重要一步。金群利集团发文告指出，此次活动体现该集团一贯坚持的理念，即建设繁荣社区不仅限于实体发展，更包括培养公众对环境保护及未来世代福祉的关注...,https://n9.chinapress.com.my/20260611/%e5%ba%9f%e5%bc%83%e7%93%b6%e7%9b%96%e5%8f%98%e7%8e%af%e4%bf%9d%e7%ba%aa%e5%bf%b5%e5%93%81-%e9%87%91%e7%be%a4%e5%88%a9%e6%8e%a8%e7%bb%bf%e8%89%b2%e8%a1%8c%e5%8a%a8%e6%89%93%e9%80%a0/,negative,,0,0,0,0,0.00048184990882871315,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235678.0,CP_N9,negative,0.9983938336372375,malay,Malay/Bumiputera,happy,0.04588257893919945,0.04410700500011444,0.6044331192970276,0.018932096660137177,0.2237480878829956,0.019460374489426613,False,False,False,False,False
news,post,380872b2f9e02780,文丁政府诊所泊车位不足 病患车泊路边藏隐患 | 中國報 China Press. （文丁11日讯）文丁政府诊疗所长期面对泊车位不足问题，前来求诊的民众为求方便，将车辆停泊在诊疗所外道路两旁，导致原本狭窄的双向车道进一步收窄，不仅影响交通流畅，更对路人构成交通安全隐患。马华芙蓉区会署理主席拿督赖振光接获多名民众反映后，今早亲自前往现场巡视，并了解诊疗所周边交通情况。上门求诊的民众把车辆停泊在诊疗所外的道路旁，影响交通流畅，更对路人构成交通安全隐患。他在实地观察后发现，由于泊车位有限，不少车辆被迫停泊在诊疗所外道路两侧，尤其在求诊高峰时段，车流与泊车交错，使原本并不宽敞的道...,https://n9.chinapress.com.my/20260611/%e6%96%87%e4%b8%81%e6%94%bf%e5%ba%9c%e8%af%8a%e6%89%80%e6%b3%8a%e8%bd%a6%e4%bd%8d%e4%b8%8d%e8%b6%b3-%e7%97%85%e6%82%a3%e8%bd%a6%e6%b3%8a%e8%b7%af%e8%be%b9%e8%97%8f%e9%9a%90%e6%82%a3/,negative,,0,0,0,0,0.0004991948604583518,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235701.0,CP_N9,negative,0.9983360171318054,malay,Malay/Bumiputera,anger,0.7028647661209106,0.1129240021109581,0.03574132174253464,0.04399330914020538,0.040739506483078,0.01695735938847065,False,False,False,False,False
news,post,d26881227f268e00,龙兴山市区三岔口 增设5盏太阳能路 | 中國報 China Press. （宁宜11日讯）夜间照明不足问题获改善！龙兴山市区三岔口在获得拨款后增设5盏太阳能路灯，为当地居民及驾驶人士提供更安全的夜间环境，也有望减少交通意外及治安隐患。莫哈末费沙（右2）在廖势德（右）陪同下，巡视承包商安装太阳能路灯工程。原任宁宜区州议员拿督莫哈末费沙向《中国报》指出，有关太阳能路灯工程是在波德申市议会拨款支持下展开，主要是回应当地居民反映三岔口夜间缺少照明的问题。他说，龙兴山市区三岔口过去因路灯不足，夜晚视线较差，偶有发生轻微交通意外。他在接获龙兴山村委会村长廖势德反映后，便向波...,https://n9.chinapress.com.my/20260611/%e9%be%99%e5%85%b4%e5%b1%b1%e5%b8%82%e5%8c%ba%e4%b8%89%e5%b2%94%e5%8f%a3-%e5%a2%9e%e8%ae%be5%e7%9b%8f%e5%a4%aa%e9%98%b3%e8%83%bd%e8%b7%af/,negative,,0,0,0,0,0.0005005180835723766,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235703.0,CP_N9,negative,0.998331606388092,malay,Malay/Bumiputera,anger,0.4223564565181732,0.1505127251148224,0.09706480801105499,0.07801132649183273,0.10877960175275803,0.03924969211220741,False,False,False,False,False
news,post,1f194bedf0245781,徐子坚证实波区部推荐 阿米努丁   攻打宁宜 | 中國報 China Press. （芦骨11日讯）公正党波德申国会州选竞选委员会主席拿督徐子坚证实，森州看守大臣拿督斯里阿米努丁是该党波德申区部唯一推荐上阵宁宜州议席的人选，一旦获得党中央首肯，阿米努丁将直捣这个巫统堡垒区。他说，公正党是在波德申国会属下的宁宜州议席、斯里丹绒州议员及朱湖州议员参与竞选，该党波德申区部在这3个州议席只推荐1位人选，即阿米努丁攻打宁宜、原任州议员拿督拉惹斯卡兰继续上阵斯里丹绒，而他本人被推荐上阵朱湖。■阿米努丁■公正党宁宜州选区竞选行动室设在老港乐龄俱乐部对面的商店楼上单位。他说，阿米努丁的...,https://n9.chinapress.com.my/20260611/%e5%be%90%e5%ad%90%e5%9d%9a%e8%af%81%e5%ae%9e%e6%b3%a2%e5%8c%ba%e9%83%a8%e6%8e%a8%e8%8d%90-%e9%98%bf%e7%b1%b3%e5%8a%aa%e4%b8%81-%e6%94%bb%e6%89%93%e5%ae%81%e5%ae%9c/,negative,,0,0,0,0,0.0004961371421813854,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235681.0,CP_N9,negative,0.998346209526062,malay,Malay/Bumiputera,no_clear_emotion,0.06689749658107758,0.034405045211315155,0.10993123799562454,0.029915932565927505,0.29045313596725464,0.031211720779538155,False,False,False,False,False
news,post,f4ed17c105877d62,森州人头条｜森州JPJ总部将拆除重建  迁入Era Walk 临时办公3年 | 中國報 China Press. （芙蓉11日讯）新那旺陆路交通局（JPJ）总部预计将在今年杪，暂时搬迁至芙蓉花场广场（Era Walk）的第二巴士终站（Terminal 2）建筑物办公！交通部长陆兆福今日宣布，拥有近40年历史的新那旺森州JPJ总部将在完成搬迁至临时办公地点后，正式展开拆除及重建工程。他说，森州JPJ总部目前已选定租用芙蓉花城广场的第二巴士总站建筑物，作为临时办公大楼，租期约3年。陆兆福（左5）率领交通部及森州高层一起在森州陆路交通局汝来分局前合照，右3起是马士礼和艾迪法德里，左2和左4分别是阿鲁古马和哈...,https://n9.chinapress.com.my/20260611/%e6%a3%ae%e5%b7%9e%e4%ba%ba%e5%a4%b4%e6%9d%a1%ef%bd%9c%e6%a3%ae%e5%b7%9ejpj%e6%80%bb%e9%83%a8%e5%b0%86%e6%8b%86%e9%99%a4%e9%87%8d%e5%bb%ba-%e8%bf%81%e5%85%a5era-walk-%e4%b8%b4%e6%97%b6%e5%8a%9e/,negative,,0,0,0,0,0.13205047845840454,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235715.0,CP_N9,negative,0.5598317384719849,multilingual,Unknown,anger,0.2681313753128052,0.11329305917024612,0.0876481831073761,0.15830083191394806,0.10516185313463211,0.07359472662210464,False,False,False,False,False
news,post,c5f98261abf3d849,阿鲁古马挑战马华 要阿克马撤回反统考立场 | 中國報 China Press. （芙蓉11日讯）民主行动党森州联委会副主席阿鲁古马发文告，公开向马华发出挑战，要求马华证明自己有能力捍卫统考。文告说，首相安华日前公开宣布为统考（UEC）生进入国立高等教育机构（IPTA）开辟升学通道，这是具历史意义的重要进程，证明行动党在执政后有能力将长期争取的课题落实为政府政策。他对马华和马青在面对阿克马反对统考课题，只表示希望与巫青会面并解释统考的重要性，但人民更关心的是，解释就能改变对方立场？人民想看到的不是解释会，而是实际成果。“如果马华真有政治影响力，应公开与阿克马会面，向全国...,https://n9.chinapress.com.my/20260611/%e9%98%bf%e9%b2%81%e5%8f%a4%e9%a9%ac%e6%8c%91%e6%88%98%e9%a9%ac%e5%8d%8e-%e8%a6%81%e9%98%bf%e5%85%8b%e9%a9%ac%e6%92%a4%e5%9b%9e%e5%8f%8d%e7%bb%9f%e8%80%83%e7%ab%8b%e5%9c%ba/,negative,,0,0,0,0,0.0005039513111114724,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235729.0,CP_N9,negative,0.9983201622962952,malay,Malay/Bumiputera,love,0.17689087986946106,0.04198702052235603,0.10283084213733673,0.08980489522218704,0.27891287207603455,0.04867265745997429,False,False,False,False,False
news,post,34ec813d7ffc203e,叶耀荣：无论谁上阵 冀选民续支持火箭守土万茂 | 中國報 China Press. （芙蓉8日讯）州选战鼓敲响，原任万茂州议员叶耀荣在公开场合“晒出”过去数年施政成绩单，并向选民喊话，无论来临州选由谁代表行动党上阵万茂州议席，都希望获得选民继续支持，让火箭继续在万茂上空飘扬。龙国强（右2）赠送水果礼篮予叶耀荣；左为丘德来；右为钟煌邦。他强调，选民支持的不只是个别候选人，而是一支真正肯做事、会做事，并能够带领森州持续繁荣发展的执政团队。叶耀荣昨晚为芙蓉乐龄公会庆祝双亲节及常年代表大会暨新届理事宣誓就职典礼主持仪式时指出，身为连续三届获选的万茂州议员，他始终将基层民生问题摆在...,https://n9.chinapress.com.my/20260608/%e5%8f%b6%e8%80%80%e8%8d%a3%ef%bc%9a%e6%97%a0%e8%ae%ba%e8%b0%81%e4%b8%8a%e9%98%b5-%e5%86%80%e9%80%89%e6%b0%91%e7%bb%ad%e6%94%af%e6%8c%81%e7%81%ab%e7%ae%ad%e5%ae%88%e5%9c%9f%e4%b8%87%e8%8c%82/,negative,,0,0,0,0,0.0005022346973418967,0,CP_N9,cina,cina,Komuniti Cina,n9.chinapress.com.my,cina,direct:CP_N9,direct_scrape,China Press 森州人 (n9.chinapress.com.my),235241.0,CP_N9,negative,0.9983258843421936,malay,Malay/Bumiputera,love,0.054890312254428864,0.045976996421813965,0.29396045207977295,0.03276648372411728,0.37290966510772705,0.03557717800140381,False,False,False,False,False
