Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
instagram,comment,18165792250443078,Alfateha Salam Takziah From Tampines Singapore🙏🙏🙏...,https://www.instagram.com/p/DZrBx2OEy2q/,3921235724075216298,positive,2026-06-17 09:02:26+00:00,1,0,0,0,0.8628753542900085,1,,,,positive,0.5429178476333618,english,Mixed/Urban,love,0.04703614115715027,0.018555644899606705,0.043416425585746765,0.027109317481517792,0.7872475385665894,0.014629046432673931
instagram,comment,18092565539367409,👏👏👏👍👍👍TAWADHU TIDAK MENGURANGKAN KEMULIAAN DAN PENGHORMATAN YG ALLAH S. W. T ANUGERAHKAN. ❤️❤️❤️,https://www.instagram.com/p/DZwdnH5CXcL/,3922765507321231115,neutral,2026-06-19 08:18:24+00:00,0,0,0,0,0.5,0,,,,neutral,0.9357233047485352,malay,Malay/Bumiputera,surprise,0.08984214812517166,0.2500467002391815,0.04716174304485321,0.05236589536070824,0.09043173491954803,0.25634145736694336
instagram,comment,18318911089302995,Alhamdulillah...,https://www.instagram.com/p/DZwdnH5CXcL/,3922765507321231115,positive,2026-06-19 08:07:05+00:00,0,0,0,0,0.9455280005931854,0,,,,positive,0.8184266686439514,english,Mixed/Urban,love,0.26803064346313477,0.06274165958166122,0.09747777879238129,0.03711191564798355,0.35004010796546936,0.03525391221046448
instagram,comment,18049506674559396,Daulat Tuanku...,https://www.instagram.com/p/DZwdnH5CXcL/,3922765507321231115,negative,2026-06-19 07:29:44+00:00,0,0,0,0,0.059340767562389374,0,,,,negative,0.8021974414587021,multilingual,Unknown,love,0.1691766381263733,0.04318264126777649,0.09543810784816742,0.032133955508470535,0.4067075252532959,0.02098000980913639
instagram,comment,18093826967349063,Semoga Allah menjaga raja johor di mana pun raja johor berada aamiin ya Rabbal alamin amin.🤲🏾❤️💙,https://www.instagram.com/p/DZwdnH5CXcL/,3922765507321231115,positive,2026-06-19 06:27:05+00:00,0,0,0,0,0.9762703359127044,0,,,,positive,0.9209011197090149,english,Mixed/Urban,love,0.04742921516299248,0.01591491885483265,0.04659944772720337,0.027881590649485588,0.8202041387557983,0.011176235973834991
instagram,comment,18596641507055001,❤️❤️❤️❤️,https://www.instagram.com/p/DY4JSMxzn1E/,3906913509833604420,positive,2026-06-19 18:16:23+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1060890480875969,0.08359093219041824,0.05415037274360657,0.11212525516748428,0.5382965207099915,0.04810759797692299
instagram,comment,17865556398690607,❤️ i Loved A King in Malaysia im Belived The Family👍💝,https://www.instagram.com/p/DY4JSMxzn1E/,3906913509833604420,positive,2026-06-19 00:24:08+00:00,0,0,0,0,0.9949026763439177,0,,,,positive,0.9830089211463928,english,Mixed/Urban,love,0.10256249457597733,0.08098999410867691,0.057130150496959686,0.1224471852183342,0.5380172729492188,0.04951230809092522
instagram,comment,17879128080670282,🔥🔥🔥,https://www.instagram.com/p/DY4JSMxzn1E/,3906913509833604420,positive,2026-06-17 01:41:02+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1640661060810089,0.11686228215694427,0.13225270807743073,0.10279060155153275,0.21539954841136932,0.09343886375427246
instagram,comment,18111304510937204,King🫡💙♥️,https://www.instagram.com/p/DY4JSMxzn1E/,3906913509833604420,positive,2026-06-16 23:34:54+00:00,0,0,0,0,0.9881472826004027,0,,,,positive,0.9604909420013428,english,Mixed/Urban,love,0.12424581497907639,0.09943817555904388,0.1307998150587082,0.08746400475502014,0.3980107009410858,0.057230133563280106
instagram,comment,18597883423015007,You’re a great example to all young female leaders YB! 🔥👏🙌,https://www.instagram.com/p/DZr6BTZk8Ud/,3921483076803478813,positive,2026-06-17 14:26:31+00:00,0,0,0,0,0.9940602660179138,0,,,,positive,0.9802008867263794,english,Mixed/Urban,happy,0.022932570427656174,0.025694824755191803,0.6921696066856384,0.012927049770951271,0.18890191614627838,0.020754791796207428
instagram,comment,18086952017570407,🔥🔥,https://www.instagram.com/p/DZr6BTZk8Ud/,3921483076803478813,positive,2026-06-17 12:24:01+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,no_clear_emotion,0.14183589816093445,0.04113360121846199,0.10023771226406097,0.024891432374715805,0.26577576994895935,0.024864645674824715
instagram,comment,18119100523682536,❤️❤️❤️❤️,https://www.instagram.com/p/DZr6BTZk8Ud/,3921483076803478813,positive,2026-06-17 12:17:30+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1060890480875969,0.08359093219041824,0.05415037274360657,0.11212525516748428,0.5382965207099915,0.04810759797692299
instagram,comment,17864311701691882,Wowow! 🟨⬛️,https://www.instagram.com/p/DZr6BTZk8Ud/,3921483076803478813,positive,2026-06-17 12:08:09+00:00,0,0,0,0,0.8327444329857826,0,,,,positive,0.4424814432859421,multilingual,Unknown,love,0.08878133445978165,0.07060222327709198,0.05585526302456856,0.03566623479127884,0.3694959878921509,0.05121558532118797
instagram,comment,18105279920473103,❤️❤️❤️,https://www.instagram.com/p/DZr6BTZk8Ud/,3921483076803478813,positive,2026-06-17 12:02:07+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
instagram,comment,18084381644403464,Boleh DM saya kalau nak join team sukarelawan pilihanraya kami!,https://www.instagram.com/p/DZr6BTZk8Ud/,3921483076803478813,positive,2026-06-17 11:56:12+00:00,2,0,0,0,0.9994108259677886,2,,,,positive,0.9980360865592957,malay,Malay/Bumiputera,surprise,0.021811025217175484,0.04547375440597534,0.08354800939559937,0.02928032912313938,0.27948927879333496,0.3077031373977661
instagram,comment,17947980702013845,王子公主晚安.,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,positive,2026-06-19 10:42:45+00:00,0,0,0,0,0.8927352160215377,0,,,,positive,0.6424507200717926,multilingual,Unknown,love,0.0868680477142334,0.04373065382242203,0.0944705456495285,0.04157033562660217,0.5170604586601257,0.028749853372573853
instagram,comment,18097734716465009,Innalillahiwainnailaihirajiun.. al fatihah,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,neutral,2026-06-18 15:05:37+00:00,0,0,0,0,0.5,0,,,,neutral,0.6806675791740417,english,Mixed/Urban,love,0.09426652640104294,0.08035330474376678,0.11285784840583801,0.05107533931732178,0.4884771406650543,0.059748854488134384
instagram,comment,18066414020447092,Alfatihah ❤️,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,positive,2026-06-18 13:32:55+00:00,0,0,0,0,0.974399173259735,0,,,,positive,0.9146639108657837,english,Mixed/Urban,love,0.13499677181243896,0.05308467149734497,0.10759570449590683,0.038995057344436646,0.49360018968582153,0.020197587087750435
instagram,comment,18378752653160786,Al-fatihah,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,neutral,2026-06-18 07:05:18+00:00,0,0,0,0,0.5,0,,,,neutral,0.48669567704200745,english,Mixed/Urban,love,0.1343442052602768,0.06347621232271194,0.13754136860370636,0.05565481632947922,0.3807370662689209,0.04559304937720299
instagram,comment,18084839249413493,Al-fatihah,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,neutral,2026-06-18 07:04:42+00:00,0,0,0,0,0.5,0,,,,neutral,0.48669567704200745,english,Mixed/Urban,love,0.1343442052602768,0.06347621232271194,0.13754136860370636,0.05565481632947922,0.3807370662689209,0.04559304937720299
instagram,comment,17959636328961867,"Innalillahi Wainnailaihirrajiun, Salam Takziah",https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,neutral,2026-06-18 05:45:11+00:00,0,0,0,0,0.5,0,,,,neutral,0.6151122450828552,english,Mixed/Urban,love,0.07744743674993515,0.05054821819067001,0.058829907327890396,0.06750085204839706,0.650805652141571,0.037855103611946106
instagram,comment,17931081510330390,Al fatehah 🤲🏻🙏🏻,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,positive,2026-06-18 04:06:42+00:00,0,0,0,0,0.84572045058012,0,,,,positive,0.48573483526706696,multilingual,Unknown,love,0.052769582718610764,0.024792464450001717,0.05061201751232147,0.037765610963106155,0.7477403879165649,0.019894365221261978
instagram,comment,18069713384390176,Innalillahiwainalillahirajiun.. salam. Takziah,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,neutral,2026-06-17 23:36:43+00:00,0,0,0,0,0.5,0,,,,neutral,0.6020224094390869,english,Mixed/Urban,love,0.07866024225950241,0.04837435856461525,0.06365133076906204,0.058802347630262375,0.6709091067314148,0.03140193223953247
instagram,comment,18093143705152168,🕊🤲👼🤲🕊,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,positive,2026-06-17 21:16:18+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1120651587843895,0.1080394834280014,0.09981795400381088,0.0892036184668541,0.29039376974105835,0.10008145868778229
instagram,comment,18082699361168840,🕊🤲👼🤲🕊,https://www.instagram.com/p/DZroQPlCf11/,3921404938655759733,positive,2026-06-17 21:16:06+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1120651587843895,0.1080394834280014,0.09981795400381088,0.0892036184668541,0.29039376974105835,0.10008145868778229
instagram,comment,18178942912366253,اللهم صل على سيدنا محمد وعلى ال سيدنا محمد كما صليت على ابراهيم وعلى ال ابراهيم انك حميد مجيد اللهم بارك على محمد وعلى ال محمد صليت على ابراهيم وعلى ال ابراهيم انك حميد مجيد.,https://www.instagram.com/p/DFnHfo4JjcE/,3559846990980724484,positive,2026-06-18 20:38:40+00:00,1,0,0,0,0.853745874762535,1,,,,positive,0.5124862492084503,multilingual,Unknown,love,0.06429373472929001,0.06338503956794739,0.24807208776474,0.027887927368283272,0.5350561738014221,0.022201234474778175
instagram,comment,18383380849205563,Daulat Tuanku...,https://www.instagram.com/p/DZillK8IVjN/,3918859907853539533,negative,2026-06-15 11:32:53+00:00,0,0,0,0,0.059340767562389374,0,,,,negative,0.8021974414587021,multilingual,Unknown,love,0.1691766381263733,0.04318264126777649,0.09543810784816742,0.032133955508470535,0.4067075252532959,0.02098000980913639
instagram,comment,18013287380885918,Banyak cakap lah aunty..Kami nak @syedsaddiq balik ke kerusi PRESIDEN kami tak nak aunty 🙄🙄 Lagi 1 kata PRU bediri sendiri ni gabung pula dengan parti lain 😂😂,https://www.instagram.com/p/DZxDanmTIW8/,3922931773780821436,negative,2026-06-20 01:00:29+00:00,2,0,0,0,0.0005048632621765248,2,,,,negative,0.9983171224594116,malay,Malay/Bumiputera,love,0.0844380259513855,0.02424733340740204,0.019154667854309082,0.05383452773094177,0.5448238849639893,0.0603986494243145
instagram,comment,17866554174629351,"Alhamdulillah , happy 👍😍😄",https://www.instagram.com/p/DZmswQpHenS/,3920017356123662802,positive,2026-06-15 19:16:14+00:00,0,0,0,0,0.9940238416194915,0,,,,positive,0.9800794720649719,english,Mixed/Urban,happy,0.013657970353960991,0.02846578136086464,0.898582935333252,0.008363461121916771,0.02591409720480442,0.01226819958537817
instagram,comment,18119952817738485,🔥🔥🔥,https://www.instagram.com/p/DZmswQpHenS/,3920017356123662802,positive,2026-06-15 12:52:21+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1640661060810089,0.11686228215694427,0.13225270807743073,0.10279060155153275,0.21539954841136932,0.09343886375427246
instagram,comment,18126314248625370,Alhamdulillah Happy 👍🏾😍😄,https://www.instagram.com/p/DZmswQpHenS/,3920017356123662802,positive,2026-06-15 12:23:24+00:00,0,0,0,0,0.9948500514030456,0,,,,positive,0.9828335046768188,english,Mixed/Urban,happy,0.014504305087029934,0.030013147741556168,0.8911406397819519,0.009472514502704144,0.029122069478034973,0.012853269465267658
instagram,comment,18125694409650460,Sayang johor semoga dapat yg terbaik aamiin❤️,https://www.instagram.com/p/DZmswQpHenS/,3920017356123662802,positive,2026-06-15 12:09:18+00:00,0,0,0,0,0.9994025647640228,0,,,,positive,0.9980085492134094,malay,Malay/Bumiputera,love,0.11184491962194443,0.06928417086601257,0.04688979312777519,0.12891873717308044,0.5518764853477478,0.0429496243596077
instagram,comment,18116623147859279,C🔥ngratz guys,https://www.instagram.com/p/DZmswQpHenS/,3920017356123662802,positive,2026-06-15 12:06:34+00:00,0,0,0,0,0.8854418873786926,0,,,,positive,0.6181396245956421,multilingual,Unknown,love,0.15484175086021423,0.10501280426979065,0.11279658228158951,0.08724060654640198,0.2806292474269867,0.07721935212612152
instagram,comment,17909618016244626,Allah😍,https://www.instagram.com/p/DUQsUkqkjgH/,3823751011442505735,positive,2026-06-18 08:17:55+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.15567517280578613,0.06437119096517563,0.08549778908491135,0.034400489181280136,0.35857856273651123,0.027152972295880318
instagram,comment,18110435291301452,🤲🏼💪🏼👏🏼👏🏼🫶,https://www.instagram.com/p/DZhZ_-0ojrK/,3918527498733894346,positive,2026-06-15 21:46:03+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.04716093838214874,0.03195882961153984,0.09129800647497177,0.025533145293593407,0.6969085931777954,0.022658228874206543
instagram,comment,18164374411401385,heartwarming,https://www.instagram.com/p/DQ4ThouEmkI/,3762843363017124104,positive,2026-06-20 03:25:26+00:00,0,0,0,0,0.8425817340612411,0,,,,positive,0.47527244687080383,english,Mixed/Urban,love,0.14306272566318512,0.12037073820829391,0.1471116989850998,0.09586728364229202,0.2090287059545517,0.1206718161702156
instagram,comment,18010158560729091,Allah bless tmj n family,https://www.instagram.com/p/DQ4ThouEmkI/,3762843363017124104,positive,2026-06-19 18:16:40+00:00,0,0,0,0,0.974938279390335,0,,,,positive,0.9164609313011169,english,Mixed/Urban,love,0.05496413633227348,0.039682935923337936,0.11838147044181824,0.039855148643255234,0.7011401653289795,0.02020120993256569
instagram,comment,18004721369927548,Such a nice drip from this within,https://www.instagram.com/p/DQ4ThouEmkI/,3762843363017124104,positive,2026-06-19 00:20:04+00:00,0,0,0,0,0.9909900844097137,0,,,,positive,0.9699669480323792,english,Mixed/Urban,happy,0.017624100670218468,0.030164936557412148,0.7933951616287231,0.010241951793432236,0.09297160804271698,0.02641170844435692
instagram,comment,18322901131274162,Sumareh?,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,negative,2026-06-19 13:55:34+00:00,0,0,0,0,0.13681530654430388,0,,,,negative,0.5439489781856537,multilingual,Unknown,no_clear_emotion,0.15689441561698914,0.14033401012420654,0.12690116465091705,0.07859735935926437,0.1911546289920807,0.10125356167554855
instagram,comment,17865957237630590,Daulat Tuanku..,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,negative,2026-06-19 12:19:24+00:00,0,0,0,0,0.062262958288192755,0,,,,negative,0.7924568057060242,multilingual,Unknown,no_clear_emotion,0.08294997364282608,0.02821951173245907,0.10965735465288162,0.02330799587070942,0.3243301510810852,0.0243934728205204
instagram,comment,18434591941125987,Daulat Tuanku...,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,negative,2026-06-19 00:49:45+00:00,0,0,0,0,0.059340767562389374,0,,,,negative,0.8021974414587021,multilingual,Unknown,love,0.1691766381263733,0.04318264126777649,0.09543810784816742,0.032133955508470535,0.4067075252532959,0.02098000980913639
instagram,comment,18069931553380963,❤️💙,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,positive,2026-06-18 23:19:43+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.16333509981632233,0.11882183700799942,0.10900811105966568,0.08502372354269028,0.23177504539489746,0.1129588708281517
instagram,comment,18083367245164342,❤️❤️❤️,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,positive,2026-06-18 20:19:20+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
instagram,comment,18103664429085229,🔥🔥,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,positive,2026-06-18 18:47:57+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,no_clear_emotion,0.14183589816093445,0.04113360121846199,0.10023771226406097,0.024891432374715805,0.26577576994895935,0.024864645674824715
instagram,comment,18101070316896032,@nazrinshahomar solidd ehh🔥,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,positive,2026-06-18 17:49:26+00:00,1,0,0,0,0.8970466077327728,1,,,,positive,0.6568220257759094,english,Mixed/Urban,love,0.07779283821582794,0.052634358406066895,0.31424540281295776,0.019816167652606964,0.4299563765525818,0.01787332072854042
instagram,comment,18183982567385664,Such adorable little footballers! 😍⚽️❤️,https://www.instagram.com/p/DZuvDsxCZ3A/,3922279287898086848,positive,2026-06-18 14:48:29+00:00,0,0,0,0,0.9951128005981444,0,,,,positive,0.9837093353271484,english,Mixed/Urban,happy,0.02087140642106533,0.03368128091096878,0.7978689074516296,0.01172918826341629,0.09999416768550873,0.019868923351168633
instagram,comment,18003073709937614,做么 ?,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,negative,2026-06-21 02:51:48+00:00,0,0,0,0,0.16112497150897978,0,,,,negative,0.462916761636734,multilingual,Unknown,love,0.17774690687656403,0.1006321981549263,0.12187133729457855,0.05946170911192894,0.29810622334480286,0.05221257731318474
instagram,comment,18101471141026834,😍😍😍🥰🥰🥰🤲👏👏👏✨🫶💚❤️🇲🇾,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,positive,2026-06-20 22:22:44+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.08009321242570877,0.06027207523584366,0.0746680274605751,0.05065600201487541,0.662944495677948,0.027603579685091972
instagram,comment,18205126354358655,Daulat Tuanku,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,negative,2026-06-20 16:36:01+00:00,0,0,0,0,0.13362364321947098,0,,,,negative,0.5545878559350967,multilingual,Unknown,love,0.13736818730831146,0.06602133065462112,0.2742857038974762,0.02584877796471119,0.2842506468296051,0.02548413723707199
instagram,comment,18077686376282159,❤️❤️❤️❤️❤️❤️,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,positive,2026-06-20 15:17:56+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.101748526096344,0.08133901655673981,0.052862778306007385,0.1064385399222374,0.5548598170280457,0.04635627195239067
instagram,comment,17923568646146652,❤️❤️❤️,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,positive,2026-06-20 12:04:29+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
instagram,comment,17944167471037506,Daulat Tuanku,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,negative,2026-06-20 10:46:01+00:00,0,0,0,0,0.13362364321947098,0,,,,negative,0.5545878559350967,multilingual,Unknown,love,0.13736818730831146,0.06602133065462112,0.2742857038974762,0.02584877796471119,0.2842506468296051,0.02548413723707199
instagram,comment,18106555420925585,I di traffic klang,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,neutral,2026-06-20 10:22:21+00:00,0,0,0,0,0.5,0,,,,neutral,0.7485380172729492,english,Mixed/Urban,love,0.20100918412208557,0.062118951231241226,0.09108219295740128,0.036418233066797256,0.36584237217903137,0.037827905267477036
instagram,comment,18056283083727988,Daulat Tuanku..,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,negative,2026-06-20 10:21:14+00:00,0,0,0,0,0.062262958288192755,0,,,,negative,0.7924568057060242,multilingual,Unknown,no_clear_emotion,0.08294997364282608,0.02821951173245907,0.10965735465288162,0.02330799587070942,0.3243301510810852,0.0243934728205204
instagram,comment,18081872279236389,💙❤️,https://www.instagram.com/p/DZzCQSOgZYX/,3923489615545210391,positive,2026-06-20 09:31:50+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.13251875340938568,0.09648387879133224,0.10139019042253494,0.08480478823184967,0.3936774432659149,0.07039482146501541
instagram,comment,18055352888774169,"Orang yg boleh di percaya hanya pemangku sultan johor, yang lain tu bukan pandai, tetapi memandai mandai, KERAJAAN johor di tadbir oleh JCS yg taat setia, ahli politik dari mb dan sesetengah exco...... jual nama ISTANA JOHOR , CHAMPION., JANGAN PERCAYA MUKA DIA ORANG SEMUA TUNKU.",https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,negative,2026-06-21 03:10:16+00:00,0,0,0,0,0.0005022704601287953,0,,,,negative,0.998325765132904,malay,Malay/Bumiputera,love,0.06437201797962189,0.02112114243209362,0.03323730453848839,0.0242877509444952,0.4062953293323517,0.052556972950696945
instagram,comment,18097738892266555,Demi Johor ❤️💙,https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,positive,2026-06-21 02:31:40+00:00,0,0,0,0,0.977625960111618,0,,,,positive,0.9254198670387268,english,Mixed/Urban,love,0.1205134466290474,0.0670543909072876,0.06787800043821335,0.047160323709249496,0.5067300200462341,0.027712464332580566
instagram,comment,18232452619313316,Daulat Tuanku 🙏 💙 ❤️,https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,negative,2026-06-21 02:30:51+00:00,0,0,0,0,0.13362364321947098,0,,,,negative,0.5545878559350967,multilingual,Unknown,love,0.048362862318754196,0.035387177020311356,0.0678248181939125,0.03624311834573746,0.7567699551582336,0.023308485746383667
instagram,comment,18110951581856734,Allah Peliharakan Sultan 🤲 ❤️ 💙,https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,positive,2026-06-21 02:30:06+00:00,0,0,0,0,0.8878930643200874,0,,,,positive,0.6263102144002914,multilingual,Unknown,love,0.04980280250310898,0.0166466161608696,0.02452217973768711,0.025662630796432495,0.8230810165405273,0.021984590217471123
instagram,comment,18117422023840883,Menjunjung Kasih Tuanku 🙏❤️💙,https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,positive,2026-06-21 02:29:30+00:00,0,0,0,0,0.9536426663398743,0,,,,positive,0.8454755544662476,english,Mixed/Urban,love,0.04815947636961937,0.0386994332075119,0.05614350736141205,0.04831705242395401,0.7475466728210449,0.025636818259954453
instagram,comment,18110680607474484,❤️💙,https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,positive,2026-06-21 02:12:13+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.16333509981632233,0.11882183700799942,0.10900811105966568,0.08502372354269028,0.23177504539489746,0.1129588708281517
instagram,comment,18096382447967787,"Madani power.. If they don’t align with federal needs, the king political power will affected",https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,negative,2026-06-21 01:34:25+00:00,0,0,0,0,0.10648891925811768,0,,,,negative,0.6450369358062744,english,Mixed/Urban,anger,0.7000707387924194,0.10687614232301712,0.07000303268432617,0.01936611905694008,0.030994899570941925,0.014413248747587204
instagram,comment,18571299868064030,Hidup bangsa johor.,https://www.instagram.com/p/DZ0C2Gjk0q9/,3923773689330617021,neutral,2026-06-21 01:13:39+00:00,1,0,0,0,0.5,1,,,,neutral,0.8055936694145203,english,Mixed/Urban,love,0.21071645617485046,0.04776548966765404,0.06763330847024918,0.031796131283044815,0.4610183537006378,0.021568337455391884
instagram,comment,18271393282295957,"Waalaikumussalam.
Alhamdulillah, Happy Father's Day, always healthy 🤲🙏😍.
Oh Allah remember my father, 19 years old I don't have a father 😔🙏.",https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 04:22:31+00:00,0,0,0,0,0.9829107344150543,0,,,,positive,0.9430357813835144,english,Mixed/Urban,happy,0.02337757870554924,0.06232833489775658,0.77669757604599,0.019826913252472878,0.0781165361404419,0.021068496629595757
instagram,comment,18103870724022124,Semoga yang baik2 aja utk Tuanku ❤️💙,https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 03:20:06+00:00,0,0,0,0,0.9994040131568909,0,,,,positive,0.9980133771896362,malay,Malay/Bumiputera,love,0.0819665715098381,0.06924650818109512,0.08279119431972504,0.05698065087199211,0.6483690738677979,0.027587275952100754
instagram,comment,18471718006101081,Happy Babah day😊,https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 03:19:16+00:00,0,0,0,0,0.8865815490484237,0,,,,positive,0.6219384968280792,multilingual,Unknown,happy,0.03357839584350586,0.0516253262758255,0.706865131855011,0.01604548655450344,0.1372731775045395,0.017545977607369423
instagram,comment,17891943963374527,🙏🇮🇩Happy father day 🇲🇾❤️🌹🌹 good bless you,https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 03:14:38+00:00,0,0,0,0,0.9955687582492827,0,,,,positive,0.9852291941642761,english,Mixed/Urban,happy,0.030839791521430016,0.04229739308357239,0.7000646591186523,0.023332176730036736,0.16216789186000824,0.019005244597792625
instagram,comment,17976376791111257,Happy Father's Day,https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 03:10:35+00:00,0,0,0,0,0.9123355388641357,0,,,,positive,0.7077851295471191,english,Mixed/Urban,no_clear_emotion,0.1379319131374359,0.14238429069519043,0.13145211338996887,0.10610637813806534,0.16519546508789062,0.14678838849067688
instagram,comment,17867470866565920,❤️❤️❤️,https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 02:57:19+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
instagram,comment,17887020756577055,"Assalamualaikum, Ampun Tuanku. everday for all Father, you all Power Man. good Father Day everday for your family n country",https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 02:56:07+00:00,0,0,0,0,0.9891895174980163,0,,,,positive,0.9639650583267212,english,Mixed/Urban,happy,0.03123307041823864,0.03144130855798721,0.5852022171020508,0.019152386114001274,0.28648173809051514,0.01787961833178997
instagram,comment,18098263361269587,❤️❤️❤️,https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 02:50:19+00:00,0,0,0,0,0.8714138269424438,0,,,,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
instagram,comment,18135019471565919,"Happy Father’s Day to Ayahanda KDYMM Tuanku and the entire Royal Family of Johor. Wishing His Royal Highness and the family continued happiness, good health, and Allah’s endless blessings. ❤️",https://www.instagram.com/p/DZ081AyBBFR/,3924028701108605265,positive,2026-06-21 02:46:05+00:00,0,0,0,0,0.9936946272850036,0,,,,positive,0.9789820909500122,english,Mixed/Urban,happy,0.015533787198364735,0.029954789206385612,0.8751286864280701,0.01008632779121399,0.04031345620751381,0.013439943082630634
