Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,sentiment_label,sentiment_confidence,emotion_primary,total_engagement,crawl_source,mentions_pas,mentions_bersatu,narrative_split
tiktok,comment,7649601572653075733_comment_20,😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,positive,2026-06-11T16:35:05.665736,0.0,0.0,0.0,0.0,0.8714138269424438,positive,0.5713794231414795,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_21,👍👍👍👍👍👍 ..,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,positive,2026-06-11T16:35:05.665738,0.0,0.0,0.0,0.0,0.8187334269285201,positive,0.395778089761734,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_22,👍👍👍,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,positive,2026-06-11T16:35:05.665741,0.0,0.0,0.0,0.0,0.8714138269424438,positive,0.5713794231414795,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_23,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665744,13.0,0.0,0.0,0.0,0.5,neutral,0.997161626815796,surprise,13.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_24,bukan dia penaung PKR,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,negative,2026-06-11T16:35:05.665746,5.0,0.0,0.0,0.0,0.0936906829476356,negative,0.6876977235078812,love,5.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_25,bagaimana nasib SI rais dgn musibad,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665749,2.0,0.0,0.0,0.0,0.5,neutral,0.8489454388618469,sadness,2.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_26,Kita nak tungku nazzarudin,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665751,6.0,0.0,0.0,0.0,0.5,neutral,0.8456111550331116,love,6.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_27,[Sticker],,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665754,1.0,0.0,0.0,0.0,0.5,neutral,0.638904333114624,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_28,Tahniah Yam Tunku Zain Abidin,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665757,1.0,0.0,0.0,0.0,0.5,neutral,0.904688835144043,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_30,keadilan untuk tuanku mukhriz....undi pada prn nanti,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,negative,2026-06-11T16:35:05.665762,3.0,0.0,0.0,0.0,0.0026078760623932,negative,0.9913070797920228,love,3.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_31,Daulat Tuanku ..,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,negative,2026-06-11T16:35:05.665764,3.0,0.0,0.0,0.0,0.0622629582881927,negative,0.7924568057060242,love,3.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_32,Lah,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,positive,2026-06-11T16:35:05.665767,1.0,0.0,0.0,0.0,0.866959848999977,positive,0.5565328299999237,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_33,Tahniah Tengku Zain,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665769,1.0,0.0,0.0,0.0,0.5,neutral,0.8728121519088745,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_34,1,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,positive,2026-06-11T16:35:05.665772,3.0,0.0,0.0,0.0,0.899997118115425,positive,0.6666570603847504,no_clear_emotion,3.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_35,Poning den..,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665775,0.0,0.0,0.0,0.0,0.5,neutral,0.8171082139015198,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_36,Pewaris yg Berhak,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665778,4.0,0.0,0.0,0.0,0.5,neutral,0.8296948075294495,no_clear_emotion,4.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_37,Dah agak…,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,negative,2026-06-11T16:35:05.665781,1.0,0.0,0.0,0.0,0.173472386598587,negative,0.4217587113380432,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_38,peningla macam ni,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665784,1.0,0.0,0.0,0.0,0.5,neutral,0.7593951225280762,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_39,Rezeki drp ALLAH,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665786,2.0,0.0,0.0,0.0,0.5,neutral,0.4924584329128265,love,2.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_40,Daulat Tuanku Mukriz 🙏🏻,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,positive,2026-06-11T16:35:05.665789,0.0,0.0,0.0,0.0,0.8450027137994766,positive,0.4833423793315887,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_41,Daulat Tuanku,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,negative,2026-06-11T16:35:05.665791,0.0,0.0,0.0,0.0,0.1336236432194709,negative,0.5545878559350967,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_42,DAULAT TUANKU MUHRIZ,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665794,0.0,0.0,0.0,0.0,0.5,neutral,0.5706477761268616,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_43,Daulat tuanku,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,negative,2026-06-11T16:35:05.665796,1.0,0.0,0.0,0.0,0.1336236432194709,negative,0.5545878559350967,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_44,terbaik..🥰🥰🥰🥰🥰,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665799,0.0,0.0,0.0,0.0,0.5,neutral,0.5869859457015991,happy,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_45,Tahniah,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665801,0.0,0.0,0.0,0.0,0.5,neutral,0.6609756946563721,no_clear_emotion,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_46,pening,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665804,0.0,0.0,0.0,0.0,0.5,neutral,0.5643148422241211,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601572653075733_comment_47,tahniah,,https://www.tiktok.com/@berita.ks/video/7649601572653075733,7649601572653075733,neutral,2026-06-11T16:35:05.665806,0.0,0.0,0.0,0.0,0.5,neutral,0.4563645422458648,no_clear_emotion,0.0,tiktok_master,False,False,False
tiktok,post,7649585012727139605,"KUALA LUMPUR, 10 Jun – Ketua Pemuda UMNO, Datuk Dr Muhamad Akmal Saleh menegaskan bahawa usaha menyatukan orang Melayu-Islam tidak seharusnya tertumpu kepada penggunaan nama tertentu, sebaliknya perlu memberi keutamaan kepada matlamat, persefahaman dan hala tuju perjuangan yang ingin dicapai. 

Menurut beliau, penyatuan tersebut boleh diteruskan menggunakan apa jua wadah atau nama yang sesuai tanpa perlu terikat dengan jenama Muafakat Nasional.

“Penyatuan Melayu-Islam ini tidak semestinya menggunakan nama ‘Muafakat Nasional (MN)’ kerana penyatuan boleh sahaja menggunakan apa sahaja nama. 

“Lagi-lagi apabila nama MN itu sendiri telah didaftarkan di bawah nama sebuah pertubuhan bukan kerajaan (NGO) dan milik orang lain. 

“Nama itu tidak penting, tetapi apa yang lebih penting ialah persefahaman, tujuan dan hala tuju penyatuan Melayu-Islam itu sendiri,” katanya. 

Kenyataan itu dilihat selari dengan pendirian Presiden UMNO, Dato’ Seri Dr Ahmad Zahid Hamidi yang sebelum ini mengesahkan parti tersebut tidak berhasrat menghidupkan semula MN. 

Zahid menegaskan tiada sebarang perbincangan mengenai usaha mengembalikan MN 2.0, sebaliknya fokus UMNO ketika ini adalah memastikan kestabilan politik negara serta meneruskan kerjasama dengan parti-parti yang membentuk kerajaan sedia ada.

#BeritaKS",https://www.tiktok.com/@berita.ks/video/7649585012727139605,,,negative,2026-06-11T16:35:05.665934,93.0,7.0,11.0,10800.0,0.0004924714565276,negative,0.998358428478241,no_clear_emotion,219.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_0,"tak faham.. kerjasama pas dgn bersatu berpecah dh. jadi, PN terdiri daripada parti apa",,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401079,4.0,0.0,0.0,0.0,0.0307166129350662,negative,0.8976112902164459,fear,4.0,tiktok_master,True,True,True
tiktok,comment,7649585012727139605_comment_1,[Sticker] Pening arrr..,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401103,0.0,0.0,0.0,0.0,0.5,neutral,0.9147176742553712,no_clear_emotion,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_2,So Hadi making decision for PAS and Shamsuri for PN..🤔… where is the sync?🤷🏽‍♂️,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401108,0.0,0.0,0.0,0.0,0.5,neutral,0.7966606616973877,no_clear_emotion,0.0,tiktok_master,True,True,False
tiktok,comment,7649585012727139605_comment_3,aikk ingat ilang p hiking semenjak 2 menjak ni.. ada rupanya haha,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401112,0.0,0.0,0.0,0.0,0.0522241652011871,negative,0.8259194493293762,surprise,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_4,Terbaik Dr Sam 👍,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401115,0.0,0.0,0.0,0.0,0.5,neutral,0.7720804810523987,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_5,terbaik dr sam....wlu pon aku ic 06 aku nyokong dr sam mengemudi pn dan mengemudi negara malaysia,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401118,5.0,0.0,0.0,0.0,0.001144140958786,negative,0.9961861968040466,love,5.0,tiktok_master,False,True,False
tiktok,comment,7649585012727139605_comment_6,betul ke,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401121,0.0,0.0,0.0,0.0,0.5,neutral,0.4124554097652435,no_clear_emotion,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_7,terbaik dr sam...kasi sekolah tun faisal n the geng,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401124,8.0,0.0,0.0,0.0,0.5,neutral,0.8588362336158752,happy,8.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_8,🤣🤣🤣 bersatu kna games,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401127,1.0,0.0,0.0,0.0,0.1828058615326881,negative,0.3906471282243728,love,1.0,tiktok_master,False,True,False
tiktok,comment,7649585012727139605_comment_9,PAS tak boleh pakai,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401130,2.0,0.0,0.0,0.0,0.8876771956682205,positive,0.6255906522274017,no_clear_emotion,2.0,tiktok_master,True,False,False
tiktok,comment,7649585012727139605_comment_10,"semua nak pakai nama PN,, pas pakai logo pas la,,, baru hebat",,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401134,3.0,0.0,0.0,0.0,0.5,neutral,0.8074355721473694,happy,3.0,tiktok_master,True,True,False
tiktok,comment,7649585012727139605_comment_11,terbaik arhhh 🤲🏻💥 PNBEST#💚🟢🟩,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401137,2.0,0.0,0.0,0.0,0.9824704430997372,positive,0.9415681436657906,happy,2.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_12,"bersatu sdiri pun dah berpecah, skng tggl brape kerusi ye 😁",,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401140,1.0,0.0,0.0,0.0,0.5,neutral,0.5126650333404541,love,1.0,tiktok_master,False,True,True
tiktok,comment,7649585012727139605_comment_13,asik gaduh je,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401142,0.0,0.0,0.0,0.0,0.5,neutral,0.6618369817733765,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_14,ABIS PAS LEBIH MUTLAK KA?,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401145,0.0,0.0,0.0,0.0,0.5,neutral,0.7822888493537903,no_clear_emotion,0.0,tiktok_master,True,False,False
tiktok,comment,7649585012727139605_comment_15,bersatu kena game🤣🤣🤣🤣,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401148,0.0,0.0,0.0,0.0,0.1585221201181411,negative,0.4715929329395294,love,0.0,tiktok_master,False,True,False
tiktok,comment,7649585012727139605_comment_16,"BUBARLAH PN SUPAYA TIADA ISSUE YANG LAIN TIMBUL.. APA MAKSUD PUTUS HUBUNGAN TAPI MASIH BERGABUNG DI DALAM PN.. ADAKAH PAS MENGAMBIL JALAN SELAMAT JIKA MN TIDAK TERJADI, PAS MASIH ADA PN UNTUK DITERAJUI??",,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401151,3.0,0.0,0.0,0.0,0.5,neutral,0.997349500656128,fear,3.0,tiktok_master,True,True,True
tiktok,comment,7649585012727139605_comment_17,🥰🥰🥰,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401154,1.0,0.0,0.0,0.0,0.8714138269424438,positive,0.5713794231414795,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_18,😁😁😁,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401158,0.0,0.0,0.0,0.0,0.8714138269424438,positive,0.5713794231414795,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_20,😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401164,0.0,0.0,0.0,0.0,0.8714138269424438,positive,0.5713794231414795,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_21,👍👍👍👍👍👍 ..,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401166,0.0,0.0,0.0,0.0,0.8187334269285201,positive,0.395778089761734,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_22,👍👍👍,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401169,0.0,0.0,0.0,0.0,0.8714138269424438,positive,0.5713794231414795,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_23,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401172,13.0,0.0,0.0,0.0,0.5,neutral,0.997161626815796,surprise,13.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_24,bukan dia penaung PKR,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401175,5.0,0.0,0.0,0.0,0.0936906829476356,negative,0.6876977235078812,love,5.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_25,bagaimana nasib SI rais dgn musibad,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401178,2.0,0.0,0.0,0.0,0.5,neutral,0.8489454388618469,sadness,2.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_26,Kita nak tungku nazzarudin,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401181,6.0,0.0,0.0,0.0,0.5,neutral,0.8456111550331116,love,6.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_27,[Sticker],,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401184,1.0,0.0,0.0,0.0,0.5,neutral,0.638904333114624,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_28,Tahniah Yam Tunku Zain Abidin,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401187,1.0,0.0,0.0,0.0,0.5,neutral,0.904688835144043,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_30,keadilan untuk tuanku mukhriz....undi pada prn nanti,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401193,3.0,0.0,0.0,0.0,0.0026078760623932,negative,0.9913070797920228,love,3.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_31,Daulat Tuanku ..,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401196,3.0,0.0,0.0,0.0,0.0622629582881927,negative,0.7924568057060242,love,3.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_32,Lah,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401199,1.0,0.0,0.0,0.0,0.866959848999977,positive,0.5565328299999237,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_33,Tahniah Tengku Zain,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401202,1.0,0.0,0.0,0.0,0.5,neutral,0.8728121519088745,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_34,1,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401205,3.0,0.0,0.0,0.0,0.899997118115425,positive,0.6666570603847504,no_clear_emotion,3.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_35,Poning den..,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401208,0.0,0.0,0.0,0.0,0.5,neutral,0.8171082139015198,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_36,Pewaris yg Berhak,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401212,4.0,0.0,0.0,0.0,0.5,neutral,0.8296948075294495,no_clear_emotion,4.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_37,Dah agak…,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401215,1.0,0.0,0.0,0.0,0.173472386598587,negative,0.4217587113380432,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_38,peningla macam ni,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401218,1.0,0.0,0.0,0.0,0.5,neutral,0.7593951225280762,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_39,Rezeki drp ALLAH,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401221,2.0,0.0,0.0,0.0,0.5,neutral,0.4924584329128265,love,2.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_40,Daulat Tuanku Mukriz 🙏🏻,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,positive,2026-06-11T16:35:06.401224,0.0,0.0,0.0,0.0,0.8450027137994766,positive,0.4833423793315887,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_41,Daulat Tuanku,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401227,0.0,0.0,0.0,0.0,0.1336236432194709,negative,0.5545878559350967,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_42,DAULAT TUANKU MUHRIZ,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401230,0.0,0.0,0.0,0.0,0.5,neutral,0.5706477761268616,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_43,Daulat tuanku,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,negative,2026-06-11T16:35:06.401233,1.0,0.0,0.0,0.0,0.1336236432194709,negative,0.5545878559350967,love,1.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_44,terbaik..🥰🥰🥰🥰🥰,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401236,0.0,0.0,0.0,0.0,0.5,neutral,0.5869859457015991,happy,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_45,Tahniah,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401239,0.0,0.0,0.0,0.0,0.5,neutral,0.6609756946563721,no_clear_emotion,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_46,pening,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401242,0.0,0.0,0.0,0.0,0.5,neutral,0.5643148422241211,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649585012727139605_comment_47,tahniah,,https://www.tiktok.com/@berita.ks/video/7649585012727139605,7649585012727139605,neutral,2026-06-11T16:35:06.401245,0.0,0.0,0.0,0.0,0.5,neutral,0.4563645422458648,no_clear_emotion,0.0,tiktok_master,False,False,False
tiktok,post,7649601520656321813,"KUALA LUMPUR, 10 Jun – Mahkamah Tinggi hari ini memerintahkan isteri kepada bekas Perdana Menteri, Datin Sri Rosmah Mansor membayar hampir RM67.5 juta kepada syarikat barangan kemas dari Lubnan, Global Royalty Trading SAL, selepas didapati bertanggungjawab terhadap kehilangan 43 barangan kemas bernilai AS$14.57 juta. 

Hakim Datuk Quay Chew Soon turut mengarahkan bayaran tersebut diselesaikan dalam tempoh sebulan dari tarikh penghakiman, selain memerintahkan Rosmah membayar kos RM150,000.

Dalam penghakimannya, Quay berkata mahkamah berpuas hati bahawa wujud kes prima facie yang menunjukkan Rosmah gagal memulangkan barangan kemas berkenaan kepada syarikat terbabit. 

Beliau turut mendapati Rosmah cuai selepas 43 daripada 44 barang kemas yang diserahkan kepadanya tidak dapat dikembalikan, sekali gus menjadikannya bertanggungjawab terhadap kerugian yang dialami plaintif.

Terdahulu, pada Mac 2023, Global Royalty memfailkan saman terhadap Rosmah dengan mendakwa beliau memberikan maklumat tidak benar bahawa kesemua barang kemas tersebut telah dirampas pihak berkuasa Malaysia di bawah Akta Pencegahan Pengubahan Wang Haram, Pencegahan Pembiayaan Keganasan dan Hasil Daripada Aktiviti Haram 2001. 

Syarikat berpangkalan di Beirut itu mendakwa hanya satu daripada 44 barang kemas berada dalam simpanan polis, manakala baki 43 lagi tidak berada dalam jagaan pihak berkuasa dan didakwa telah hilang.

Kredit: Bernama

#BeritaKS",https://www.tiktok.com/@berita.ks/video/7649601520656321813,,,negative,2026-06-11T16:35:06.401402,206.0,26.0,30.0,29800.0,0.0004814565181732,negative,0.9983951449394226,sadness,560.0,tiktok_master,False,False,False
tiktok,comment,7649601520656321813_comment_0,"tak faham.. kerjasama pas dgn bersatu berpecah dh. jadi, PN terdiri daripada parti apa",,https://www.tiktok.com/@berita.ks/video/7649601520656321813,7649601520656321813,negative,2026-06-11T16:35:07.066476,4.0,0.0,0.0,0.0,0.0307166129350662,negative,0.8976112902164459,fear,4.0,tiktok_master,True,True,True
tiktok,comment,7649601520656321813_comment_1,[Sticker] Pening arrr..,,https://www.tiktok.com/@berita.ks/video/7649601520656321813,7649601520656321813,neutral,2026-06-11T16:35:07.066502,0.0,0.0,0.0,0.0,0.5,neutral,0.9147176742553712,no_clear_emotion,0.0,tiktok_master,False,False,False
tiktok,comment,7649601520656321813_comment_2,So Hadi making decision for PAS and Shamsuri for PN..🤔… where is the sync?🤷🏽‍♂️,,https://www.tiktok.com/@berita.ks/video/7649601520656321813,7649601520656321813,neutral,2026-06-11T16:35:07.066507,0.0,0.0,0.0,0.0,0.5,neutral,0.7966606616973877,no_clear_emotion,0.0,tiktok_master,True,True,False
tiktok,comment,7649601520656321813_comment_3,aikk ingat ilang p hiking semenjak 2 menjak ni.. ada rupanya haha,,https://www.tiktok.com/@berita.ks/video/7649601520656321813,7649601520656321813,negative,2026-06-11T16:35:07.066510,0.0,0.0,0.0,0.0,0.0522241652011871,negative,0.8259194493293762,surprise,0.0,tiktok_master,False,False,False
tiktok,comment,7649601520656321813_comment_4,Terbaik Dr Sam 👍,,https://www.tiktok.com/@berita.ks/video/7649601520656321813,7649601520656321813,neutral,2026-06-11T16:35:07.066514,0.0,0.0,0.0,0.0,0.5,neutral,0.7720804810523987,love,0.0,tiktok_master,False,False,False
tiktok,comment,7649601520656321813_comment_5,terbaik dr sam....wlu pon aku ic 06 aku nyokong dr sam mengemudi pn dan mengemudi negara malaysia,,https://www.tiktok.com/@berita.ks/video/7649601520656321813,7649601520656321813,negative,2026-06-11T16:35:07.066517,5.0,0.0,0.0,0.0,0.001144140958786,negative,0.9961861968040466,love,5.0,tiktok_master,False,True,False
tiktok,comment,7649601520656321813_comment_6,betul ke,,https://www.tiktok.com/@berita.ks/video/7649601520656321813,7649601520656321813,neutral,2026-06-11T16:35:07.066520,0.0,0.0,0.0,0.0,0.5,neutral,0.4124554097652435,no_clear_emotion,0.0,tiktok_master,False,False,False
