Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,_source_batch,_source_file,engagement_score,crawl_source_file,crawl_batch
instagram,comment,18051158222787845,哇，“🚀讲信用” 你真敢讲。最没有信用就是你们,,https://www.instagram.com/p/DZxYsVqhg8f/,3923025350451662623,positive,2026-06-20 05:04:52+00:00,0,0,0,0,0.8797205209732055,0,,,positive,0.5990684032440186,multilingual,Unknown,surprise,0.0152881266549229,0.0611485242843627,0.0200814604759216,0.0338500067591667,0.196722999215126,0.4729320108890533,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17894732514354932,見到人說人話😢見到鬼說鬼話😂😂,,https://www.instagram.com/p/DZxYsVqhg8f/,3923025350451662623,negative,2026-06-20 04:32:44+00:00,0,0,0,0,0.1577338635921478,0,,,negative,0.4742204546928406,multilingual,Unknown,no_clear_emotion,0.0957342460751533,0.027219982817769,0.0439675636589527,0.0458473302423954,0.2248790860176086,0.0561555810272693,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,post,3919915859892182270,"𝐃𝐞𝐬𝐚 𝐏𝐞𝐦𝐚𝐧𝐠𝐤𝐢𝐧 𝐊𝐞𝐭𝐚𝐡𝐚𝐧𝐚𝐧 𝐍𝐞𝐠𝐚𝐫𝐚

Saya percaya desa yang memiliki sumber, bakat, usahawan dan komuniti yang kuat mampu menjadi pusat pertumbuhan baharu jika seluruh kekuatannya digerakkan secara tersusun dan berimpak tinggi.

Tahniah dan terima kasih kepada seluruh warga KKDW atas komitmen serta usaha berterusan dalam memastikan manfaat pembangunan sampai kepada rakyat di seluruh negara.

#HariPendidikKEMAS
#KEMAS #KKDW
#disinibermula",https://www.instagram.com/p/DZmVrS6Sxz-/,,,positive,2026-06-15 08:00:15+00:00,1253,0,24,0,0.9994091808795929,1277,,,positive,0.9980306029319764,malay,Malay/Bumiputera,happy,0.0402699746191501,0.0423037856817245,0.4667727351188659,0.0228565782308578,0.3060263693332672,0.0311207473278045,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18324521434257808,Banyak potensi desa yang boleh diketengahkan lagi.,,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:59:07+00:00,0,0,0,0,0.9978918194770812,0,,,positive,0.992972731590271,malay,Malay/Bumiputera,love,0.0561792068183422,0.0614975206553936,0.2174248844385147,0.0263343751430511,0.3368611633777618,0.0700309500098228,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18107241403981694,"Terbaik warga KKDW, terus berbakti.",,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:54:06+00:00,0,0,0,0,0.9993975043296812,0,,,positive,0.997991681098938,malay,Malay/Bumiputera,love,0.0365474931895732,0.0186100676655769,0.1432681530714035,0.0158942900598049,0.4760580360889435,0.0248982738703489,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17954408262170891,Semoga makin banyak kejayaan selepas ini.,,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:47:19+00:00,0,0,0,0,0.8931881874799728,0,,,positive,0.6439606249332428,multilingual,Unknown,happy,0.0285819023847579,0.0704646706581115,0.7340902090072632,0.0181079041212797,0.0985606983304023,0.0258369725197553,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18083503499646092,"Desa kuat, negara pun kuat.",,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:42:03+00:00,0,0,0,0,0.961883807182312,0,,,positive,0.87294602394104,multilingual,Unknown,happy,0.0357633605599403,0.0572863332927227,0.7346869111061096,0.0112819755449891,0.1018701940774917,0.0175573360174894,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18166889377439967,"Mantap, teruskan usaha untuk rakyat.",,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:36:59+00:00,0,0,0,0,0.9993992030620574,0,,,positive,0.9979973435401917,malay,Malay/Bumiputera,love,0.0401098020374774,0.0152423996478319,0.0990928262472152,0.02358303591609,0.7012097239494324,0.0175415240228176,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18397030876082879,"Mana lebih baik? PH or BN? Siapa yang paling moderate Undi siapa, PN is out, too extreme.",,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,negative,2026-06-16 05:20:16+00:00,0,0,0,0,0.0795050472021103,0,,,negative,0.7349831759929657,multilingual,Unknown,love,0.021358735859394,0.0067066778428852,0.0353188812732696,0.0116458721458911,0.453575849533081,0.0356858596205711,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18111974644900860,Moga lebih banyak kejayaan selepas ini.,,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:18:33+00:00,0,0,0,0,0.9280264526605606,0,,,positive,0.760088175535202,multilingual,Unknown,happy,0.0199635755270719,0.0556756146252155,0.8164669275283813,0.0119003066793084,0.0582960806787014,0.0197591502219438,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18118237210744651,"Tahniah KKDW, terbaik.",,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:14:15+00:00,0,0,0,0,0.9993980765342712,0,,,positive,0.9979935884475708,malay,Malay/Bumiputera,no_clear_emotion,0.0221358872950077,0.0309796705842018,0.2955708801746368,0.0128450011834502,0.2110757678747177,0.0464981012046337,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18083785085408354,Semoga desa terus berkembang.,,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:10:57+00:00,0,0,0,0,0.9666264578700066,0,,,positive,0.8887548595666885,multilingual,Unknown,love,0.2009975314140319,0.0445959977805614,0.0962129607796669,0.0244185402989387,0.3987375199794769,0.0176015738397836,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18175270720412841,Teruskan usaha yang baik.,,https://www.instagram.com/p/DZmVrS6Sxz-/,3919915859892182270,positive,2026-06-16 05:07:33+00:00,0,0,0,0,0.9982941150665284,0,,,positive,0.9943137168884276,malay,Malay/Bumiputera,no_clear_emotion,0.0758906975388526,0.0246980190277099,0.064800888299942,0.0240434259176254,0.2789920270442962,0.0229527093470096,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,post,3920605637470170659,"Setelah 44 tahun menunggu, penduduk Rumah Panjang Bukit Kiara akhirnya bakal menerima rumah ganti yang telah lama dijanjikan. 😭

Penduduk Rumah Panjang Bukit Kiara akhirnya bakal menerima rumah ganti yang dijanjikan sejak 44 tahun lalu, manakala Taman Rimba Kiara terus dipelihara sebagai kawasan hijau untuk generasi akan datang.💯

Selepas 44 tahun, janji akhirnya ditunaikan. ✅

#janjibuatkerja",https://www.instagram.com/p/DZoyg4Vza4j/,,,positive,2026-06-16 06:53:10+00:00,277,0,7,0,0.9993847906589508,284,,,positive,0.9979493021965028,malay,Malay/Bumiputera,happy,0.0368210710585117,0.1709631830453872,0.5048806667327881,0.0359575822949409,0.1703725606203079,0.0348257683217525,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18075211769318347,❤️❤️❤️,,https://www.instagram.com/p/DZoyg4Vza4j/,3920605637470170659,positive,2026-06-17 02:27:46+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1268708258867263,0.096756637096405,0.0908198803663253,0.0771423950791359,0.3650189638137817,0.0791163817048072,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17952967455172770,Congratulations YB and DSAI,,https://www.instagram.com/p/DZoyg4Vza4j/,3920605637470170659,positive,2026-06-16 21:07:02+00:00,0,0,0,0,0.989903736114502,0,,,positive,0.9663457870483398,english,Mixed/Urban,no_clear_emotion,0.023002952337265,0.0342522673308849,0.3468709290027618,0.0124135063961148,0.1159067302942276,0.0349408760666847,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18090773888578427,Assalam alhamdulillah,,https://www.instagram.com/p/DZoyg4Vza4j/,3920605637470170659,positive,2026-06-16 12:43:45+00:00,0,0,0,0,0.9173411667346952,0,,,positive,0.7244705557823181,english,Mixed/Urban,love,0.121854230761528,0.0284189209342002,0.0634554177522659,0.029986010864377,0.6103078126907349,0.0190869942307472,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18093268994363551,Why must say all that? Duhhh...,,https://www.instagram.com/p/DZoyg4Vza4j/,3920605637470170659,negative,2026-06-16 11:39:03+00:00,0,0,0,0,0.0546177864074707,0,,,negative,0.8179407119750977,english,Mixed/Urban,surprise,0.0405791625380516,0.0793248787522316,0.0243808422237634,0.1791639178991317,0.1021509543061256,0.3631113767623901,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18026417288839346,@joshijosh I knowww maa... schoolmates with YB worr... Subang Utama represent!,,https://www.instagram.com/p/DZoyg4Vza4j/,3920605637470170659,positive,2026-06-17 03:50:28+00:00,0,0,0,0,0.8614838778972626,0,,,positive,0.5382795929908752,english,Mixed/Urban,love,0.0421653315424919,0.0127487573772668,0.0366523005068302,0.0171742066740989,0.674690842628479,0.0171608179807662,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18378194800160489,@deepakdave definitely...,,https://www.instagram.com/p/DZoyg4Vza4j/,3920605637470170659,neutral,2026-06-17 07:47:55+00:00,1,0,0,0,0.5,1,,,neutral,0.7571716904640198,english,Mixed/Urban,love,0.0439267084002494,0.0191083680838346,0.0612288191914558,0.0112732490524649,0.7921055555343628,0.0164519939571619,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,post,3921281196940561617,"Meneruskan agenda di Port Dickson, saya berkesempatan menyempurnakan Majlis Penyerahan Bantuan Keceriaan Warga Emas di Balai Raya Kampung Segenting.

Alhamdulillah, program ini memberi manfaat kepada seramai 200 warga emas sebagai tanda penghargaan atas jasa, pengorbanan dan sumbangan mereka dalam membina keluarga, masyarakat serta negara sepanjang kehidupan mereka.

Golongan warga emas merupakan khazanah yang amat berharga. Pengalaman, nasihat dan kebijaksanaan yang dimiliki mereka menjadi panduan kepada generasi muda dalam meneruskan kehidupan dan pembangunan masyarakat.

Saya amat gembira dapat meluangkan masa beramah mesra serta bertanya khabar para penerima yang hadir. Melihat senyuman dan kegembiraan mereka sudah cukup memberikan kebahagiaan yang tersendiri.

Semoga bantuan yang disalurkan dapat menceriakan mereka dan sedikit sebanyak membantu dalam kehidupan seharian. Saya juga mendoakan agar seluruh warga emas sentiasa dikurniakan kesihatan yang baik, dipanjangkan usia dalam keberkatan serta terus menjadi sumber inspirasi kepada anak-anak dan cucu-cucu.

#BersihMuafakatSejahtera
#ProaktifMesraResponsif
#DemiNogori",https://www.instagram.com/p/DZrMHkID4zR/,,,positive,2026-06-17 05:12:47+00:00,-1,0,0,0,0.9993666231632232,-1,,,positive,0.9978887438774108,malay,Malay/Bumiputera,happy,0.0191126503050327,0.0395879298448562,0.7385088205337524,0.0188306309282779,0.0947251692414283,0.0298437755554914,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18083285897175506,Tolak dapigggg,,https://www.instagram.com/p/DZU7MoDypyk/,3915014328482962596,neutral,2026-06-19 20:15:14+00:00,0,0,0,0,0.5,0,,,neutral,0.6859830021858215,english,Mixed/Urban,love,0.178044855594635,0.0792414098978042,0.1378852427005767,0.0517333447933197,0.3905405402183532,0.0402860306203365,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,post,3923394414704102007,"Warga Tiram yang saya kasihi, salam sejahtera. 😊

Saya, Nor Zulaila Abd Ghani, atau lebih mesra dipanggil Lily.

Terima kasih atas kepercayaan yang diberikan oleh parti kepada saya untuk menawarkan diri sebagai bakal calon Pakatan Harapan bagi kerusi Tiram dalam Pilihan Raya Negeri Johor ke-16. 

Saya merupakan anak jati Lenga, Muar. Selepas melanjutkan pengajian di Selangor, perjalanan saya dalam dunia politik dan khidmat masyarakat bermula. Sepanjang lebih 12 tahun, saya terlibat secara langsung dalam usaha pembangunan masyarakat di peringkat Parlimen, Negeri dan Pihak Berkuasa Tempatan.

Pengalaman ini memberi peluang kepada saya untuk melihat sendiri bagaimana dasar yang baik dan tadbir urus yang berkesan mampu membawa perubahan serta meningkatkan kesejahteraan rakyat.

Sepanjang lapan tahun memegang amanah sebagai Ahli Majlis, saya sentiasa berusaha memberikan yang terbaik, sambil menyimpan hasrat untuk suatu hari nanti kembali menyumbang kepada negeri kelahiran saya.

Hari ini, saya bersedia untuk Johor.

Marilah kita bersama-sama membina Johor yang menjunjung demokrasi, mengamalkan tadbir urus yang baik, memacu kemajuan dan menghormati kepelbagaian yang menjadi kekuatan kita.

Johor berhak mendapat yang terbaik. Dan saya percaya, bersama-sama kita mampu merealisasikannya.

#N40Tiram #HARAPAN #NorZulaila",https://www.instagram.com/p/DZysm7iMIp3/,,,positive,2026-06-20 03:14:25+00:00,251,0,10,0,0.9994099676609038,261,,,positive,0.9980332255363464,malay,Malay/Bumiputera,love,0.0301753394305706,0.0201909728348255,0.0844936966896057,0.0247718561440706,0.7872014045715332,0.018163364380598,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18106432196596670,👍,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 17:03:18+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1540212035179138,0.0641141757369041,0.0748680233955383,0.0393709018826484,0.404446929693222,0.0380114316940307,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18107529764055455,good luck lily 🤲,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 15:13:28+00:00,0,0,0,0,0.9904366731643676,0,,,positive,0.9681222438812256,english,Mixed/Urban,no_clear_emotion,0.0684701055288314,0.0715487673878669,0.327429860830307,0.0233564898371696,0.1281483769416809,0.0188159383833408,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18101071898175444,MashaAllah all the best Lily! @zulaila_lily,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 13:34:31+00:00,0,0,0,0,0.9946218490600583,0,,,positive,0.9820728302001952,english,Mixed/Urban,love,0.0296087618917226,0.0393073186278343,0.2171122729778289,0.0200825333595275,0.6267074942588806,0.0243180431425571,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18394971091095810,🚀🚀🚀🚀🚀,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 10:18:37+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.117048293352127,0.0655702874064445,0.0973637327551841,0.0585403405129909,0.4149850010871887,0.0498229712247848,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18055850894753684,insya Allah..semoga Allah permudahkan urusan utk memenangi masa prn nti..undi PH utk puan lily😍,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 06:46:23+00:00,6,0,0,0,0.999391621351242,6,,,positive,0.9979720711708068,malay,Malay/Bumiputera,happy,0.0451587550342083,0.1954254060983657,0.4173051416873932,0.0184061545878648,0.1348849385976791,0.0374945029616355,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17931782796321966,😍😍fly high lily. May Allah ease❤️,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 06:40:33+00:00,2,0,0,0,0.9950690627098082,2,,,positive,0.9835635423660278,english,Mixed/Urban,love,0.0512618497014045,0.049179870635271,0.1684921532869339,0.0306311137974262,0.6531762480735779,0.0225998554378747,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18083823533168740,Selamat Maju Jaya di Tiram!,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 06:25:05+00:00,2,0,0,0,0.871074491739273,2,,,positive,0.5702483057975769,english,Mixed/Urban,happy,0.0659445002675056,0.0572363398969173,0.595063328742981,0.0253233276307582,0.145833358168602,0.0233594197779893,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17904902730441429,May the force be with you Puan Lily. PH 🚀,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 05:29:34+00:00,2,0,0,0,0.9855486690998077,2,,,positive,0.9518288969993592,english,Mixed/Urban,happy,0.0397602953016757,0.0920037478208541,0.4205203056335449,0.0410255007445812,0.3269262313842773,0.0470446608960628,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18325174612256130,Selamat maju jaya Lily.,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,neutral,2026-06-20 04:29:01+00:00,0,0,0,0,0.5,0,,,neutral,0.7283082008361816,english,Mixed/Urban,no_clear_emotion,0.0776047781109809,0.0808278694748878,0.1912242025136947,0.032653909176588,0.2179136127233505,0.0336789041757583,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18126255763711083,Moga dimudahkan urusan Lily & diberi kemenangan untuk HARAPAN👏🏽❤️,,https://www.instagram.com/p/DZysm7iMIp3/,3923394414704102007,positive,2026-06-20 03:38:58+00:00,0,0,0,0,0.9177637130022048,0,,,positive,0.725879043340683,multilingual,Unknown,happy,0.038635354489088,0.0932568684220314,0.6396707892417908,0.020040975883603,0.168450728058815,0.0174005534499883,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,post,3920680568644171604,"Selamat hari bapa buat semua bapa-bapa hebat di luar sana! 😍

Semoga anda dapat meluangkan masa yang berharga di samping keluarga🥰💪",https://www.instagram.com/p/DZpDjRbz_dU/,,,positive,2026-06-21 00:00:05+00:00,6,0,0,0,0.9994098603725432,6,,,positive,0.9980328679084778,malay,Malay/Bumiputera,happy,0.0214665085077285,0.0237336568534374,0.8252176642417908,0.0109930103644728,0.080477736890316,0.0115516120567917,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,post,3921806237344039471,"Kepada Allah kita berserah.

Assalamualaikum WBT dan Selamat Pagi Semua.

Semoga dipermudahkan segala urusan dan sentiasa dirahmati Allah SWT. ❤️💙

#KepadaAllahKitaBerserah
#SemarakSubuhJohor 
#MajuJohor",https://www.instagram.com/p/DZtDf6GzYIv/,,,positive,2026-06-17 22:36:05+00:00,-1,0,11,0,0.9994059443473816,10,,,positive,0.998019814491272,malay,Malay/Bumiputera,happy,0.0791776627302169,0.1580497920513153,0.3805664181709289,0.0505213737487793,0.2130738943815231,0.0317990742623806,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18136095253519296,🔥👏,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,positive,2026-06-20 18:29:58+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.168155089020729,0.0425242632627487,0.0998437404632568,0.0256798155605793,0.3497401177883148,0.0231424197554588,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18454538899113717,kepada Allah berserah..,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,neutral,2026-06-20 11:37:43+00:00,0,0,0,0,0.5,0,,,neutral,0.978756308555603,malay,Malay/Bumiputera,no_clear_emotion,0.0940809622406959,0.0364641100168228,0.0893417969346046,0.0314369462430477,0.2104809731245041,0.0273017827421426,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17955009140983920,Salam semarak subuh #PKu10,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,negative,2026-06-20 03:42:21+00:00,0,0,0,0,0.145131079852581,0,,,negative,0.5162297338247299,multilingual,Unknown,no_clear_emotion,0.0300687327980995,0.0142472898587584,0.0292041637003421,0.0209031570702791,0.1875067949295044,0.0208580438047647,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18094106507359909,❤️❤️❤️😍😍,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,positive,2026-06-19 01:45:20+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1007092893123626,0.0803700610995292,0.0534443333745002,0.1094798594713211,0.5582237243652344,0.0443113036453723,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18320173540275306,"Alhamdulillah..
Aamiin YRA..",,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,positive,2026-06-19 01:34:45+00:00,0,0,0,0,0.9537649214267728,0,,,positive,0.8458830714225769,english,Mixed/Urban,no_clear_emotion,0.0358422398567199,0.0891435071825981,0.1581742167472839,0.0392663367092609,0.2509790360927582,0.0834529995918273,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17931263199308080,🤲❤️💙,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,positive,2026-06-18 22:24:41+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.161673903465271,0.0721721723675727,0.0822534337639808,0.0460765808820724,0.4218619763851166,0.029191754758358,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18409919533149567,❤️💙,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,positive,2026-06-18 06:19:47+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.1633350998163223,0.1188218370079994,0.1090081110596656,0.0850237235426902,0.2317750453948974,0.1129588708281517,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,17902227933450509,Alhamdulillah semoga Allah mempermudahkan segala urusan Dato,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,positive,2026-06-18 02:55:53+00:00,0,0,0,0,0.9592603653669356,0,,,positive,0.8642012178897858,multilingual,Unknown,happy,0.0324449688196182,0.1312932670116424,0.7004921436309814,0.0167013071477413,0.0688284933567047,0.020900186151266,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
instagram,comment,18115098625884477,🤲❤️💙,,https://www.instagram.com/p/DZtDf6GzYIv/,3921806237344039471,positive,2026-06-18 01:01:14+00:00,0,0,0,0,0.8714138269424438,0,,,positive,0.5713794231414795,multilingual,Unknown,love,0.161673903465271,0.0721721723675727,0.0822534337639808,0.0460765808820724,0.4218619763851166,0.029191754758358,Batch 1 — parti/pemimpin,Combined_facebook_instagram_linkedin_threads_tiktok_x_youtu_20260621_104726.csv,,PRN_Johor_N9_master_20260621_185219.csv,master_base
