Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,author,author_followers
instagram,post,3727198685576249466,"🚨 INFO TERKINI SUBSIDI MINYAK!🚨 

Jangan terlepas peluang penjimatan setiap kali isi minyak! ⛽️💸

Mulai 30 September 2025, semua rakyat Malaysia boleh menikmati minyak harga bersubsidi dengan harga serendah:
 
🔥 RM1.99/liter (warganegara) 
🚫 RM2.60/liter (bukan warganegara)

👉 Had subsidi: 300 liter sebulan 
✅ Syarat: 
1. Ada MyKad 
2. Ada lesen memandu Malaysia yang sah

📅 Tarikh mula tebus subsidi:
👮‍♂️ 27/9: Polis & Tentera 
🧾 28/9: Penerima STR 
🧑‍🤝‍🧑 30/9: Untuk semua warganegara Malaysia

🛠 Cara tebus: 
1. Terminal pam minyak (menggunakan kad bank) 
2. Di kaunter 
3. Apps Touch ‘n Go / Setel

📣 Jangan lepaskan hak anda. Pastikan membawa dokumen yang lengkap semasa isi minyak & isi minyak dengan bijak 💪🇲🇾

#SubsidiMinyak #BantuRakyat #IsiMinyakJimat 
#RakyatDidahulukan #HargaIstimewaWarganegara",https://www.instagram.com/p/DO5q3T9E0B6/,negative,2025-09-22 10:25:29+00:00,0,0,0,0,0.0006255447864532693,0,0.0,negative,0.9979148507118225,malay,Malay/Bumiputera,no_clear_emotion,0.056674774736166,0.04272707179188728,0.07152266055345535,0.04697231203317642,0.18136125802993774,0.08358316123485565,,
instagram,post,3726988006239732030,"Subsidi minyak lebih adil dah tiba! Mulai 30 Sept, BUDI95 beri setiap pemandu Malaysia 300L RON95 pada harga lebih rendah, transparan, sasar tepat, mudah!

#MalaysiaMADANI #MADANIbekerja #RancakkanMADANI #BUDI95 #RON95 #SubsidiMinyak",https://www.instagram.com/p/DO469hiD4E-/,positive,2025-09-22 03:26:54+00:00,0,0,0,0,0.9993850409984588,0,0.0,positive,0.9979501366615295,malay,Malay/Bumiputera,no_clear_emotion,0.04139069467782974,0.028704728931188583,0.22108030319213867,0.04035593569278717,0.26210540533065796,0.051209717988967896,,
instagram,post,3726291020213757196,"Ganti MyKad yang telah rosak bagi memudahkan pelbagai urusan harian seperti di bank, klinik, sekolah dan juga urusan bantuan kerajaan.

#nadipprkerinchi 
#subsidiminyak 
#mykad",https://www.instagram.com/p/DO2cfCtkaUM/,positive,2025-09-21 04:22:06+00:00,1,0,0,0,0.999361491203308,1,1.0,positive,0.9978716373443604,malay,Malay/Bumiputera,anger,0.6819113492965698,0.06700390577316284,0.030203483998775482,0.06354591250419617,0.03539501503109932,0.02896054834127426,,
instagram,post,3725419376976835281,"SUBSIDI | Orang ramai diingatkan segera menyemak cip MyKad bagi memastikan ia berfungsi dengan baik sebelum pelaksanaan subsidi minyak RON95 secara bersasar tidak lama lagi.

#BuletinTV3 #MyKad #RON95 #SubsidiMinyak #Bersasar",https://www.instagram.com/p/DOzWS9sD7LR/,positive,2025-09-19 23:30:21+00:00,380,0,50,0,0.9993403017520903,430,530.0,positive,0.9978010058403015,malay,Malay/Bumiputera,no_clear_emotion,0.06582687050104141,0.18203040957450867,0.1405552625656128,0.03854946792125702,0.08215396851301193,0.08083336055278778,,
instagram,post,3695305490575563640,"🇲🇾 KESAN HARGA MINYAK DUNIA TERHADAP EKONOMI RUMAH TANGGA

Minyak naik… bukan hanya terasa di stesen minyak. Tapi sampai ke dapur, bil elektrik dan dompet kita.

👨‍🔧 “Saya kerja bawa lori. Bila harga minyak naik, kos harian terus bertambah. Gaji tak naik, tapi susu anak, beras dan tambang semua naik. Saya terpaksa tukar kereta ke motor untuk jimat minyak.” – Azmi, 41 tahun (bukan nama sebenar)

⛽ Bila harga minyak mentah dunia naik, kos pengangkutan dan logistik meningkat. Akibatnya:
– Barang import lebih mahal
– Harga makanan naik
– Kos sara hidup makin menghimpit

📊 Menurut TradingEconomics, harga minyak pernah cecah USD127 setong (2022).

FOMCA pula melaporkan rakyat terkesan teruk bila kos logistik naik.

Contoh kesan harian:
🍚 Beras 10kg: Dari RM25 jadi RM35
🍼 Susu anak naik RM10 sebulan
🚗 RM50 isi minyak tak sampai separuh tangki

📌 Kenapa harga minyak dunia naik?
🛢️ Perang Rusia–Ukraine
🛢️ Pengurangan pengeluaran oleh OPEC+
🛢️ Spekulasi dan ketidaktentuan pasaran

(Sumber: Reuters, CNBC, Channel News Asia)

Negara seperti Malaysia masih beri subsidi RON95 — tapi itu juga gunakan dana negara. Kita tak mampu kawal harga dunia, tapi kita masih boleh kawal tindakan kita.

💡 Apa kita boleh buat?
✅ Susun bajet keluarga semula
✅ Guna pengangkutan awam bila boleh
✅ Jimat elektrik & air
✅ Guna apps banding harga (Setel, PriceCatch)
✅ Cari side income dari rumah

🌱 Hidup bukan tentang siapa paling senang, tapi siapa paling bijak menyesuaikan diri.

Kenaikan harga minyak bukan sekadar isu ekonomi — tapi ujian realiti buat semua keluarga.

Jangan terlalu ikut gaya hidup orang lain. Kita ikut kemampuan sendiri, dan bantu yang lain bila mampu.

📌 Kredit & Sumber:
TradingEconomics
FOMCA
Reuters
CNBC
The Edge Markets
Harian Metro

📎 Artikel ini ditulis untuk tujuan pendidikan & kesedaran. Semua sumber dikreditkan sepenuhnya kepada pihak asal.

⸻

#HargaMinyak#KosSaraHidup#KewanganKeluarga#MinyakNaikBarangNaik#RealitiHidup#BijakUrusWang#CeritaRakyat#IlmuKewangan#KisahBenar#KisahRakyat#SubsidiMinyak#TheEdgeMarkets#TradingEconomics#MalaysiaPrihatin#TindakanBijak#SideIncome#Fomca#InspirasiRakyat#EkonomiRumahTangga#EkonomiMalaysia",https://www.instagram.com/p/DNIXMPeTpt4/,negative,2025-08-09 10:19:23+00:00,0,0,0,0,0.0005075097084045188,0,0.0,negative,0.9983083009719849,malay,Malay/Bumiputera,anger,0.33824142813682556,0.049690406769514084,0.023403940722346306,0.27601879835128784,0.10611532628536224,0.03143998235464096,,
instagram,post,3684524635074311958,"Pakar ekonomi menegur cara pemberian SARA RM100 dan subsidi petrol RON95 yang diumumkan kerajaan baru-baru ini, mengatakan memberi kepada orang tidak memerlukan bukan keadilan sosial.

Bekas penasihat kepada perdana menteri terdahulu, Muhammed Abdul Khalid, berkata cara lebih baik adalah menyalurkan peruntukan ke tempat yang betul.

Mengambil contoh bantuan RM100 kepada semua rakyat berumur 18 tahun ke atas, Khalid berkata penerima SARA sedia ada akan terima tambahan sebanyak hampir RM400 jika peruntukan RM2 bilion berkenaan disalurkan hanya kepada mereka

🔗 Untuk laporan lanjut, klik pautan di profil kami atau layari Lumi News. 

#BeritaFMT #Explore #Explorepage #SubsidiMinyak #RON95TurunHarga
#SaraRM100",https://www.instagram.com/p/DMiD6JXx7cW/,negative,2025-07-25 13:19:45+00:00,109,0,7,0,0.0760720431804657,116,130.0,negative,0.746426522731781,malay,Malay/Bumiputera,anger,0.3982750177383423,0.08667232096195221,0.07575496286153793,0.0569731779396534,0.12721744179725647,0.03566382825374603,,
instagram,post,3682854230168222445,"🇲🇾 TERKINI: PM UMUM 3 BERITA GEMBIRA UNTUK RAKYAT

🎉 1. Cuti Tambahan 15 September 2025

PM umum cuti khas pada Isnin, 15 Sept, sempena Hari Malaysia.

Rakyat dapat rehat panjang dan peluang bercuti bersama keluarga. Terima kasih PM!

———

💸 2. RM100 Untuk Semua Rakyat 18 Tahun Ke Atas

Semua rakyat Malaysia berumur 18 tahun ke atas akan terima bantuan tunai RM100, dimasukkan terus ke MyKad.

Bantuan kecil tapi sangat bermakna di saat kos sara hidup makin mencabar.

———

⛽ 3. Penyasaran subsidi RON 95. Harga miyak diturunkan kepada RM1.99 seliter.

Kerajaan akan laksana subsidi bersasar supaya golongan berpendapatan rendah & sederhana terus nikmati harga subsidi.

Langkah ini bantu pastikan keadilan, dan kekal jaga rakyat terbanyak.

⸻

👏 Syabas & terima kasih YAB Perdana Menteri atas keprihatinan kepada rakyat.

⸻

 #BeritaBaik #PMMalaysia #CutiTambahan #SumbanganRM100 #SubsidiMinyak #MyKad #TerimaKasihPM #MalaysiaPrihatin",https://www.instagram.com/p/DMcIGjkuLrt/,negative,2025-07-23 06:00:58+00:00,0,0,0,0,0.013367468118667625,0,0.0,negative,0.9554417729377747,malay,Malay/Bumiputera,love,0.11667754501104355,0.04878474026918411,0.12171192467212677,0.06565723568201065,0.30620908737182617,0.035943519324064255,,
instagram,post,3656820289377891330,"Kerajaan akan memberi keutamaan kepada pelaksanaan rasionalisasi subsidi petrol RON95 tahun ini sebelum memperkenalkan cukai karbon pada 2026, kata Menteri Kewangan II, Datuk Seri Amir Hamzah Azizan.

Berita penuh di IG Story

#RON95 #subsidiminyak #mediatelus",https://www.instagram.com/p/DK_oq2zz3QC/,positive,2025-06-17 07:56:10+00:00,2,0,0,0,0.9362181961536407,2,2.0,positive,0.7873939871788025,malay,Malay/Bumiputera,no_clear_emotion,0.13703326880931854,0.04302917793393135,0.16897016763687134,0.029085377231240273,0.1618390828371048,0.03247127681970596,,
instagram,post,3650868149525282728,"Isu kekurangan minyak masak subsidi pek 1kg kembali menjadi perhatian apabila pengguna di Lembah Klang dan Kelantan melaporkan kesukaran mendapatkan bekalan di pasaran tempatan, manakala minyak yang sama didapati dijual secara terbuka di Golok, Thailand.

Tinjauan di Petaling Jaya dan Puchong mendapati kedai runcit hanya menerima stok dua kali seminggu, dan bekalan sering habis dalam masa sejam. 

Di Kota Bharu dan Machang pula, ada pengguna yang terpaksa membeli pada harga melebihi RM2.50, iaitu harga kawalan ditetapkan kerajaan.

Sebaliknya, di Rantau Panjang dan Golok, minyak subsidi Malaysia mudah didapati dan dijual pada harga RM6 hingga RM7 sepeket atau sekitar RM95 sekotak. 

Pengguna dari Thailand pula menganggap produk itu murah dan berkualiti.

Situasi ini menimbulkan persoalan tentang keberkesanan pengawasan bekalan subsidi dan sejauh mana ketirisan berlaku di sempadan. 

Walaupun kerajaan memaklumkan sebanyak 134 pangkalan haram telah ditutup sejak 2022, penyeludupan minyak subsidi masih berleluasa.

Pihak berkuasa digesa memperketat kawalan dan meneliti semula rantaian pengedaran minyak subsidi bagi memastikan bantuan kerajaan sampai kepada rakyat yang layak.

#NaraViral #NaraTrending #trendingnewsmalaysia  #sembangentertainment #minyakpaket #subsidiminyak",https://www.instagram.com/p/DKqfT0mPf-o/,negative,2025-06-09 02:50:20+00:00,38,0,3,0,0.0005169868469238059,41,47.0,negative,0.9982767105102539,malay,Malay/Bumiputera,no_clear_emotion,0.24031732976436615,0.15696308016777039,0.04113105684518814,0.10777471214532852,0.13466106355190277,0.07212334871292114,,
instagram,post,3639975005324079709,"Elok sangat kalau subsidi disalur betul-betul pada yang layak.

Artikel penuh, klik link di BIO

#AnwarIbrahim #RON95 #SubsidiMinyak #HargaPetrol",https://www.instagram.com/p/DKDyftfpHJd/,negative,2025-05-25 02:07:36+00:00,354,0,71,0,0.009429949522018422,425,567.0,negative,0.9685668349266052,malay,Malay/Bumiputera,love,0.07081224769353867,0.0257625300437212,0.1020941361784935,0.02890424244105816,0.5454457402229309,0.033052925020456314,,
instagram,post,3476185161266652135,"Kejatuhan harga minyak membuka ruang untuk kerajaan melaksanakan pelan subsidi bahan api bersasar, menurut seorang pakar ekonomi.

Yeah Kim Leng dari Sunway University berkata peralihan daripada subsidi pukal kepada subsidi bersasar termasuk untuk petrol RON95, akan membolehkan kerajaan menjimatkan dana seterusnya dialihkan kepada bidang penting.

🔗 Untuk laporan lanjut, klik pautan di profil kami. 

#BeritaFMT #FMTNews #Explore #Explorepage #HargaMinyak #Minyak #SubsidiMinyak",https://www.instagram.com/p/DA94_yOyGPn/,positive,2024-10-11 02:26:25+00:00,355,0,0,0,0.9992978692054748,355,355.0,positive,0.9976595640182495,malay,Malay/Bumiputera,no_clear_emotion,0.0627141147851944,0.034414324909448624,0.2092786431312561,0.03554718196392059,0.23302620649337769,0.04992174357175827,,
instagram,post,3445216498193781536,"Kerajaan tidak bercadang memperkenalkan cukai kepenggunaan yang menyeluruh, terutamanya Cukai Barang dan Perkhidmatan (GST) sebagai alternatif untuk menghapuskan subsidi petrol RON95 - Menteri Komunikasi @fahmifadzil.1

#GST #RON95 #subsidi #subsidiminyak #subsidipetrol #MalaysiaMADANI #KLCeria #CMSWPKL

@anwaribrahim_my @dsamirhamzah @mof_malaysia @armizan_official @fuziah_salleh @kpdnhep",https://www.instagram.com/p/C_P3ibNJ9Mg/,positive,2024-08-29 08:57:12+00:00,14,0,0,0,0.9976994156837462,14,14.0,positive,0.9923313856124878,malay,Malay/Bumiputera,anger,0.48602354526519775,0.16183887422084808,0.05218967795372009,0.05292430892586708,0.06450255960226059,0.03978870064020157,,
instagram,post,3440925848348079357,"⛽𝗧𝗔𝗥𝗜𝗞𝗛 𝗣𝗘𝗠𝗕𝗔𝗬𝗔𝗥𝗔𝗡 𝗕𝗔𝗡𝗧𝗨𝗔𝗡 𝗧𝗨𝗡𝗔𝗜 𝗥𝗠𝟮𝟬𝟬 𝗕𝗨𝗗𝗜 𝗠𝗔𝗗𝗔𝗡𝗜 𝗕𝗔𝗚𝗜 𝗧𝗔𝗛𝗨𝗡 𝟮𝟬𝟮𝟰 

Bagi yang belum memohon, anda boleh semak kelayakan dan daftar hari ini! Permohonan dibuka sepanjang tahun dan tiada tarikh tutup.

Layari portal BUDI MADANI di https://budimadani.gov.my

#BUDI #BUDIMADANI #diesel #subsidi #subsidiminyak #subsididiesel #hargadiesel #RasionalisasiSubsidi #subsididieselbersasar #MalaysiaMADANI #DemiRakyat #DemiPertiwi #KLCeria #CMSWPKL

@anwaribrahim_my @dsamirhamzah @mof_malaysia @fahmifadzil.1 @teonieching @armizan_official @fuziah_salleh @kpdnhep @risdamalaysia_hq @kpkmmalaysia @mydoa_hq",https://www.instagram.com/p/C_An9QJPzT9/,neutral,2024-08-23 10:52:27+00:00,13,0,2,0,0.5,15,19.0,neutral,0.9783501625061035,malay,Malay/Bumiputera,no_clear_emotion,0.04700164869427681,0.05496642738580704,0.05351816862821579,0.03307218849658966,0.21479123830795288,0.09013323485851288,,
instagram,post,3440659714601127717,"RASIONALISASI subsidi minyak yang dirancang negara bakal mencorakkan landskap tenaga dan dijangka mempercepatkan peralihan penerimaan kenderaan elektrik di kalangan pengguna. 

Dengan penarikan subsidi diesel dan seterusnya petrol, kenderaan elektrik menjadi pilihan yang semakin menarik dan bakal menyumbang kepada pengangkutan lestari dan inovasi dalam sektor automotif negara.

Baru-baru ini, program rasionalisasi subsidi yang dijalankan menginjak naik harga runcit bagi diesel yang sebelum ini sekitar RM2.15 seliter kepada kenaikan hampir 40% menghampiri harga pasaran dunia.

#SubsidiMinyak #EV

Berita lanjut layari www.malaysiagazette.com",https://www.instagram.com/p/C-_rcfxzA8l/,positive,2024-08-23 02:03:41+00:00,24,0,2,0,0.9994121849536894,26,30.0,positive,0.9980406165122986,malay,Malay/Bumiputera,happy,0.033630840480327606,0.039360031485557556,0.42418891191482544,0.024108020588755608,0.17329032719135284,0.05730044096708298,,
instagram,post,3440089675267211648,"Wanita UMNO mencadangkan supaya kerajaan melakukan kajian menyeluruh berhubung pelaksanaan rasionalisasi subsidi.

Ketuanya, Datuk Seri Noraini Ahmad berkata, pendekatan yang berhemah dan berperingkat secara holistik perlu diambil kira bukan sahaja demi bantuan jangka pendek kepada rakyat malah dalam masa yang sama menamatkan kitaran kemiskinan secara total.

#malaysiagazette
#UMNO
#PAU2024
#Subsidiminyak

Berita lanjut layari www.malaysiagazette.com",https://www.instagram.com/p/C-9p1VRyoGA/,positive,2024-08-22 07:11:07+00:00,63,0,1,0,0.9992917537689208,64,66.0,positive,0.9976391792297363,malay,Malay/Bumiputera,no_clear_emotion,0.16034500300884247,0.03698417544364929,0.12944984436035156,0.05362147092819214,0.22458739578723907,0.035274773836135864,,
instagram,post,3439978918829282248,"PENURUNAN HARGA RUNCIT DIESEL DI MALAYSIA

Harga runcit diesel di Malaysia mengalami penurunan buat minggu ketiga berturut-turut dan ditetapkan pada RM3.23 seliter berkuat kuasa mulai tengah malam ini hingga 28 Ogos.

Pengurangan sebanyak 2 sen ini berdasarkan perubahan harga pasaran minyak dunia, sementara harga runcit petrol RON97 dan RON95 kekal pada kadar RM3.47 dan RM2.05 seliter. 

Manakala bagi Sabah, Sarawak dan Labuan, harga Diesel kekal pada kadar RM2.15 seliter dan Kerajaan akan terus memantau nilai pasaran bahan bakar tersebut untuk disesuaikan dengan harga runcit semasa. 

#MyCommunitynews
#MCN
#SubsidiMinyak
#EkonomiMalaysia
#KementerianKewangan",https://www.instagram.com/p/C-9QpnTptPI/,neutral,2024-08-22 03:31:04+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9977195858955383,malay,Malay/Bumiputera,no_clear_emotion,0.04440203681588173,0.030454404652118683,0.017913134768605232,0.05166244879364967,0.020054031163454056,0.08315550535917282,,
instagram,post,3439978884595306900,"PENURUNAN HARGA RUNCIT DIESEL DI MALAYSIA

Harga runcit diesel di Malaysia mengalami penurunan buat minggu ketiga berturut-turut dan ditetapkan pada RM3.23 seliter berkuat kuasa mulai tengah malam ini hingga 28 Ogos.

Pengurangan sebanyak 2 sen ini berdasarkan perubahan harga pasaran minyak dunia, sementara harga runcit petrol RON97 dan RON95 kekal pada kadar RM3.47 dan RM2.05 seliter. 

Manakala bagi Sabah, Sarawak dan Labuan, harga Diesel kekal pada kadar RM2.15 seliter dan Kerajaan akan terus memantau nilai pasaran bahan bakar tersebut untuk disesuaikan dengan harga runcit semasa. 

#MyCommunitynews
#MCN
#SubsidiMinyak
#EkonomiMalaysia
#KementerianKewangan",https://www.instagram.com/p/C-9QpHbJdGU/,neutral,2024-08-22 03:31:00+00:00,2,0,0,0,0.5,2,2.0,neutral,0.9977195858955383,malay,Malay/Bumiputera,no_clear_emotion,0.04440203681588173,0.030454404652118683,0.017913134768605232,0.05166244879364967,0.020054031163454056,0.08315550535917282,,
instagram,post,3439960267918411478,"PENURUNAN HARGA RUNCIT DIESEL DI MALAYSIA

Harga runcit diesel di Malaysia mengalami penurunan buat minggu ketiga berturut-turut dan ditetapkan pada RM3.23 seliter berkuat kuasa mulai tengah malam ini hingga 28 Ogos.

Pengurangan sebanyak 2 sen ini berdasarkan perubahan harga pasaran minyak dunia, sementara harga runcit petrol RON97 dan RON95 kekal pada kadar RM3.47 dan RM2.05 seliter. 

Manakala bagi Sabah, Sarawak dan Labuan, harga Diesel kekal pada kadar RM2.15 seliter dan Kerajaan akan terus memantau nilai pasaran bahan bakar tersebut untuk disesuaikan dengan harga runcit semasa. 

#MyCommunitynews
#MCN
#SubsidiMinyak
#EkonomiMalaysia
#KementerianKewangan",https://www.instagram.com/p/C-9MaNSvAbW/,neutral,2024-08-22 02:54:01+00:00,39,0,0,0,0.5,39,39.0,neutral,0.9977195858955383,malay,Malay/Bumiputera,no_clear_emotion,0.04440203681588173,0.030454404652118683,0.017913134768605232,0.05166244879364967,0.020054031163454056,0.08315550535917282,,
instagram,post,3428398821856782137,"⛽💸BANTUAN TUNAI BUDI MADANI BAGI BULAN OGOS 2024 AKAN DISALURKAN MULAI 7 OGOS 72024

Bagi permohonan baharu dan rayuan yang telah diluluskan pada bulan Julai 2024, anda akan menerima bantuan tunai mulai 7 Ogos 2024.

Bagi rakyat Malaysia yang masih belum memohon bantuan tunai BUDI MADANI, boleh layari  https://budimadani.gov.my untuk semak kelayakan dan permohonan.

#BUDI #BUDIMADANI #diesel #subsidi #subsidiminyak #subsididiesel #RasionalisasiSubsidi #MalaysiaMADANI #DemiRakyat #DemiPertiwi #KLCeria #CMSWPKL

@anwaribrahim_my @dsamirhamzah @mof_malaysia @armizan_official @fuziah_salleh @kpdnhep @fahmifadzil.1 @teonieching @mohamadsabu_official @kpkmmalaysia @joharighaniofficial @mykomoditi @mydoa_hq @risdamalaysia_hq",https://www.instagram.com/p/C-UHpBlJCc5/,positive,2024-08-06 04:03:29+00:00,19,0,0,0,0.9963695943355559,19,19.0,positive,0.9878986477851868,malay,Malay/Bumiputera,love,0.08136547356843948,0.14491382241249084,0.04825568199157715,0.0568709671497345,0.40577512979507446,0.13070306181907654,,
instagram,post,3423471354792849899,"BUDI MySubsidi Diesel tak lulus❓
Jangan risau...anda masih boleh buat rayuan  di https://mysubsidi.kpdn.gov.my/login 

#BUDI #BUDIMADANI #MySubsidiDiesel  #diesel #subsidi #subsidiminyak #subsididiesel #hargadiesel #RasionalisasiSubsidi #subsididieselbersasar #MalaysiaMADANI #DemiRakyat #DemiPertiwi #KLCeria #CMSWPKL

@anwaribrahim_my @armizan_official @fuziah_salleh @kpdnhep @fahmifadzil.1 @teonieching @madani.my",https://www.instagram.com/p/C-CnQ8RJzHr/,negative,2024-07-30 08:53:29+00:00,21,0,1,0,0.01269480586051941,22,24.0,negative,0.9576839804649353,malay,Malay/Bumiputera,surprise,0.044766321778297424,0.2553229331970215,0.02306964062154293,0.07349059730768204,0.0473121702671051,0.46356016397476196,,
instagram,post,3412390032952934544,"Jualan diesel menunjukkan pengurangan 23 peratus atau RM6.5 juta liter sehari, manakala jualan diesel komersial pula meningkat sebanyak 4.8 juta liter sehari sejak langkah penyasaran subsidi bermula 10 Jun 2024 - Menteri Kewangan II, @dsamirhamzah

#diesel #subsidi #subsidiminyak #subsididiesel #hargadiesel #RasionalisasiSubsidi #subsididieselbersasar #MalaysiaMADANI #DemiRakyat #DemiPertiwi #KLCeria #CMSWPKL 

@anwaribrahim_my @mof_malaysia @fahmifadzil.1 @armizan_official @fuziah_salleh @kpdnhep",https://www.instagram.com/p/C9bPqfFPkCQ/,neutral,2024-07-15 01:56:53+00:00,26,0,2,0,0.5,28,32.0,neutral,0.9974013566970825,malay,Malay/Bumiputera,no_clear_emotion,0.03674892336130142,0.019882313907146454,0.06927470862865448,0.020453641191124916,0.1012275442481041,0.036419205367565155,,
instagram,post,3409768291902560568,"#REPOST @japenwpkl with @get__repost__app  𝗣𝗘𝗟𝗔𝗞𝗦𝗔𝗡𝗔𝗔𝗡 𝗦𝗨𝗕𝗦𝗜𝗗𝗜 𝗗𝗜𝗘𝗦𝗘𝗟 𝗕𝗘𝗥𝗦𝗔𝗦𝗔𝗥 : 𝗗𝗘𝗠𝗜 𝗥𝗔𝗞𝗬𝗔𝗧
Saksikan siaran langsung Influencer@JaPen eksklusif bersama YB Senator Datuk Seri Amir Hamzah Azizan, Menteri Kewangan II mengupas isu hangat mengenai pelaksanaan subsidi diesel secara bersasar pada hari Jumaat ini, 12 Julai 2024 jam 10.00 pagi.

#diesel #subsidi #subsidiminyak #subsididiesel #hargadiesel #RasionalisasiSubsidi #subsididieselbersasar #MalaysiaMADANI #DemiRakyat #DemiPertiwi #KLCeria #CMSWPKL

@dsamirhamzah @anwaribrahim_my @mof_malaysia @fahmifadzil.1 @teonieching @fauzimdisa @komunikasi_gov @julinajohan #repostandroid #repostw10",https://www.instagram.com/p/C9R7jIdPhk4/,negative,2024-07-11 11:07:57+00:00,12,0,0,0,0.08356773108243942,12,12.0,negative,0.7214408963918686,multilingual,Unknown,no_clear_emotion,0.09613803029060364,0.04612733796238899,0.11186812818050385,0.05079711973667145,0.19177043437957764,0.05325975641608238,,
instagram,post,3409707618793687358,"𝗣𝗘𝗟𝗔𝗞𝗦𝗔𝗡𝗔𝗔𝗡 𝗦𝗨𝗕𝗦𝗜𝗗𝗜 𝗗𝗜𝗘𝗦𝗘𝗟 𝗕𝗘𝗥𝗦𝗔𝗦𝗔𝗥 : 𝗗𝗘𝗠𝗜 𝗥𝗔𝗞𝗬𝗔𝗧
Saksikan Influencer@JaPen eksklusif bersama YB Senator Datuk Seri Amir Hamzah Azizan, Menteri Kewangan II mengupas isu hangat mengenai pelaksanaan subsidi diesel secara bersasar pada hari Jumaat ini, 12 Julai 2024 jam 10.00 pagi.

#diesel #subsidi #subsidiminyak #subsididiesel #hargadiesel #RasionalisasiSubsidi #subsididieselbersasar #MalaysiaMADANI #DemiRakyat #DemiPertiwi #KLCeria #CMSWPKL

@dsamirhamzah @anwaribrahim_my @mof_malaysia @fahmifadzil.1 @teonieching @fauzimdisa @komunikasi_gov @julinajohan",https://www.instagram.com/p/C9RtwOOJAk-/,neutral,2024-07-11 09:07:24+00:00,50,0,2,0,0.5,52,56.0,neutral,0.9974828362464905,malay,Malay/Bumiputera,no_clear_emotion,0.09558643400669098,0.04439739137887955,0.11651378124952316,0.04837477579712868,0.19452957808971405,0.049744877964258194,,
youtube,post,pQ-TodThiWk,"An alternative therapist was fined RM4,000 for spreading false information about the Budi MADANI RON95 initiative on Facebook.

SEPANG: An alternative treatment therapist was fined RM4,000 by the Sessions Court today after pleading guilty to spreading false information about the Budi MADANI RON95 (BUDI95) initiative on Facebook.

Read more: https://thesun.my/news/malaysia-news/...",https://www.youtube.com/watch?v=pQ-TodThiWk,negative,2026-05-22 08:00:09+00:00,0,0,0,152,0.13910300731658934,1,0.152,negative,0.5363233089447021,english,Mixed/Urban,sadness,0.24424098432064056,0.05224744603037834,0.039152927696704865,0.4717833399772644,0.05731350556015968,0.026773666962981224,,
youtube,post,-LputKE8vrk,"Cadangan mengecualikan golongan T20 daripada menikmati BUDI95 mencetuskan perbahasan mengenai keseimbangan antara reformasi fiskal, keadilan subsidi dan realiti kos sara hidup isi rumah bandar. Perbincangan turut meneliti sama ada klasifikasi pendapatan semata-mata mencukupi untuk menilai kemampuan rakyat, selain peranan sektor korporat dan perbankan dalam menyokong PMKS ketika tekanan aliran tunai semakin meningkat.

SUBSCRIBE now! @Astro Awani
https://www.youtube.com/c/astroawani?...

Berita lanjut di: http://grid.astroawani.com

Astro AWANI LIVE https://www.astroawani.com/video-terkini

Social Media:
FACEBOOK   / astroawani  
TWITTER   / 501awani  
INSTAGRAM   / 501awani  
TELEGRAM https://t.me/astroawani

#AWANInews",https://www.youtube.com/watch?v=-LputKE8vrk,positive,2026-05-21 04:53:11+00:00,3,0,1,262,0.8480721712112427,6,6.2620000000000005,positive,0.4935739040374756,multilingual,Unknown,no_clear_emotion,0.22888490557670593,0.13054154813289642,0.08799779415130615,0.05995641648769379,0.14393411576747894,0.050559304654598236,,
youtube,comment,UgwjedVj9L0uadRS5El4AaABAg,"T20 adalah mereka yang bergaji RM 12,000/bulan sehinggalah yang bergaji mungkin dalam RM 500,000.00 sebulan /unlimited. Mungkin saya salah.",,neutral,,1,0,0,0,0.5,100,,neutral,0.558740496635437,malay,Malay/Bumiputera,surprise,0.04282957315444946,0.0834425687789917,0.022922668606042862,0.0679246038198471,0.034179892390966415,0.5275430083274841,"{'id': 'UCcqY8YOFGm0V_m82qjbzMxw', 'name': '@mohdhazrimohkhambali8165', 'thumbnails': 'https://yt3.ggpht.com/ytc/AIdro_k7-mdpnkPPBCMplwlHaiQBTkqxwd36R2wpaoAIMEI=s88-c-k-c0x00ffffff-no-rj'}",0.0
youtube,post,9krMc0hc6_M,"#BernamaNews : The government will discuss increasing the BUDI95 quota limit to 250 litres for p-hailing food delivery riders during the National Economic Action Council meeting next Tuesday.

#digitalbernamatv #budi95 #anwaribrahim",https://www.youtube.com/watch?v=9krMc0hc6_M,neutral,2026-05-17 15:18:01+00:00,1,0,0,521,0.5,6,1.521,neutral,0.9448256492614746,english,Mixed/Urban,no_clear_emotion,0.05813756585121155,0.07200153917074203,0.27073490619659424,0.04378136992454529,0.14631697535514832,0.0586366169154644,,
