Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,video_url,media_type,derived_error
x,comment,2069064542152540331,"@rafiziramli Niceee
But we will vote PH yb..",,https://x.com/rafiziramli/status/2069052729365012912,2069052729365012912,positive,2026-06-22 14:26:42+00:00,1,0,0,0,0.8994394421577453,1,,Poli Pulse,0.0,positive,0.6647981405258179,english,Mixed/Urban,Unknown,0.25,love,0.044721655547618866,0.014016284607350826,0.03583809733390808,0.018058212473988533,0.7818971872329712,0.014376015402376652,,,
x,comment,2069056047902531686,@rafiziramli jikalau menang kesemua 15 pun tak boleh jadi kerajaan so macam mana sebagai adun pembangkang nak tolong/memajukan kawasan masing masing tanpa peruntukan dari kerajaan negeri?,,https://x.com/rafiziramli/status/2069052729365012912,2069052729365012912,negative,2026-06-22 13:52:57+00:00,0,0,0,0,0.0005094051361084206,0,,BenObs,0.0,negative,0.9983019828796387,malay,Malay/Bumiputera,Unknown,0.25,anger,0.3350326716899872,0.09584670513868332,0.04298848658800125,0.1345236897468567,0.18996044993400574,0.03055841289460659,,,
x,comment,2069084516950614165,"@rafiziramli Terbaik  BERSAMA. 
Di harapkan  BERSAMA akan mengemukakan calon² yang berkaliber, berpendidikan serta mempunyai halatuju yang jelas dalam memastikan perjuangan BERSAMA dapat di kecapi oleh semua rakyat &amp; yang paling janganlah yang dah lanjut usia serta kurang sihat.",,https://x.com/rafiziramli/status/2069052729365012912,2069052729365012912,positive,2026-06-22 15:46:05+00:00,0,0,0,0,0.9991128504276274,0,,Tok Jaks,0.0,positive,0.9970428347587585,malay,Malay/Bumiputera,Malay/Bumiputera,0.74,fear,0.13239437341690063,0.39772382378578186,0.04727590084075928,0.3064534366130829,0.0515022799372673,0.038582127541303635,,,
x,comment,2069079488500269450,@rafiziramli Rafizi dan Nik tak contestkah? Ujilah diri dahulu,,https://x.com/rafiziramli/status/2069052729365012912,2069052729365012912,negative,2026-06-22 15:26:06+00:00,0,0,0,0,0.115663281083107,0,,Muhd Kamal GS,0.0,negative,0.6144557297229767,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.72,surprise,0.03129599988460541,0.03894290700554848,0.01838056743144989,0.05002762749791145,0.28294312953948975,0.3113596439361572,,,
x,post,2068189217285706163,"Dua muka baru Pakatan Harapan bagi PRN Johor 2026 🚩:
Nor Zulaila binti Abd Ghani untuk DUN Tiram
Lee Wern Yiing untuk DUN Johor Jaya

Dengan pengalaman luas dalam gerak kerja kawasan dan penggubalan dasar, saya yakin mereka adalah pilihan terbaik bagi warga Tiram dan Johor Jaya. https://t.co/OLY8UcoVL1",https://x.com/LiewChinTong/status/2068189217285706163,,,positive,2026-06-20 04:28:29+00:00,50,7,9,12590,0.9993490636348723,191,103.59,,,positive,0.9978302121162415,malay,Malay/Bumiputera,Unknown,0.0,love,0.03806746378540993,0.02623954601585865,0.25128746032714844,0.020968187600374222,0.4197016656398773,0.03223418816924095,,,
x,comment,2068309272908435472,"@LiewChinTong 1 undi DAP = 1 kandang babi. 
Arahan Sultan Selangor pun DAP buat tak heran.. 
'No DAP People Happy'.",,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,neutral,2026-06-20 12:25:32+00:00,3,1,0,0,0.5,5,,◀️ Bhh M 🔶 rin DH ▶️,0.0,neutral,0.6594977378845215,english,Mixed/Urban,Unknown,0.25,happy,0.04349175840616226,0.03523055091500282,0.6246822476387024,0.015175498090684414,0.20111720263957977,0.026968713849782944,,,
x,comment,2068207128918069532,"@LiewChinTong Tiram, 70+ Melayu and 19 Cina. Calon Melayu diletakkan Dap. 70% Melayu nak undi siapa?  Sesuai undi calon Melayu dari Dap kerana Dap parti yg mendukung agenda Melayu dan Islam .
Pengundi2x Sabah sudah buktikan dalam PRN Sabah, Dap 0. https://t.co/MDquhVaVEu",,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,negative,2026-06-20 05:39:39+00:00,1,1,2,0,0.049059417843818676,9,,سلواڠ ملاءوت,0.0,negative,0.8364686071872711,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.85,love,0.05436690151691437,0.02700917422771454,0.06821434199810028,0.025773143395781517,0.39768630266189575,0.04433524236083031,,,
x,comment,2068292595114279401,@LiewChinTong Ingat macam mana marina Ibrahim dibuang begitu sahaja.,,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,neutral,2026-06-20 11:19:16+00:00,1,1,0,0,0.5,3,,!!,0.0,neutral,0.8565933704376221,english,Mixed/Urban,Unknown,0.0,love,0.09409873932600021,0.021518226712942123,0.030704110860824585,0.050405990332365036,0.6486155390739441,0.02245633490383625,,,
x,comment,2068278840049185244,@LiewChinTong Satu ekor pompuan mlyu untuk pancing undi seluruh johor  kata parti untuk semua......dap konpom kalah,,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,neutral,2026-06-20 10:24:36+00:00,0,1,2,0,0.5,8,,Rukunegara Pancasila,0.0,neutral,0.8501409888267517,english,Mixed/Urban,Unknown,0.25,no_clear_emotion,0.2868058979511261,0.04997057467699051,0.030766483396291733,0.033690277487039566,0.08427036553621292,0.02634686790406704,,,
x,comment,2068262646886146054,@LiewChinTong Jom ramai ramai kita pastikan zero DAP utk PRN Johor kalini....,,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,neutral,2026-06-20 09:20:16+00:00,0,1,0,0,0.5,2,,JK,0.0,neutral,0.8450509905815125,english,Mixed/Urban,Unknown,0.15,happy,0.03729692101478577,0.06639383733272552,0.5507729649543762,0.019194021821022034,0.2289673238992691,0.01823951117694378,,,
x,comment,2068271501951058386,@LiewChinTong Letak muka Melayu tak membantu pun di Tiram tu https://t.co/SNuqxtryqN,,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,neutral,2026-06-20 09:55:27+00:00,1,0,0,0,0.5,1,,Argentanius,0.0,neutral,0.8759764432907104,english,Mixed/Urban,Unknown,0.25,surprise,0.06544067710638046,0.3556421101093292,0.021022530272603035,0.06277050077915192,0.04283485934138298,0.36538198590278625,,,
x,comment,2068302155136852095,@LiewChinTong Memang syiall la kalau undi party ni..dapat minister pon buat classic restoration kat keretapi...,,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,negative,2026-06-20 11:57:15+00:00,0,0,0,0,0.0005013048648834229,0,,DuaEmpat Homestay || Johor Bahru,0.0,negative,0.9983289837837219,malay,Malay/Bumiputera,Unknown,0.25,love,0.02913661114871502,0.033882591873407364,0.07126867771148682,0.01775488071143627,0.6689051389694214,0.049954965710639954,,,
x,comment,2068567883794575419,@LiewChinTong PRU  &amp; PRN kasi bungkus kaum Melayu Barua komunis !!!,,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,neutral,2026-06-21 05:33:10+00:00,0,0,0,0,0.5,0,,ShahCassem,0.0,neutral,0.7859264016151428,english,Mixed/Urban,Unknown,0.25,no_clear_emotion,0.054929085075855255,0.016188938170671463,0.0563126876950264,0.02584427408874035,0.40938135981559753,0.022386867552995682,,,
x,comment,2068316668968009906,@LiewChinTong Muka muka yg bakal dapat telur,,https://x.com/LiewChinTong/status/2068189217285706163,2068189217285706163,neutral,2026-06-20 12:54:56+00:00,0,0,0,0,0.5,0,,ycbang,0.0,neutral,0.8809377551078796,english,Mixed/Urban,Unknown,0.25,happy,0.015471161343157291,0.10972964763641357,0.53931725025177,0.01591847836971283,0.10248563438653946,0.10863369703292847,,,
x,post,2071560158002737207,"𝗔𝗛𝗟𝗜 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 𝗗𝗔𝗡 𝗦𝗨𝗞𝗔𝗥𝗘𝗟𝗔𝗪𝗔𝗡 𝗕𝗘𝗥𝗦𝗔𝗠𝗔:
𝗝𝗨𝗠𝗣𝗔 𝗦𝗔𝗬𝗔 𝗗𝗜 𝗦𝗘𝗞𝗔𝗪𝗔𝗡 𝗞𝗔𝗡𝗖𝗜𝗟 𝗗𝗜 𝗦𝗘𝗧𝗜𝗔𝗣 𝗗𝗨𝗡

Terima kasih kepada semua ahli BERSAMA dan sukarelawan yang banyak membantu kempen PRN Johor setakat ini.

Alhamdulillah kita dapat menggerakkan kempen sama seperti parti-parti lain, walaupun Kancil baru berusia 43 hari. Bendera telah dipasang setiap hari, calon-calon kita bertemu rakyat setiap hari, ceramah dan sesi penerangan rancak setiap malam.

Tapi masih banyak ruang yang kita boleh memanfaatkan. 

Kita perlu gandakan lebih banyak acara kempen yang membolehkan calon-calon kita bertemu lebih ramai pengundi dalam masa berbaki. Kita juga perlu terus pasang bahan kempen, terus edar risalah memperkenalkan calon dan hebahan ceramah-ceramah setiap malam.

Oleh itu, saya ingin mengambil peluang di awal kempen untuk berjumpa sendiri dengan ahli-ahli BERSAMA dan sukarelawan yang membantu calon-calon ini di setiap kerusi yang kita tandingi.

Saya telah susun jadual pada hari Selasa, Rabu dan Khamis ini. Saya akan singgah di semua Pusat Kempen calon-calon BERSAMA yang kita gabungkan mengikut parlimen untuk memudahkan urusan masa. 

Sesi ini kita panggil Sekawan Kancil, iaitu pertemuan saya dan penggerak-penggerak kempen Kancil di semua kerusi ini.

Saya ada sekitar 2 jam setiap sesi ini, dan matlamat saya:

1. Untuk mengucapkan terima kasih secara peribadi kepada ahli BERSAMA dan sukarelawan yang banyak membantu setakat ini

2. Untuk memberi penilaian awal kemajuan kempen setakat ini

3. Untuk berkongsi teknik dan tips kempen seterusnya

4. Untuk mengagihkan tugas secara bergotong royong untuk tempoh berbaki kempen

Berikut adalah slot-slot masa Sekawan Kancil mengikut kerusi, tarikh dan tempat, seperti berikut:

𝗦𝗲𝗹𝗮𝘀𝗮, 𝟯𝟬 𝗝𝘂𝗻:

12 tengahari - DUN Larkin dan Stulang di 131, Jalan Keris, Taman Sri Tebrau, JB

2 petang - DUN Kempas dan Perling di 19, Jalan Dian 11, Taman Munsyi Ibrahim, JB

𝗥𝗮𝗯𝘂, 𝟭 𝗝𝘂𝗹𝗮𝗶:

10 pagi - DUN Bukit Batu, Bukit Permai dan Senai di 25A, Jalan Tropika 1, Taman Tropika, Kulai

12 tengahari - DUN Tiram dan Puteri Wangsa di 28, Jalan Badik 15, Taman Puteri Wangsa, Ulu Tiram

2 petang - DUN Skudai dan Kota Iskandar di 1, Jalan Pulai Indah 3/14, Pekan Nanas, Johor

4 petang - DUN Johor Jaya dan Permas di 8, Jalan Cendana 1, Taman Cendana, Pasir Gudang

𝗞𝗵𝗮𝗺𝗶𝘀, 𝟮 𝗝𝘂𝗹𝗮𝗶:

3 petang - DUN Bukit Naning dan Mahkota di PRHK 74/10, Lorong Haji Razak, Parit Raja Darat, Jalan Sri Tanjung, Bakri, Muar

Kepada ahli BERSAMA dan sukarelawan yang ingin berjumpa saya, untuk memudahkan kami sediakan kerusi, karipap dan teh o, saya mohon daftarkan penyertaan Sekawan Kancil anda ini dalam Komuniti Kancil.

Sila ke https://t.co/6vXmDO7QDX, pilih Sertai Kempen, log masuk dan pilih sesi Sekawan Kancil yang sesuai dengan slot dan lokasi anda.

Jumpa saya hari Selasa, Rabu dan Khamis ini di slot-slot tadi.

Mesej ini khusus untuk ahli BERSAMA dan sukarelawan yang akan membantu kempen di 15 DUN yang kita tandingi - sebarkan kepada seberapa ramai.",https://x.com/rafiziramli/status/2071560158002737207,,,positive,2026-06-29 11:43:24+00:00,183,59,6,6084,0.9994131684303282,308,325.084,,,positive,0.9980438947677612,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.014029933139681816,0.018654057756066322,0.030671993270516396,0.019667910411953926,0.10269483178853989,0.09281080216169357,,,
x,comment,2072108796043002337,"@rafiziramli Assalamualaikum YB,

Boleh tak suarakan ketidakpuasan rakyat tentang isu bil api melambung gila-gila. Ada yang double, ada yang triple.

Ada group fb untuk geng tak puas hati bil bulan ni tinggi.. ahli sudah melebihi 80k follower semuanya merintih masalah yang sama",,https://x.com/rafiziramli/status/2071560158002737207,2071560158002737207,negative,2026-07-01 00:03:29+00:00,0,0,0,0,0.0005071163177490234,0,,Nas,0.0,negative,0.9983096122741699,malay,Malay/Bumiputera,Unknown,0.15,anger,0.8214292526245117,0.03164233639836311,0.044507987797260284,0.017557788640260696,0.0384678952395916,0.009065283462405205,,,
x,comment,2071561448262975620,@rafiziramli We can do this #AYUH JOHOR BERSAMA,,https://x.com/rafiziramli/status/2071560158002737207,2071560158002737207,positive,2026-06-29 11:48:31+00:00,2,0,0,0,0.947668957710266,2,,fian fian,0.0,positive,0.8255631923675537,english,Mixed/Urban,Unknown,0.25,love,0.03849947080016136,0.01934726908802986,0.10545729100704193,0.019907217472791672,0.7577200531959534,0.015589429065585136,,,
x,comment,2071560501860180161,@rafiziramli https://t.co/C5nprgUr5T,,https://x.com/rafiziramli/status/2071560158002737207,2071560158002737207,neutral,2026-06-29 11:44:46+00:00,1,1,0,0,0.5,3,,Zuwairi Md Yusof,0.0,neutral,0.8324702382087708,english,Malay/Bumiputera,Malay/Bumiputera,0.72,love,0.10669867694377899,0.0420914925634861,0.059468045830726624,0.043519049882888794,0.5303623676300049,0.0347294807434082,,,
x,comment,2071566332450242787,"@rafiziramli Nice yb
But we will vote PH",,https://x.com/rafiziramli/status/2071560158002737207,2071560158002737207,positive,2026-06-29 12:07:56+00:00,0,0,0,0,0.8832491815090179,0,,Poli Pulse,0.0,positive,0.6108306050300598,english,Mixed/Urban,Unknown,0.25,love,0.031781379133462906,0.02194463275372982,0.10503885895013809,0.017368653789162636,0.7423350214958191,0.01852475106716156,,,
x,comment,2071568140425941191,@rafiziramli tukar la kancil ke babi,,https://x.com/rafiziramli/status/2071560158002737207,2071560158002737207,neutral,2026-06-29 12:15:07+00:00,0,0,0,0,0.5,0,,Joy Boy,0.0,neutral,0.8370068073272705,english,Mixed/Urban,Unknown,0.25,love,0.05899374932050705,0.018484042957425117,0.0320059135556221,0.02497505024075508,0.7339380979537964,0.019046012312173843,,,
x,post,2073026046358966303,"[N40 TIRAM | MASANYA PILIH WAKIL YANG ADA NILAI]

PRN Johor N40-Tiram kali ini bakal menyediakan medan pertandingan Empat penjuru, yang menjanjikan empat tawaran.

Parti Bersama mempertaruhkan Dr. Harith Fakhrudin, seorang doktor perubatan yang pernah berkhidmat merawat masyarakat, kini membawa pengalaman luas sebagai Pengarah Urusan syarikat khidmat perunding kewangan miliknya sendiri.

Ini bukan calon kosong.
Ini calon yang faham kesihatan rakyat, faham tekanan ekonomi, dan faham bagaimana mengurus serta merancang masa depan dengan lebih tersusun.

PRU15 lalu menyaksikan BN menang dalam pertembungan 7 penjuru dengan kadar keluar mengundi hanya sekitar 53%.
Kali ini, dengan hanya 4 calon bertanding, ruang persaingan menjadi lebih terbuka dan sengit.

Dengan lebih 117,496 pengundi berdaftar, setiap undi kali ini membawa makna besar.

Lebih menarik, calon PH dan MUDA juga muka baharu. Ini menjadikan gelanggang Tiram lebih seimbang kepada semua calon yang bertanding.

Dr Harith hadir bukan dengan politik lama, tetapi dengan idea segar, rekod profesional, dan komitmen untuk rakyat.

Tiram perlukan suara yang berani, bersih dan berprinsip.
Kalau mahukan perubahan yang bukan sekadar janji, inilah masanya.

Tetapi rakyat Tiram perlu tanya satu soalan penting, siapa yang benar-benar mampu membawa perubahan?

Pilih dengan bijak. Pilih masa depan.
Pilih Bersama.

#DrHarith4Tiram
#TSR
#PRNJohor #N40Tiram #BersamaUntukJohor #DrHarithFakhrudin",https://x.com/YbPertikaian/status/2073026046358966303,,,negative,2026-07-03 12:48:19+00:00,53,21,5,743,0.00048027634620667614,86,110.743,,,negative,0.9983990788459778,malay,Malay/Bumiputera,Unknown,0.0,love,0.05485307425260544,0.04005102440714836,0.20838458836078644,0.03668946400284767,0.333228200674057,0.047185856848955154,,,
x,post,2068245673364132302,"PRN Johor: DAP Umum Calon Melayu Di DUN Tiram 

Pengumuman calon bagi kerusi DUN tersebut dibuat Setiausaha Agung DAP, Anthony Loke dalam Majlis Pengumuan Calon N.42 Johor Jaya dan N.40 Tiram di Pusat Komuniti Harapan, Plentong

#malaysiagazette #PRNJohor #CalonDUNTiram #DAP 

Video: @aqiraazemi",https://x.com/MalaysiaGazette/status/2068245673364132302,,,neutral,2026-06-20 08:12:49+00:00,10,1,5,1428,0.5,30,28.428,,,neutral,0.898979902267456,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.05153023451566696,0.01630193181335926,0.05047668144106865,0.027888135984539986,0.20771442353725433,0.02402462624013424,,,
x,post,2073080636735397927,"PRN Johor: KJ sifatkan manifesto diumum PH sebagai ‘copy paste’

#BHnasional Berucap pada Program Himpunan Anak Muda Tiram di Johor Bahru, malam tadi, bekas Ketua Pemudan UMNO itu mendakwa apa yang terkandung dalam manifesto PH, sudah pun dan sedang dilaksana BN.

https://t.co/RpJmXlJld3",https://x.com/bharianmy/status/2073080636735397927,,,negative,2026-07-03 16:25:14+00:00,6,2,5,1367,0.10165359824895859,26,26.367,,,negative,0.6611546725034714,multilingual,Unknown,Unknown,0.0,no_clear_emotion,0.044692374765872955,0.02276458777487278,0.06303133815526962,0.03045067749917507,0.14103838801383972,0.04549769312143326,,,
x,post,2070818445693009950,"Lily for N40 Tiram!

https://t.co/5fAaI1VF2C https://t.co/em0xuxWdyR",https://x.com/imokman/status/2070818445693009950,,,neutral,2026-06-27 10:36:06+00:00,46,7,4,5038,0.5,107,77.038,,,neutral,0.7004978656768799,english,Mixed/Urban,Unknown,0.0,love,0.08072342723608017,0.06843936443328857,0.0478193461894989,0.09206897765398026,0.610956609249115,0.04381394386291504,,,
x,comment,2070869993538101428,"@imokman I'm Johorean Chinese, it's BERSAMA for me, no more PH",,https://x.com/imokman/status/2070818445693009950,2070818445693009950,neutral,2026-06-27 14:00:56+00:00,6,0,2,0,0.5,12,,Filipooh,0.0,neutral,0.7615631818771362,english,Mixed/Urban,Unknown,0.25,love,0.04620774835348129,0.0169571191072464,0.031124794855713844,0.03044825606048107,0.7601766586303711,0.018620990216732025,,,
x,comment,2070821196183359587,@imokman Congratulations Lily atas pemilihan anda.,,https://x.com/imokman/status/2070818445693009950,2070818445693009950,positive,2026-06-27 10:47:01+00:00,2,0,0,0,0.9890700697898864,2,,Abang Ismail Hadari,0.0,positive,0.9635668992996216,english,Malay/Bumiputera,Malay/Bumiputera,0.74,love,0.021590525284409523,0.02427474595606327,0.06385279446840286,0.01843436248600483,0.7651565074920654,0.03291790187358856,,,
x,comment,2070983078626091153,@imokman kalau kalah dapat jawatan GLC gak ker @dapmalaysia,,https://x.com/imokman/status/2070818445693009950,2070818445693009950,negative,2026-06-27 21:30:17+00:00,1,0,1,0,0.0004875898361206277,4,,JK,0.0,negative,0.9983747005462646,malay,Malay/Bumiputera,Unknown,0.15,surprise,0.05217897519469261,0.09391414374113083,0.012057560496032238,0.1358386129140854,0.0756191536784172,0.4258287250995636,,,
x,comment,2070845453290373394,@imokman Good to see you on the ground...,,https://x.com/imokman/status/2070818445693009950,2070818445693009950,positive,2026-06-27 12:23:25+00:00,0,0,0,0,0.9829666316509247,0,,New Hope?,0.0,positive,0.9432221055030823,english,Mixed/Urban,Unknown,0.25,happy,0.02472226694226265,0.0380447618663311,0.7833347320556641,0.013085931539535522,0.09188947081565857,0.019053440541028976,,,
x,post,2074399136062005548,"Interviewed BN-MCA candidate for N30 Paloh, Lee Ting Han, as well as PH-DAP candidate for N40 Tiram, Lily, yesterday during a day trip to Johor. Both candidates are campigning on a positive message of serving the community rather than attacking others.

@areweok_mmtv https://t.co/WijLwrrUjE",https://x.com/imokman/status/2074399136062005548,,,neutral,2026-07-07 07:44:29+00:00,13,2,3,2247,0.5,40,28.247,,,neutral,0.8132236003875732,english,Mixed/Urban,Unknown,0.0,happy,0.02972131408751011,0.02345416322350502,0.6259975433349609,0.015283730812370777,0.1855539232492447,0.02390114776790142,,,
x,comment,2074462085493432765,"@imokman @The_Mamu @areweok_mmtv Will u be interviewing PAS, Bersama, Muda and PSM candidates too? Hope @areweok_mmtv can arrange this as well, podcast with NN/RR?",,https://x.com/imokman/status/2074399136062005548,2074399136062005548,neutral,2026-07-07 11:54:37+00:00,0,0,0,0,0.5,0,,Anxious for Msia,0.0,neutral,0.7480949759483337,english,Mixed/Urban,Unknown,0.25,no_clear_emotion,0.012058964930474758,0.023546038195490837,0.04959248751401901,0.015732062980532646,0.1279250979423523,0.1805945485830307,,,
x,comment,2074408375245578569,@imokman @areweok_mmtv Vote. Mca,,https://x.com/imokman/status/2074399136062005548,2074399136062005548,neutral,2026-07-07 08:21:11+00:00,0,0,1,0,0.5,3,,Joyce Lau Lee See,0.0,neutral,0.8964895606040955,english,Chinese,Chinese,0.76,love,0.09742758423089981,0.036598775535821915,0.059105101972818375,0.035594642162323,0.404386430978775,0.03691834956407547,,,
x,comment,2074666916225142876,"@imokman @areweok_mmtv PH=BN, win win situation",,https://x.com/imokman/status/2074399136062005548,2074399136062005548,neutral,2026-07-08 01:28:32+00:00,1,0,0,0,0.5,1,,Brian Wee,0.0,neutral,0.6673009395599365,english,Chinese,Chinese,0.82,no_clear_emotion,0.06325369328260422,0.02758333459496498,0.1868099868297577,0.027470795437693596,0.2972044050693512,0.02841983549296856,,,
x,post,2068191969747390466,"PRN Johor: DAP pertaruh calon Melayu di Ulu Tiram

DAP mempertaruhkan calon Melayu, Nor Zulaila Abd Ghani, 38, bagi kerusi Dewan Undangan Negeri (DUN) Ulu Tiram pada Pilihan Raya Negeri (PRN) Johor, lapor wartawan Sinar Harian, Nor Azura Md Amin.

Pengumuman calon yang mesra dipanggil Lily itu dibuat Setiausaha Agung DAP, Anthony Loke, dalam satu majlis di Plentong pada Sabtu.

Artikel: https://t.co/ZO2TKSsnFG

Muzik: Elevate dari https://t.co/z7DXMD6KNo

Copyright disclaimer: Segala penyuntingan video adalah hak cipta terpelihara milik Sinar Harian.

#SinarHarian #BeritaSemasa #Politik #Calon #DAP #PRNJohor",https://x.com/SinarOnline/status/2068191969747390466,,,neutral,2026-06-20 04:39:25+00:00,3,2,3,1455,0.5,22,17.455,,,neutral,0.9970808625221252,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.05749397724866867,0.022782575339078903,0.05591803789138794,0.028111737221479416,0.16895580291748047,0.029988311231136322,,,
x,comment,2068220074692059596,@SinarOnline Lagi Melayu bangang jadi barua,,https://x.com/SinarOnline/status/2068191969747390466,2068191969747390466,neutral,2026-06-20 06:31:06+00:00,1,0,0,0,0.5,1,,Mercmane200k,0.0,neutral,0.8429716229438782,english,Mixed/Urban,Unknown,0.25,love,0.018728358671069145,0.020874962210655212,0.19992278516292572,0.02178358845412731,0.607782244682312,0.027315830811858177,,,
x,comment,2068257666716270775,@SinarOnline Insya Allah jika kalah ada jawatan GLC,,https://x.com/SinarOnline/status/2068191969747390466,2068191969747390466,negative,2026-06-20 09:00:28+00:00,0,0,0,0,0.00048558712005614124,0,,Mhafizul,0.0,negative,0.9983813762664795,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.21473465859889984,0.037660256028175354,0.07973021268844604,0.04474020004272461,0.14677554368972778,0.03348864987492561,,,
x,comment,2068248079569133998,"@SinarOnline Jadi apa peranan PKR dan Amanah dalam PH?
Conclusion .. Dap menggunakan PKR dan Amanah untuk mendapatkan sokongan pengundi Melayu. 
Selepas Dap berjaya menarik pengundi Melayu ... apa akan berlaku kepada PKR dan Amanah?
Tiada hadiah disediakan untuk yg menjawab betul.",,https://x.com/SinarOnline/status/2068191969747390466,2068191969747390466,positive,2026-06-20 08:22:23+00:00,0,0,0,0,0.9980397880077361,0,,سلواڠ ملاءوت,0.0,positive,0.9934659600257874,malay,Malay/Bumiputera,Malay/Bumiputera,0.85,no_clear_emotion,0.020631659775972366,0.024410031735897064,0.02925192192196846,0.016564978286623955,0.1649204045534134,0.09107204526662827,,,
x,post,2068188139743838611,"PRN Johor: DAP pertaruh calon Melayu di Ulu Tiram

JOHOR BAHRU - DAP mempertaruhkan calon Melayu, Nor Zulaila Abd Ghani,  38, bagi kerusi Dewan Undangan Negeri (DUN) Ulu Tiram pada Pilihan Raya  Negeri (PRN) Johor.

#SinarHarian #beritaterkini #PRNJohor #DAP #calonMelayu https://t.co/0pcY3aozZY",https://x.com/SinarOnline/status/2068188139743838611,,,negative,2026-06-20 04:24:12+00:00,4,1,3,1402,0.14011114239692687,22,16.402,,,negative,0.5329628586769104,multilingual,Unknown,Unknown,0.0,no_clear_emotion,0.058765195310115814,0.021277401596307755,0.06676772236824036,0.03137770667672157,0.25908008217811584,0.026980986818671227,,,
x,comment,2068188179661037732,"Pengumuman calon yang mesra dipanggil Lily itu dibuat Setiausaha Agung  DAP, Anthony Loke, dalam satu majlis di Plentong pada Sabtu.",,https://x.com/SinarOnline/status/2068188139743838611,2068188139743838611,neutral,2026-06-20 04:24:21+00:00,0,0,1,0,0.5,3,,SinarHarian,0.0,neutral,0.9976348876953125,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.027079598978161812,0.012696118094027042,0.040284305810928345,0.013229531235992908,0.09238599985837936,0.025256071239709854,,,
x,comment,2068188262712422610,"Baca berita penuh: PRN Johor: DAP pertaruh calon Melayu di Ulu Tiram
https://t.co/ycN9XzIcc1",,https://x.com/SinarOnline/status/2068188139743838611,2068188139743838611,neutral,2026-06-20 04:24:41+00:00,0,0,0,0,0.5,0,,SinarHarian,0.0,neutral,0.8987220525741577,english,Mixed/Urban,Unknown,0.25,no_clear_emotion,0.04892214387655258,0.015650248154997826,0.06229725852608681,0.023643281310796738,0.20368240773677826,0.032434429973363876,,,
x,comment,2068214846349566198,@SinarOnline Bagus pilihan calon Dap ni di kawasan majoriti Melayu letak calon Melayu. Melayu di Tiram kene sokong calon Dap ni subab mereka memang memperjuangkan kesamarataan. https://t.co/G08gZiTt12,,https://x.com/SinarOnline/status/2068188139743838611,2068188139743838611,negative,2026-06-20 06:10:19+00:00,0,0,0,0,0.17194106429815292,0,,سلواڠ ملاءوت,0.0,negative,0.4268631190061569,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.85,love,0.08173540234565735,0.02534201554954052,0.07767912745475769,0.041793446987867355,0.5287978053092957,0.032038137316703796,,,
x,post,2070158056898638073,"Senarai Calon Pas Johor untuk Pilihan Raya Negeri (PRN) Johor ke-16

DUN Jementah-Saifullah Abdul Wahab
DUN Tenang-Normala Sudirman
DUN Simpang Jeram - Arshed Yahya@Awang
DUN Maharani - Mohamad Anuar Hayan
DUN Sungai Balang - Muhammad Amin Sailan
DUN Semerah-Halim Kepol
DUN Seri Medan - Ahmad Rosdi Baharu
DUN Endau - Hasnol Hakim Hussein 
DUN Pasir Raja - Yuhanita Yunan
DUN Tiram - Khirul Mutanazar Ismail 
DUN Kahang - Mazlan Bujang

#PRNJohor #MalaysiaGazette",https://x.com/MalaysiaGazette/status/2070158056898638073,,,neutral,2026-06-25 14:51:57+00:00,11,7,2,4422,0.5,64,35.422,,,neutral,0.8798058032989502,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.07933031767606735,0.026151718571782112,0.06849826127290726,0.03446530923247337,0.31402429938316345,0.026048794388771057,,,
