state,post_id,platform,account_name,account_type,source_category,source_url,published_at,post_text,translated_text_bm,language_detected,constituency,dun_code,district,party_mentioned,candidate_mentioned,issue_cluster,sentiment,sentiment_score,emotion,likes,comments,shares,views,engagement_total,stance_dap,stance_mca,stance_pn,stance_bn,ethnic_sensitive_flag,religion_sensitive_flag,misinformation_flag,risk_level,query_id,jenis_suara,weight_analisis
Johor,JHRCN-00061,Community pages,MCA Johor,Individual,Chinese Media,https://example.com/jhr/post/61,2026-05-08 03:40:25,PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Skudai),PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Skudai),ms,Skudai,JHR-N49,Johor Bahru,PN,Khoo Poay Tiong,Cost of Living,negative,0.77,trust,4542,105,364,8670.0,5011,,support,,oppose,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00062,Chinese online media,MCA Johor,Political,ADUN,https://example.com/jhr/post/62,2026-06-06 20:06:50,Chinese community in Johor discusses local council performance. — Kulai,Chinese community in Johor discusses local council performance. — Kulai,en,Kulai,JHR-N50,Kulai,DAP,Anthony Loke,Local Government Services,neutral,-0.28,anger,2610,101,365,10071.0,3076,neutral,,support,oppose,False,False,False,Low,,media_chinese,Tinggi
Johor,JHRCN-00063,TikTok,DAP Johor,Political,ADUN,https://example.com/jhr/post/63,2026-06-04 21:09:53,PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Kulai),PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Kulai),ms,Kulai,JHR-N50,Kulai,PAS,Calon PN,Cost of Living,positive,0.01,joy,3744,64,56,33256.0,3864,neutral,support,oppose,support,False,True,False,Low,,media_chinese,Tinggi
Johor,JHRCN-00064,Community pages,Skudai Residents,Media,Political Party,https://example.com/jhr/post/64,2026-05-06 00:46:37,柔佛州选临近，新山市区塞车严重。 PRN Johor: komuniti Cina bincang kos sara hidup di JB.,[BM] 柔佛州选临近，新山市区塞车严重。 PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Segamat),mixed,Segamat,JHR-N04,Segamat,DAP,,Cost of Living,negative,-0.3,fear,3169,382,129,23902.0,3680,neutral,,,neutral,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00065,Community pages,JB Community Voice,Media,Government Agency,https://example.com/jhr/post/65,2026-05-02 18:39:58,Stulang 区水供不稳定，居民投诉。 #Skudai,[BM] Stulang 区水供不稳定，居民投诉。 #Skudai (Skudai),zh-CN,Skudai,JHR-N49,Johor Bahru,PH,,Water Supply,positive,0.83,fear,358,204,21,20821.0,583,oppose,support,oppose,,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00066,Community pages,JB Community Voice,Community,Community Page,https://example.com/jhr/post/66,2026-05-30 05:54:32,SME owners in Kulai worry about rising costs. — Kluang,SME owners in Kulai worry about rising costs. — Kluang,en,Kluang,JHR-N09,Kluang,Gerakan,Calon PN,SME and Business,neutral,-0.17,fear,4064,708,254,34531.0,5026,oppose,oppose,,,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00067,TikTok,Sin Chew Johor,Organisation,Public User,https://example.com/jhr/post/67,2026-06-02 23:34:14,SME owners in Kulai worry about rising costs. — Skudai,SME owners in Kulai worry about rising costs. — Skudai,en,Skudai,JHR-N49,Johor Bahru,,,SME and Business,neutral,-0.14,anger,2888,629,222,4259.0,3739,oppose,oppose,,support,True,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00068,YouTube,MCA Johor,Community,MP,https://example.com/jhr/post/68,2026-05-25 05:25:42,SME owners in Kulai worry about rising costs. — Skudai,SME owners in Kulai worry about rising costs. — Skudai,en,Skudai,JHR-N49,Johor Bahru,MCA,Calon PH,SME and Business,neutral,0.71,surprise,4701,140,271,21103.0,5112,,neutral,oppose,,False,False,False,Low,,media_chinese,Tinggi
Johor,JHRCN-00069,YouTube,DAP Johor,Media,Political Party,https://example.com/jhr/post/69,2026-05-27 16:47:35,士古来工厂区物价上涨，商家叫苦。 #Kulai,[BM] 士古来工厂区物价上涨，商家叫苦。 #Kulai (Kulai),zh-CN,Kulai,JHR-N50,Kulai,UMNO,Local ADUN,Cost of Living,negative,0.59,sadness,1414,730,227,45190.0,2371,neutral,support,neutral,neutral,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00070,Instagram,MCA Johor,Community,MP,https://example.com/jhr/post/70,2026-05-26 12:28:47,Chinese community in Johor discusses local council performance. — Kulai,Chinese community in Johor discusses local council performance. — Kulai,en,Kulai,JHR-N50,Kulai,Amanah,Local ADUN,Local Government Services,neutral,0.96,surprise,3022,478,282,,3782,support,,,oppose,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00071,Facebook,DAP Johor,Organisation,Community Page,https://example.com/jhr/post/71,2026-06-11 01:35:03,柔佛州选临近，新山市区塞车严重。 PRN Johor: komuniti Cina bincang kos sara hidup di JB.,[BM] 柔佛州选临近，新山市区塞车严重。 PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Skudai),mixed,Skudai,JHR-N49,Johor Bahru,DAP,Local ADUN,Cost of Living,neutral,0.51,sadness,1017,530,78,11114.0,1625,support,neutral,neutral,neutral,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00072,X,MCA Johor,Organisation,Influencer,https://example.com/jhr/post/72,2026-06-01 03:52:34,柔佛州选临近，新山市区塞车严重。 PRN Johor: komuniti Cina bincang kos sara hidup di JB.,[BM] 柔佛州选临近，新山市区塞车严重。 PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Muar),mixed,Muar,JHR-N14,Muar,Bersatu,Calon PH,Cost of Living,positive,0.29,surprise,4724,271,333,37995.0,5328,support,neutral,,,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00073,TikTok,MCA Johor,Individual,Community Page,https://example.com/jhr/post/73,2026-05-16 11:47:49,Chinese community in Johor discusses local council performance. — Pontian,Chinese community in Johor discusses local council performance. — Pontian,en,Pontian,JHR-N52,Pontian,Gerakan,Khoo Poay Tiong,Local Government Services,neutral,0.02,trust,2560,735,163,23134.0,3458,support,oppose,,,False,False,False,Low,,media_chinese,Tinggi
Johor,JHRCN-00074,Facebook,MCA Johor,Community,Public User,https://example.com/jhr/post/74,2026-05-02 03:00:08,华文教育拨款仍是热点。 #Kulai,[BM] 华文教育拨款仍是热点。 #Kulai (Kulai),zh-TW,Kulai,JHR-N50,Kulai,,Calon BN,Chinese Education,negative,-0.57,fear,2561,194,390,,3145,support,support,oppose,,False,False,False,Critical,,media_chinese,Tinggi
Johor,JHRCN-00075,YouTube,DAP Johor,Individual,Influencer,https://example.com/jhr/post/75,2026-05-18 14:22:14,PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Pontian),PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Pontian),ms,Pontian,JHR-N52,Pontian,PAS,Khoo Poay Tiong,Cost of Living,negative,0.53,fear,1097,270,372,26927.0,1739,support,neutral,support,,False,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00076,TikTok,Skudai Residents,Community,Political Party,https://example.com/jhr/post/76,2026-05-23 04:25:48,Kerajaan Johor perlu tangani isu trafik Skudai. (Muar),Kerajaan Johor perlu tangani isu trafik Skudai. (Muar),ms,Muar,JHR-N14,Muar,PH,Calon PN,Other,negative,0.86,fear,4935,521,205,3469.0,5661,neutral,,oppose,oppose,True,False,False,Medium,,media_chinese,Tinggi
Johor,JHRCN-00077,Instagram,DAP Johor,Community,Chinese Media,https://example.com/jhr/post/77,2026-05-29 23:27:00,士古来工厂区物价上涨，商家叫苦。 PRN Johor: komuniti Cina bincang kos sara hidup di JB.,[BM] 士古来工厂区物价上涨，商家叫苦。 PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Segamat),mixed,Segamat,JHR-N04,Segamat,DAP,,Cost of Living,neutral,0.46,anger,3017,339,344,,3700,,neutral,neutral,support,False,False,False,Low,,media_chinese,Tinggi
Johor,JHRCN-00078,TikTok,Skudai Residents,Organisation,Government Agency,https://example.com/jhr/post/78,2026-06-04 06:17:15,柔佛州选临近，新山市区塞车严重。 #Stulang,[BM] 柔佛州选临近，新山市区塞车严重。 #Stulang (Stulang),zh-TW,Stulang,JHR-N48,Johor Bahru,PAS,Khoo Poay Tiong,Road and Traffic,neutral,0.38,fear,1240,422,353,33387.0,2015,neutral,,oppose,oppose,False,False,False,Low,,media_chinese,Tinggi
Johor,JHRCN-00079,Instagram,DAP Johor,Community,Community Page,https://example.com/jhr/post/79,2026-05-16 09:22:45,士古来工厂区物价上涨，商家叫苦。 PRN Johor: komuniti Cina bincang kos sara hidup di JB.,[BM] 士古来工厂区物价上涨，商家叫苦。 PRN Johor: komuniti Cina bincang kos sara hidup di JB. (Batu Pahat),mixed,Batu Pahat,JHR-N18,Batu Pahat,BN,Calon PH,Cost of Living,negative,-0.76,surprise,4571,305,115,20004.0,4991,,,oppose,neutral,False,False,False,Critical,,media_chinese,Tinggi
Johor,JHRCN-00080,X,JB Community Voice,Individual,Chinese Media,https://example.com/jhr/post/80,2026-06-03 19:05:54,华文教育拨款仍是热点。 #Batu,[BM] 华文教育拨款仍是热点。 #Batu (Batu Pahat),zh-CN,Batu Pahat,JHR-N18,Batu Pahat,MCA,Calon BN,Chinese Education,negative,-0.9,sadness,2837,452,335,31896.0,3624,neutral,neutral,support,support,False,False,False,Medium,,media_chinese,Tinggi
