Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,Parent_Post_URL,Parent_Post_ID,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,SeedCode,SeedLabel,SeedQuery
tiktok,comment,7647713214328652564,Masa untuk semua rakyat N9 undi PAS !,https://www.tiktok.com/@beritaalhijrah114/video/7647699859557928209,negative,2026-06-05 01:13:52+00:00,503,0,35,0,0.1081065773963928,573,,https://www.tiktok.com/@beritaalhijrah114/video/7647699859557928209,7647699859557928209,fakhrul.carmaal,0.0,negative,0.6396447420120239,malay,Malay/Bumiputera,love,0.0420173667371273,0.0156044494360685,0.0515812188386917,0.0346332266926765,0.7078433632850647,0.0235698148608207,,,
tiktok,comment,7647718794609066773,"Johor sudah, ns sudah. Melaka otw. Pusat?",https://www.tiktok.com/@beritaalhijrah114/video/7647699859557928209,negative,2026-06-05 01:35:07+00:00,102,0,13,0,0.0907277405261993,128,,https://www.tiktok.com/@beritaalhijrah114/video/7647699859557928209,7647699859557928209,ashrafhangaban,0.0,negative,0.6975741982460022,multilingual,Unknown,no_clear_emotion,0.043933592736721,0.0174871999770402,0.0478956177830696,0.028807483613491,0.408467948436737,0.029128972440958,,,
tiktok,post,7648946513468607762,"DAP Negeri Sembilan meletakkan sasaran untuk mempertahankan kesemua 11 kerusi Dewan Undangan Negeri yang dimenanginya pada Pilihan Raya Negeri (PRN) lalu.

#AWANInews #PRNNegeriSembilan #NegeriSembilanMemilih",https://www.tiktok.com/@501awani/video/7648946513468607762,neutral,2026-06-11 17:58:41.930177+00:00,2014,105,408,120400,0.5,3731,3568.4,,,,,neutral,0.9977169036865234,malay,Malay/Bumiputera,no_clear_emotion,0.0267601124942302,0.0178955104202032,0.0614777877926826,0.0164620485156774,0.133553922176361,0.0232042577117681,,,
tiktok,comment,7648983942103761685,DAP mesti kalah,https://www.tiktok.com/@501awani/video/7648946513468607762,neutral,2026-06-08 11:24:27+00:00,146,0,11,0,0.5,168,,https://www.tiktok.com/@501awani/video/7648946513468607762,7648946513468607762,muniandy8888,0.0,neutral,0.8063835501670837,english,Mixed/Urban,love,0.2293608039617538,0.0392793677747249,0.0807159096002578,0.0414547622203826,0.3391678929328918,0.0224980730563402,,,
tiktok,comment,7648984188271788816,AKU ANAK MUDA AKAN UNDI PH DAP👍,https://www.tiktok.com/@501awani/video/7648946513468607762,negative,2026-06-08 11:25:43+00:00,46,0,35,0,0.1370740592479706,116,,https://www.tiktok.com/@501awani/video/7648946513468607762,7648946513468607762,uilkolv88,0.0,negative,0.5430864691734314,multilingual,Unknown,no_clear_emotion,0.038033839315176,0.0137655222788453,0.043808851391077,0.0153863234445452,0.3201191127300262,0.0254628732800483,,,
tiktok,post,7636813827669069076,"Menteri Besar Negeri Sembilan, Datuk Seri Aminuddin Harun meminta rakyat negeri itu untuk bersiap sedia menghadapi Pilihan Raya Negeri (PRN). 
 
Mengambil kira kemelut dalaman politik yang berlaku ketika ini jelasnya, pilihan raya itu boleh berlaku pada bila-bila masa.

Ikuti berita terkini di https://grid.astroawani.com/
#AWANInews",https://www.tiktok.com/@501awani/video/7636813827669069076,negative,2026-06-11 17:58:43.664009+00:00,947,107,74,47500,0.0005312740802764,1603,1430.5,,,,,negative,0.9982290863990784,malay,Malay/Bumiputera,anger,0.3571650087833404,0.1960615366697311,0.1993623077869415,0.0276233628392219,0.0538162365555763,0.0320719555020332,,,
tiktok,comment,7649370334487790353,pilihlah yg terbaik janji bukan Pas.,https://www.tiktok.com/@501awani/video/7649368964715400455,positive,2026-06-09 12:24:27+00:00,33,0,18,0,0.9986989319324492,69,,https://www.tiktok.com/@501awani/video/7649368964715400455,7649368964715400455,aliko71713,0.0,positive,0.9956631064414978,malay,Malay/Bumiputera,love,0.0327945202589035,0.0089005166664719,0.0314256437122821,0.012947897426784,0.8352698683738708,0.0137011939659714,,,
tiktok,comment,7649371291141128978,Elok pilih pas lagi dari pilih puak PH🤣🤣🤣,https://www.tiktok.com/@501awani/video/7649368964715400455,neutral,2026-06-09 12:27:32+00:00,65,0,0,0,0.5,65,,https://www.tiktok.com/@501awani/video/7649368964715400455,7649368964715400455,ah_zack,0.0,neutral,0.6928590536117554,english,Mixed/Urban,love,0.0401672720909118,0.0113880522549152,0.0741861015558242,0.0135402884334325,0.7764129638671875,0.0138014210388064,,,
tiktok,post,7649366859598368018,"Pengerusi Barisan Nasional (BN), Datuk Seri Dr Ahmad Zahid Hamidi mengumumkan yang parti itu akan bertanding solo dalam pilihan raya negeri (PRN) Negeri Sembilan ini.",https://www.tiktok.com/@hmetromy/video/7649366859598368018,neutral,2026-06-11 17:58:42.795745+00:00,882,30,118,54100,0.5,1571,1350.1,,,,,neutral,0.8834765553474426,malay,Malay/Bumiputera,no_clear_emotion,0.0415873862802982,0.0230953861027956,0.0783137902617454,0.0219209510833024,0.0498319454491138,0.0330339260399341,,,
tiktok,comment,7649378962867094293,solo.. hehehe.. lepas tu duet ye,https://www.tiktok.com/@hmetromy/video/7649366859598368018,neutral,2026-06-09 13:01:43+00:00,25,0,6,0,0.5,37,,https://www.tiktok.com/@hmetromy/video/7649366859598368018,7649366859598368018,chempakasoraya3,0.0,neutral,0.7106754779815674,english,Mixed/Urban,love,0.049299880862236,0.0142774190753698,0.0390838719904422,0.017666570842266,0.5130749344825745,0.0185482688248157,,,
tiktok,comment,7649393310440473362,wak jahid turun.. aku undi BN,https://www.tiktok.com/@hmetromy/video/7649366859598368018,neutral,2026-06-09 13:52:57+00:00,9,0,2,0,0.5,13,,https://www.tiktok.com/@hmetromy/video/7649366859598368018,7649366859598368018,anakngulangutara,0.0,neutral,0.8189799189567566,english,Mixed/Urban,love,0.0951108410954475,0.0248756036162376,0.0414264276623725,0.0311111230403184,0.5259957909584045,0.0277003105729818,,,
tiktok,post,7649326090736962836,"Barisan Nasional (BN) mengumumkan akan bertanding secara solo pada Pilihan Raya Negeri (PRN) Negeri Sembilan akan datang susulan keputusan Pakatan Harapan (PH) untuk bertanding di semua 36 kerusi Dewan Undangan Negeri (DUN). 

Pengerusi BN Datuk Seri Dr Ahmad Zahid Hamidi berkata keputusan itu dibuat kerana BN tidak mempunyai pilihan lain selepas PH mengumumkan hasrat untuk meletakkan calon di kesemua kerusi DUN negeri berkenaan.

#digitalbernamatv
#zahidhamidi
#barisannasional
#prnnegerisembilan",https://www.tiktok.com/@bernamatvofficial/video/7649326090736962836,neutral,2026-06-11 17:58:43.971546+00:00,136,27,0,8151,0.5,244,198.151,,,,,neutral,0.9897567629814148,malay,Malay/Bumiputera,no_clear_emotion,0.0694898590445518,0.0909613370895385,0.1074863895773887,0.0334163010120391,0.0666860938072204,0.0471820309758186,,,
tiktok,post,7649959541483883797,"UMNO bukan pengkhianat, berhak tentu hala tuju

UMNO berhak menentukan pendirian dan hala tuju parti menjelang mana-mana pilihan raya termasuk Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan yang bakal ditentukan tarikhnya oleh pihak Suruhanjaya Pilihan Raya (SPR), lapor wartawan Sinar Harian, Aisyah Basaruddin 

Setiausaha Agung UMNO, Datuk Dr Asyraf Wajdi Dusuki berkata, keputusan UMNO dan Barisan Nasional (BN) untuk mempertahankan mandat negeri bukan pengkhianatan kepada kerajaan Persekutuan sebagaimana tuduhan segelintir pihak. 

Copyright disclaimer: Segala penyuntingan video adalah hak cipta terpelihara milik Sinar Harian.

#SinarHarian #BeritaSemasa #politik #UMNO #Asyrafwajdidusuki #BN #PRNJohor",https://www.tiktok.com/@sinarharianonline/video/7649959541483883797,negative,2026-06-11 18:02:54.303333+00:00,160,3,73,8631,0.0004884660243987,322,393.631,,,,,negative,0.9983717799186708,malay,Malay/Bumiputera,no_clear_emotion,0.2100824862718582,0.0274911057204008,0.0651642754673957,0.1306115686893463,0.2572300434112549,0.0277967602014541,,,
tiktok,comment,7649965254840140551,UMNO 👍,https://www.tiktok.com/@sinarharianonline/video/7649959541483883797,positive,2026-06-11 02:52:31+00:00,1,0,1,0,0.8145571872591972,3,,https://www.tiktok.com/@sinarharianonline/video/7649959541483883797,7649959541483883797,suhaimi8206,0.0,positive,0.3818572908639908,multilingual,Unknown,no_clear_emotion,0.0994434803724289,0.0430255495011806,0.0719862878322601,0.0401039160788059,0.1452254503965377,0.0473182536661624,,,
tiktok,post,7647895910214552853,"Suruhanjaya Pilihan Raya (SPR) mengesahkan menerima notis rasmi pembubaran Dewan Undangan Negeri (DUN) Negeri Sembilan, sekali gus membuka laluan kepada pelaksanaan Pilihan Raya Negeri dalam tempoh 60 hari akan datang. #AWANInews",https://www.tiktok.com/@501awani/video/7647895910214552853,neutral,2026-06-11 18:02:54.591205+00:00,164,9,6,10900,0.5,288,210.9,,,,,neutral,0.9973912239074708,malay,Malay/Bumiputera,no_clear_emotion,0.0686670541763305,0.1053155437111854,0.1519211381673813,0.0289582666009664,0.0343173556029796,0.0703537911176681,,,
tiktok,comment,7647915397643174664,kuasa speaker sgt besaq,https://www.tiktok.com/@501awani/video/7647895910214552853,positive,2026-06-05 14:17:55+00:00,0,0,0,0,0.9004150956869125,0,,https://www.tiktok.com/@501awani/video/7647895910214552853,7647895910214552853,penangharia7,0.0,positive,0.6680503189563751,multilingual,Unknown,love,0.3239226937294006,0.0430097319185733,0.0809749439358711,0.0252957586199045,0.3537321388721466,0.015399046242237,,,
tiktok,comment,7647900307481658128,pertama 👍🤩,https://www.tiktok.com/@501awani/video/7647895910214552853,positive,2026-06-05 13:19:19+00:00,2,0,0,0,0.8826210796833038,2,,https://www.tiktok.com/@501awani/video/7647895910214552853,7647895910214552853,akun_royale.style,0.0,positive,0.6087369322776794,multilingual,Unknown,love,0.1428651809692382,0.0823604613542556,0.1181235238909721,0.0715669095516204,0.3047784864902496,0.0647807791829109,,,
tiktok,post,7649994384120778004,"SPR adakan mesyuarat khas 10 pagi esok untuk menetapkan tarikh penting PRN Johor dan Negeri Sembilan, termasuk hari mengundi, penamaan calon dan undi awal, diikuti sidang media.

#AWANInews",https://www.tiktok.com/@501awani/video/7649994384120778004,neutral,2026-06-11 18:02:54.009461+00:00,90,38,6,5953,0.5,193,189.953,,,,,neutral,0.9973987340927124,malay,Malay/Bumiputera,no_clear_emotion,0.036610011011362,0.0227915085852146,0.0582055523991584,0.015493668615818,0.0550554618239402,0.025444084778428,,,
tiktok,comment,7649996053958460168,johor prn hujung bulan 7,https://www.tiktok.com/@501awani/video/7649994384120778004,neutral,2026-06-11 04:52:00+00:00,0,0,0,0,0.5,0,,https://www.tiktok.com/@501awani/video/7649994384120778004,7649994384120778004,amaljaybee,0.0,neutral,0.8783382177352905,english,Mixed/Urban,no_clear_emotion,0.0631739348173141,0.0149494158104062,0.0835660174489021,0.0165471974760293,0.2009801566600799,0.0185700692236423,,,
tiktok,comment,7650026297489359624,11/7 Har undi,https://www.tiktok.com/@501awani/video/7649994384120778004,neutral,2026-06-11 06:49:15+00:00,0,0,0,0,0.5,0,,https://www.tiktok.com/@501awani/video/7649994384120778004,7649994384120778004,fadzil.abdullah8,0.0,neutral,0.8063868880271912,english,Mixed/Urban,love,0.159363180398941,0.1185992807149887,0.1277046650648117,0.0732853934168815,0.2635512948036194,0.0928927138447761,,,
tiktok,post,7441476765089926416,SPR VS PEJABAT PILIHAN RAYA NEGERI APA BEZANYA? #ppn9crew,https://www.tiktok.com/@sprnsembilan/video/7441476765089926416,neutral,2026-06-11 18:02:52.754404+00:00,51,27,18,2951,0.5,125,161.951,,,,,neutral,0.8695573806762695,english,Mixed/Urban,no_clear_emotion,0.0515139140188694,0.037667192518711,0.0810166075825691,0.031128579750657,0.2089525759220123,0.058385781943798,,,
tiktok,post,7648111059634507028,"PRN NEGERI SEMBILAN SPR TERIMA PEMAKLUMAN RASMI PEMBUBARAN DEWAN NEGERI

'Yang sahih di RTM'
#RTM #BeritaRTM #MalaysiaMadani #TaatSetia #BersamaMALAYSIAKU #RancakkanMADANI #MADANIBekerja",https://www.tiktok.com/@beritartm/video/7648111059634507028,positive,2026-06-11 18:02:55.500591+00:00,114,4,1,10800,0.9932234883308412,227,135.8,,,,,positive,0.9774116277694702,malay,Malay/Bumiputera,no_clear_emotion,0.0706835091114044,0.0584282502532005,0.1041809618473053,0.0437285862863063,0.1521782577037811,0.0607018209993839,,,
tiktok,comment,7648123024029877010,Sah ke tak sebab tak dapat perkenan undang yg 4?,https://www.tiktok.com/@beritartm/video/7648111059634507028,negative,2026-06-06 03:43:38+00:00,0,0,0,0,0.0005757808685302,0,,https://www.tiktok.com/@beritartm/video/7648111059634507028,7648111059634507028,mista5zul,0.0,negative,0.9980807304382324,malay,Malay/Bumiputera,fear,0.0513242818415164,0.6190428137779236,0.0190696902573108,0.0727613121271133,0.0115871103480458,0.1923279017210006,,,
tiktok,post,7544301936036695304,"SELAMAT HARI 
KEBANGSAAN KE-68🇲🇾
Buat semua rakyat Malaysia .. 
31 OGOS 2025 ini, marilah kita sama-sama menyambut Hari yang bersejarah ini .. 🌺

& Jangan lupa Jumpa kami #ppn9crew , di AEON MALL SEREMBAN 2 .. jika nak buat tukar alamat Mengundi ya , dll.

#ppn9crew #negerisembilan",https://www.tiktok.com/@sprnsembilan/video/7544301936036695304,negative,2026-06-11 18:02:55.169607+00:00,13,16,0,341,0.000668978691101,32,45.341,,,,,negative,0.9977700710296632,malay,Malay/Bumiputera,happy,0.0390584357082843,0.0344591215252876,0.4113171696662903,0.0233119167387485,0.3966554999351501,0.0216032210737466,,,
tiktok,post,7649664756982222088,"PRN Johor, Negeri Sembilan: SPR adakan mesyuarat khas Jumaat ini | 15 MINIT TERKINI MMTV 10 JUN 2026  #15minitmmtv #utusanonline #kosmoonline #mmtv #berita #relevan #mutakhir",https://www.tiktok.com/@mediamuliatv/video/7649664756982222088,neutral,2026-06-11 18:02:53.112602+00:00,35,1,0,1419,0.5,50,38.419,,,,,neutral,0.9948688745498656,malay,Malay/Bumiputera,no_clear_emotion,0.03463776409626,0.0177560187876224,0.0642169862985611,0.0208082683384418,0.1093835830688476,0.0267432071268558,,,
tiktok,post,7516067885589040389,Proses terjadinya GOL dari Aminnudin PSMP LAMBANGGELUN #sepakbola #tarkamsepakbola #tarkampekalongan,https://www.tiktok.com/@prima.ery11/video/7516067885589040389,neutral,2026-06-11 17:54:32.880253+00:00,151,11,16,21600,0.5,394,242.6,,,,,neutral,0.8321272134780884,english,Mixed/Urban,no_clear_emotion,0.063753105700016,0.0335001051425933,0.0787752121686935,0.0230253618210554,0.0788837298750877,0.0361863486468791,,,
tiktok,post,7378934511436057862,"#ustadAminuddinhasbulloh 
#ustadAmin 
#ustadkotabekasi 
#ustadjatikramat",https://www.tiktok.com/@nita_al_amin/video/7378934511436057862,positive,2026-06-11 17:54:33.442434+00:00,16,2,0,8110,0.8414207890629768,99,28.11,,,,,positive,0.4714026302099228,multilingual,Unknown,love,0.131800040602684,0.0466397516429424,0.0905248373746872,0.0519331730902195,0.503684937953949,0.0318421237170696,,,
tiktok,post,7649369109167099143,"Macam-macam isu dok jadi la ni kan na? Lepas ni apa? 

Jom pakat mai ke Pelancaran Jentera Pilihanraya PAS Kedah
Jumaat, 12 Jun 2026
Kompleks PAS Kedah.

Mula pukul 5 petang hingga 12 malam.",https://www.tiktok.com/@sanusimdnor/video/7649369109167099143,neutral,2026-06-11 18:06:44.986856+00:00,5669,303,208,40500,0.5,6585,6939.5,,,,,neutral,0.883452832698822,english,Mixed/Urban,no_clear_emotion,0.0320327170193195,0.0137530090287327,0.0358307659626007,0.0108170676976442,0.0510393418371677,0.02031079120934,,,
tiktok,comment,7650043489569112840,org nak maju bukan nak mundur,https://www.tiktok.com/@sanusimdnor/video/7649369109167099143,neutral,2026-06-11 07:56:04+00:00,1,0,7,0,0.5,15,,https://www.tiktok.com/@sanusimdnor/video/7649369109167099143,7649369109167099143,fikriyeye6,0.0,neutral,0.868148684501648,english,Mixed/Urban,no_clear_emotion,0.0532634854316711,0.024149864912033,0.1377638727426529,0.0174949876964092,0.2783710658550262,0.0188667215406894,,,
tiktok,comment,7650060723993002760,Nak maju zaman firaun lagi maju pokcik oi,https://www.tiktok.com/@sanusimdnor/video/7649369109167099143,neutral,2026-06-11 09:02:51+00:00,5,0,0,0,0.5,5,,https://www.tiktok.com/@sanusimdnor/video/7649369109167099143,7649369109167099143,isuwaharimoto_313,0.0,neutral,0.8618438243865967,english,Mixed/Urban,surprise,0.0089291529729962,0.0543073080480098,0.0182631574571132,0.0267559401690959,0.0372794792056083,0.8047711849212646,,,
tiktok,post,7649006413431278865,"Antara pimpinan PAS yang hadir dalam Mesyuarat Ahli Jawatankuasa PAS Pusat di Ibu Pejabat PAS, Jalan Raja Laut. Mesyuarat dijangka membincangkan mengenai persediaan menghadapi Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan serta hala tuju kerjasama bersama BERSATU.",https://www.tiktok.com/@buletintv3/video/7649006413431278865,positive,2026-06-11 18:06:46.975425+00:00,1234,24,42,50400,0.9551437377929688,1804,1458.4,,,,,positive,0.8504791259765625,malay,Malay/Bumiputera,no_clear_emotion,0.0758744701743125,0.0705004930496215,0.1742912232875824,0.017356364056468,0.037942536175251,0.0319171436131,,,
tiktok,comment,7649008077202539285,MOGA pas solo,https://www.tiktok.com/@buletintv3/video/7649006413431278865,positive,2026-06-08 12:58:03+00:00,32,0,2,0,0.8860268816351891,36,,https://www.tiktok.com/@buletintv3/video/7649006413431278865,7649006413431278865,ntahapapntahlah,0.0,positive,0.6200896054506302,multilingual,Unknown,love,0.1805958896875381,0.0961664319038391,0.1291502565145492,0.0668514966964721,0.2943834364414215,0.0537995621562004,,,
tiktok,comment,7649015030457008916,InsyaAllah d persada dunia..,https://www.tiktok.com/@buletintv3/video/7649006413431278865,negative,2026-06-08 13:25:01+00:00,30,0,6,0,0.1670314595103263,42,,https://www.tiktok.com/@buletintv3/video/7649006413431278865,7649006413431278865,kandateruna,0.0,negative,0.443228468298912,multilingual,Unknown,happy,0.038579061627388,0.041817832738161,0.3482470512390136,0.0107040982693433,0.2186932414770126,0.0223709773272275,,,
tiktok,post,7647802905533173012,"Pas sasar tambah kerusi di Negeri Sembilan, manfaatkan kawasan majoriti 'tipis'

Pas yakin mampu menambah penguasaan kerusi pada Pilihan Raya Negeri (PRN) Negeri Sembilan berdasarkan rekod kemenangan lalu serta analisis terhadap kawasan-kawasan yang mencatatkan majoriti tipis.

​Presidennya, Tan Sri Abdul Hadi Awang berkata, parti itu sememangnya sudah bersiap sedia untuk bertanding dan meletakkan sasaran bagi melebarkan pengaruhnya di negeri tersebut.

#SinarHarian #BeritaSemasa #PRNNS #Pas #Politik",https://www.tiktok.com/@sinarharianonline/video/7647802905533173012,neutral,2026-06-11 18:06:45.841053+00:00,577,19,65,22100,0.5,882,832.1,,,,,neutral,0.989535927772522,malay,Malay/Bumiputera,happy,0.0272085648030042,0.0733022019267082,0.7562333345413208,0.0076339826919138,0.0354035794734954,0.0214657858014106,,,
tiktok,comment,7647818027057120020,[Sticker] pas akan menang besar,https://www.tiktok.com/@sinarharianonline/video/7647802905533173012,negative,2026-06-05 08:00:14+00:00,15,0,1,0,0.1377145707607269,17,,https://www.tiktok.com/@sinarharianonline/video/7647802905533173012,7647802905533173012,waniskandar2016,0.0,negative,0.5409514307975769,multilingual,Unknown,happy,0.0291038621217012,0.0294375512748956,0.5421695113182068,0.011132656596601,0.2194371074438095,0.0259317774325609,,,
tiktok,post,7648985975447801108,"Umno's Negeri Sembilan plot, Bersatu's U-turn and PAS's silence?

#FMTNews #fyp #NewsAtTiktok #TrendingNewsMalaysia #FMTEng",https://www.tiktok.com/@freemalaysiatoday/video/7648985975447801108,negative,2026-06-11 18:06:45.269060+00:00,265,98,22,15400,0.1084536418318748,539,542.4,,,,,negative,0.6384878605604172,multilingual,Unknown,no_clear_emotion,0.0798186212778091,0.0181218665093183,0.0805944427847862,0.033224944025278,0.34566131234169,0.0240284278988838,,,
tiktok,comment,7649020133756945153,why blame DAP,https://www.tiktok.com/@freemalaysiatoday/video/7648985975447801108,negative,2026-06-08 13:45:21+00:00,11,0,3,0,0.12161685526371,17,,https://www.tiktok.com/@freemalaysiatoday/video/7648985975447801108,7648985975447801108,snaifoo,0.0,negative,0.5946104824542999,multilingual,Unknown,love,0.1368097215890884,0.062542624771595,0.1406946629285812,0.0636546984314918,0.2847874760627746,0.0525681339204311,,,
tiktok,comment,7649039651604972306,at last the truth reveal.,https://www.tiktok.com/@freemalaysiatoday/video/7648985975447801108,neutral,2026-06-08 15:00:37+00:00,8,0,0,0,0.5,8,,https://www.tiktok.com/@freemalaysiatoday/video/7648985975447801108,7648985975447801108,penangharia7,0.0,neutral,0.7857382893562317,english,Mixed/Urban,no_clear_emotion,0.0467056185007095,0.0395520888268947,0.2749495208263397,0.0190957728773355,0.1165644526481628,0.0376279577612876,,,
tiktok,post,7650077364914965781,"Ketua Pemuda DAP Woo Kah Leong mempertahankan dakwaan bahawa Timbalan Presiden Umno Mohamad Hasan terlibat dalam percubaan untuk menumbangkan kerajaan Negeri Sembilan.  

Beliau merujuk kepada surat didakwa bocor daripada Presiden Bersatu, Muhyiddin Yassin kepada pemimpin PAS.

Sumber video: https://youtu.be/2Bu1V6j49-Y

#malaysiakini #malaysianpolitics #fyp #KetuaPemuda #DAP #WooKahLeong #mempertahankan #dakwaan #TimbalanPresiden #Umno #MohamadHasan #terlibat #percubaan #kerajaan #NegeriSembilan #surat #bocor #Bersatu #MuhyiddinYassin #pemimpin #PAS",https://www.tiktok.com/@malaysia_kini/video/7650077364914965781,negative,2026-06-11 18:06:46.120641+00:00,296,43,16,26100,0.0004843354225158,616,456.1,,,,,negative,0.9983855485916138,malay,Malay/Bumiputera,no_clear_emotion,0.1579105406999588,0.0327176861464977,0.0877239927649498,0.0425663515925407,0.1411976665258407,0.0366451442241668,,,
tiktok,comment,7650111035890631431,ok. baik,https://www.tiktok.com/@malaysia_kini/video/7650077364914965781,positive,2026-06-11 12:18:09+00:00,1,0,0,0,0.844727773964405,1,,https://www.tiktok.com/@malaysia_kini/video/7650077364914965781,7650077364914965781,baharomismail8,0.0,positive,0.4824259132146835,multilingual,Unknown,love,0.1827763766050338,0.084925353527069,0.1082644984126091,0.0701866000890731,0.2564140856266022,0.064535766839981,,,
tiktok,comment,7650108910132544263,ok lah tu.,https://www.tiktok.com/@malaysia_kini/video/7650077364914965781,negative,2026-06-11 12:12:59+00:00,2,0,0,0,0.1621656730771064,2,,https://www.tiktok.com/@malaysia_kini/video/7650077364914965781,7650077364914965781,zali1968,0.0,negative,0.4594477564096451,multilingual,Unknown,love,0.1543025523424148,0.0768889635801315,0.1157890185713768,0.0455842018127441,0.310200572013855,0.0378079861402511,,,
tiktok,post,7648118302849486101,Muafakat Nasional 2.0 boleh dimulakan di Johor dan N9. Tok Mat jadi Pengerusi Perhubungan Negeri. DS Jalal Posterboy. #UMNO #barisannasional #PAS #NegeriSembilan #Johor,https://www.tiktok.com/@azrulabuhassan/video/7648118302849486101,neutral,2026-06-11 18:06:46.679887+00:00,290,21,33,16800,0.5,512,447.8,,,,,neutral,0.9977042078971864,malay,Malay/Bumiputera,no_clear_emotion,0.0345038585364818,0.012903556227684,0.0752172768115997,0.0196547843515872,0.1698032319545745,0.0271673649549484,,,
tiktok,comment,7648142629926961940,saya anak jati n9 memang berharap umno dan PAS ujudkan semula MN di N9 .,https://www.tiktok.com/@azrulabuhassan/video/7648118302849486101,negative,2026-06-06 04:59:51+00:00,12,0,4,0,0.0004813492298126,20,,https://www.tiktok.com/@azrulabuhassan/video/7648118302849486101,7648118302849486101,isa68079,0.0,negative,0.9983955025672911,malay,Malay/Bumiputera,love,0.0251473151147365,0.0376601479947567,0.1051774099469184,0.0198395363986492,0.7613056898117065,0.0264083575457334,,,
tiktok,comment,7648227402863379220,aamiin,https://www.tiktok.com/@azrulabuhassan/video/7648118302849486101,neutral,2026-06-06 10:28:47+00:00,0,0,0,0,0.5,0,,https://www.tiktok.com/@azrulabuhassan/video/7648118302849486101,7648118302849486101,azrulabuhassan,0.0,neutral,0.6313508152961731,english,Mixed/Urban,love,0.1766241043806076,0.1327309608459472,0.097702533006668,0.0786862969398498,0.1999362260103225,0.1196359917521476,,,
tiktok,comment,7650051357278290709,insyaallah Ustad Rosmin.,https://www.tiktok.com/@rosminadam/video/7650045220607839508,neutral,2026-06-11 08:32:55+00:00,0,0,0,0,0.5,0,,https://www.tiktok.com/@rosminadam/video/7650045220607839508,7650045220607839508,fhfofjsjfofj,0.0,neutral,0.6466907858848572,english,Mixed/Urban,love,0.0549329072237014,0.0410854183137416,0.1655061095952987,0.0227971673011779,0.4382055699825287,0.0383294261991977,,,
facebook,post,1517617590406341,"Pengarah Pilihan Raya Pemuda Pas Pusat, Dr Tengku Muhammad Fakhruddin Tengku Muhammad Fauzi berkata, parti itu akan mengekalkan kerusi yang ditandingi sebelum ini, namun turut melihat peluang untuk bertanding di beberapa kerusi tambahan yang dirasakan mempunyai potensi kemenangan.",https://www.facebook.com/sinarharian/posts/pfbid041eQyQhw9mSU8VeeQwPHuJSxtLdXu84VhWe3qjYfm1VSpxiNxweBBSeS2zhW7bhml,positive,2026-06-05 09:09:14+00:00,0,0,35,0,0.999346113204956,35,105.0,,,,,positive,0.9978203773498536,malay,Malay/Bumiputera,happy,0.0290856175124645,0.0952534526586532,0.5564574003219604,0.0138506926596164,0.0518264696002006,0.0851661562919616,,,
facebook,comment,Y29tbWVudDoxNTE3NjE3NTkwNDA2MzQxXzk1NjcxNDY1NDAzNDQxOA==,tak cukup kerusi mai saya tambah,,negative,2026-06-05 09:25:25+00:00,2,0,0,0,0.087782272696495,2,,https://www.facebook.com/sinarharian/posts/pfbid041eQyQhw9mSU8VeeQwPHuJSxtLdXu84VhWe3qjYfm1VSpxiNxweBBSeS2zhW7bhml,pfbid041eQyQhw9mSU8VeeQwPHuJSxtLdXu84VhWe3qjYfm1VSpxiNxweBBSeS2zhW7bhml,Mohd Noh Hakim,0.0,negative,0.7073924243450165,multilingual,Unknown,happy,0.0519195608794689,0.1129733026027679,0.4290262162685394,0.0318103805184364,0.2735400795936584,0.0260926894843578,,,
facebook,comment,Y29tbWVudDoxNTE3NjE3NTkwNDA2MzQxXzEwMDg1OTU0OTg0MTY4MDU=,"100 kerusi cukup,klu tak cukup 1000 cukup?",,neutral,2026-06-05 09:15:29+00:00,4,0,1,0,0.5,6,,https://www.facebook.com/sinarharian/posts/pfbid041eQyQhw9mSU8VeeQwPHuJSxtLdXu84VhWe3qjYfm1VSpxiNxweBBSeS2zhW7bhml,pfbid041eQyQhw9mSU8VeeQwPHuJSxtLdXu84VhWe3qjYfm1VSpxiNxweBBSeS2zhW7bhml,Azimar Rizal,0.0,neutral,0.8749276995658875,english,Mixed/Urban,fear,0.0774403661489486,0.4328271746635437,0.010629660449922,0.1807143986225128,0.0309345033019781,0.2234494090080261,,,
