Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID,Jenis_Suara
news,post,b0cb26da9ec8f06f,YEEDI Delivers Lowest-Ever Pricing on Self-Cleaning Roller Mop Robot Vacuums With Early Prime Day Deals. YEEDI Delivers Lowest-Ever Pricing on Self-Cleaning Roller Mop Robot Vacuums With Early Prime Day Deals&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPVkNyOUVPVVJMYVRzWk1hdVRtTG9keEFQMUJQakxobEc0cWFNdzg0b181aVVNZVdWZXVRZjRMd3Y5NUU5ck16U191Nld0TGUyOGwxdTJjRjlZZnNiWTRIR2RpaWgtVjVIMjRWOFN5NFdocWY3bTFsVmxhWlBKbmFibF92Z3hmaG5PNzVCTTBDMzh6NHVDMWVFcVk3SF95YUdPYXd6ZUVULVd2MUltNUNaNkNXa1BXZVRkZURMVFltRFZqa3pwcXp4cGM2MGt2RjNxOUVKVEh0SUpfUUl5UTIzb1dMNDA3Y19Z?oc=5,,2026-06-13T05:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,74fb9133652ee2c7,We Mean Business Coalition: New polling shows overwhelming global business support for clean electrification amid fossil fuel volatility. We Mean Business Coalition: New polling shows overwhelming global business support for clean electrification amid fossil fuel volatility&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMikwJBVV95cUxOT1BGNmkwQ0NWM2NFMXlsMFVnTGpNUlBGbW1FNWJDV08xdVVQS0VrZWJnTENnM2JKZ2NXS3hqeDNoX0Z5UWNZR0g2VDJDVVlLQ0FOREd2RFFFeDRKRUZyRzZ0djNXY29FX3V1QnNFVC1fdk5oYXAzMHRPbTRJUzlUWVVtVWJISDFwd1lUSnVXcWx3aWc1dWNmLVNBSXdJZl9YbzJ2YmR0RVMwU3czd2tJY3VPMVBfeDJMa1BGZEUyWU9CY2FQdGNLZEdybUNiZW02bjdHUko5b0NwbDBHVXZwb1JSaHZ3Y0I3X3NJRUVaVklLNHlVbDZ0a2hwdWFyRWl6Rkdlb0JTUHV6OWh6VjFqM1R0SQ?oc=5,,2026-06-14T21:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,2724191beaac4fb7,GMI Cloud and Magna AI Partner to Expand Global Sovereign AI Infrastructure. GMI Cloud and Magna AI Partner to Expand Global Sovereign AI Infrastructure&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQWjNld3ctWHhoVktuM3lRZVZacXdsQTB2czVoOHBldlEzMnpFeXJZTFRMWGlHcUtwSFpqZDZ6dWYtNGFsU1NQU3FsSTNtSFhUazRYWU1nSzhyMVlnX2gyRGw2cDlTdTJPT2c1RUROR3VyMzBIcFJvVTRkc0NyWHZucHdzeW95aEFvM2xNZzkxaTVSNGQwSWZHU3AtdXA1M3FJbjRXRWliQ3I3SWlyQ1pTUTJSTDdEejhJZU1hRmZGdzI3RkE?oc=5,,2026-06-11T00:37:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,a668ffacc52abdab,The Work No One Sees: Marc ter Stegen and ANTHBOT Highlight Consistency Behind Performance Ahead of New TV Campaign. The Work No One Sees: Marc ter Stegen and ANTHBOT Highlight Consistency Behind Performance Ahead of New TV Campaign&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi9wFBVV95cUxNZklvZFlkVzBoSkNPZU5wclFhaHRyVjNHdFl3NUYzOXhFcThfR3F2VndUaEF2ckZuampGbnR6TWFtZVFqVld0cUhZT1VmSmFHTnZTRzVlbEd2UnNub1BRUHBDeF9rRlRMZTk1U2hLR0RJWWpwdjl4ZW5wQTlPTWpDWk1YT2RLVWlhYjFTbWFPM2R0UXIyamRhVlk2Z1dPVVZIQW4zYW04b3RpdGwzMkU5ZWh6ejBKSHhZN1o1V08yQUNKOEZmUFMzVFRDYTN1TUk3eGZjb2RyMUpaWlF0ZU8zTGJiUFRCT1Zrc0hVbzlzcE5yajlXbklz?oc=5,,2026-06-09T23:17:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,9027f8f3405469ce,Servier and n-Lorem Foundation join forces to advance research in rare neurodevelopmental disorders. Servier and n-Lorem Foundation join forces to advance research in rare neurodevelopmental disorders&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOdHp3VzRlQ1B3RUZ2eWI1bWUtMV9Nb18xVUxvMGJtekl2QW9XTXY2a0VNZV92b1J1d2Qtbkh2OG55SW5iaktoYklhVGszcWx1cnBiSU9IV2JzcnBQc0RveTFrNlhGZEdzY1dmVnhLUUYxM1NlVVpPLWlSdUNZZ1RidGhndmJfNkFvd05ITnl5RTNXT0o5VElyMWE4UGFkM3I5ZDVLcG1ZSm91Z3V2WGZMcEQ4OTlYZFdMTFl2aFhnbmVZRG1uaFByYkQ1RHNGaVVSNnQyZXRhc0VCaDRRa3VxTmszbw?oc=5,,2026-06-10T00:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,0844c730503dbc74,Hisense RGB-themed pop-up event lights up the new landmark of FIFA World Cup 2026™. Hisense RGB-themed pop-up event lights up the new landmark of FIFA World Cup 2026™&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMiywFBVV95cUxPRVFRVUVIZG5RUWpQYl9UN1lqX1dMWWc0U2k0WU0tQmd2MzFFZHlpT0Utc0o4d0ItVUQ5YlVSeHBlcFdZbzNnTTRRVTQtQUEzYXdQZzh0RDBzUXZqZHlFT08wV1VmSDRLZ3pkRE04aUp1Nmg3N3hxalR1dDZieFVJamhtUWFlZm9QMVhIYW9NLWhMLU5BUmlCaDhGS3lQVlh5cTRJb3VlcS1fbXF0QnRlYWpHSENrbmFlTV9NY3BXMld2RWp2WDVRVEUyaw?oc=5,,2026-06-11T21:30:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,2525a4655ea4267a,Speediance Becomes Official Smart Fitness Equipment Partner of ATHX. Speediance Becomes Official Smart Fitness Equipment Partner of ATHX&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPNks1eFVjZExRTXM1RFl1NlJlNFRBc3VnSUg0cmlBTW8xLWJyRzlyOHBTY3pwaWdrVzlUYnpzWVdSVkpDUWdsa2gwYVJDbGFsWGdZcDFNNXBSS3lHdnllMF9jc3l3QU5uM0RUMXFlTjIxdktMN0pBUjdHQWczOFcwQ1pVOTJiSHZqV2Ftek5yZm1ZYWVXN2pJTWhHWEEwZ2dIR1cxNUdxMWNMaWZkYzNrdFRORExRcG4w?oc=5,,2026-06-14T22:20:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,46f816a7f110063a,VARON Encourages Oxygen Users to Enjoy Soccer Season with Confidence at Home and On the Go. VARON Encourages Oxygen Users to Enjoy Soccer Season with Confidence at Home and On the Go&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNMkRiamZHQmhoaXNfY0hBT05zVUJ0dVNXczgwbHFsYlUtMXFINTdOdlc5V1VzMVlpVl9YV3VTOXpqMlVkRWRKSVF6bGc1YnVJUUFFWEI1bmIyRHJqQWVnRlEtZjYzN3JLWWpzVzhuYm9FdmV5Rm8zTTRRN1VEY051N1R1dnJ3TFVtei1QRjVkMnJiT1cwS3pvcW41MWdqRVI5OEF4VjJGZ2RZWE1IX3Z0TVRVNGhKN1RsY1RIWktHZjVQbmZCTkI3c3p4Q2d5WS1NMVdxZExmYw?oc=5,,2026-06-14T21:40:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,40fecd54f5f931bd,Kingworld Medicines Group (01110.HK) Signs MOU to Pursue Exclusive Distribution Rights for Two Lingnan Formula Products. Kingworld Medicines Group (01110.HK) Signs MOU to Pursue Exclusive Distribution Rights for Two Lingnan Formula Products&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi-wFBVV95cUxOa2xOR2wtbllxYXZIR0RTa2FwZkdYTnlDTG1WbURDTVZybS16ajJ1cTdsei1SWm9BMkFVekd4Q0FhZkRXREZ3eEJQX2Vadkw1RVl6WUFIVUY0V3A0UXlCbjlCWUc3SmRzbmNxQm84aEMyTVQ1YXAycjMzVUNzV3J0UVB5Zngzc2J0WHp3RmJZMDI0TXlUVUVNWThtaXJRa0NfR3A5T0VObXVhQl9XTDFubmFtWlZxTmxQeE1pczhYTlVoYVkwLXNiTmtXMU1UM21BeEJrSXc2WVgyOWhSRjhvbVViTHJyY1FwMU92RTlsQmtLN01zMEE3WWxjYw?oc=5,,2026-06-14T21:08:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,ed48a0d4e1c98f67,"X Square Robot Open-Sources XRZero-G0 to Scale Robot Learning with Interfaces, Data Quality and Ratios. X Square Robot Open-Sources XRZero-G0 to Scale Robot Learning with Interfaces, Data Quality and Ratios&nbsp;&nbsp;Utusan Malaysia",https://news.google.com/rss/articles/CBMi5gFBVV95cUxORkJVWVJyMTBFS2xsMG8zWF9uYm44MjRmOFNKTjIwZ2hQS0w3TUxZSFNVLVh1NGw0cjIyV3poMTcxX28xXzY2RHVFWDNuX3R5SU5HOG1Fb0o0SWZweGtTSHRPTzlWTjdxZmNzV0hfYmZvcHQ3b3pmcmU1OTVPajdSWHBnTEJZanRfNmQ0V0MwWlFiQVZPNEZaVVBNUi1DcF9vOXduQTYzNDBVMGU2Tl82ZENCQVQtdGk2SEtlWURKZXJzM2o2SGZWVTFlTHZaSUV2WHdPNjZfOGwxaU1wZlZBV2FqR1BpZw?oc=5,,2026-06-09T21:37:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,6ede1fc154eaa4b7,BONHAMS HONG KONG SETS NEW WORLD AUCTION RECORD FOR A BOTTLE OF JAPANESE WHISKY. BONHAMS HONG KONG SETS NEW WORLD AUCTION RECORD FOR A BOTTLE OF JAPANESE WHISKY&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOSFJUaFJidzRPLVhQUXFpek1lbEFWWkcydE54bTBsVi16Z25TbUhZV2lWZ3V3Rlg1bjlmNkhwZE5nQUdaZlltSzNVMUNqdU96dXl6WEtmeGY1WGRXWURoLWhwNkM5UUZGLXNnNlc0aXdTTzVNaDB3WURwUU9tNTBSQ1RHVFpRU2hXWEJDcS12NXAzYktoTEdVZzRqY094cWZpeFVwaFdBYzJtbFBJQ3gxalhxNHBJTlJEYjQ0RUM1SWxGeTY5elhJbg?oc=5,,2026-06-14T22:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,55c4a48cc86358d3,"InCorp Hong Kong Completes Rebrand to Ascentium Hong Kong, Delivering an Enhanced Client Experience. InCorp Hong Kong Completes Rebrand to Ascentium Hong Kong, Delivering an Enhanced Client Experience&nbsp;&nbsp;Utusan Malaysia",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNWjhXcE14M25aV2wxSWwwTzVmaW51dFhSc05FNHFsZEZSTFVDMlBHV2dwX3NZdGhhNXhnODYxaTdqVVNsYXFLSTV4Ti1lM041M1FuS1pSckxLdHd3OElEd0ZRRjh6THA0c1hKVkplc1plSTZlY2hTdUtza3FoRkhJR002ZGk3UUJWcWN0QmJHVUVoazVXX3FuOGxCQ1YtaGRRWXRDazdTT1huaGdfWE5UQ2lyVmZZV2xzMDBXWXBXUW9jY0J4RE5mUHdKa0hYa0hHWlBTQ1kwR1c2TDBsNDNNMkZn?oc=5,,2026-06-03T07:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,c78bef43075cf7b3,"TXOne Networks' Nasser Zayour on Why Execution, Not Visibility, Will Define the Next Phase of OT Security. TXOne Networks' Nasser Zayour on Why Execution, Not Visibility, Will Define the Next Phase of OT Security&nbsp;&nbsp;Utusan Malaysia",https://news.google.com/rss/articles/CBMi5wFBVV95cUxNTnduTkVkUWxjenRJY3ZZYkJHcnVEaDBEOFVrTVlfRDFDUVJqZWJ4ZUNpY0hEOVdFX2tITHRDRHBZSkVGZXN1a0hmM3BLODRtczlGdy1hU0RaSDlkMm5vQ0hSbWpnSndhR3VjZzd0ZDlXdlhna0dMWXVaZFlnelpmRW14Z1h4Qlk0bDN0c3lydXBNTGxSUHUzNHpWZHZEV3N4OHhWWGh2UGRyV3RCTnc3ZDZHb09XMUdvSVNXb0QtWV8yY0tRYllNUHJuMHZCbEJ3allCeGRLODR1eE9NMkRPejFlWEF4bkU?oc=5,,2026-05-27T07:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,b8cafb58b6404e14,"GIGABYTE Opens COMPUTEX 2026 with ENTER INFINITY, Where AI, Gaming, and PC Innovation Unite. GIGABYTE Opens COMPUTEX 2026 with ENTER INFINITY, Where AI, Gaming, and PC Innovation Unite&nbsp;&nbsp;Utusan Malaysia",https://news.google.com/rss/articles/CBMi1AFBVV95cUxNZ2piWGdpYUIxVEw4eG9ZUmJzTnRMT3hYcGhjVFdja3loWmpCXzV4ejVWS2d6ekpvUzc3OG8tZHRlMENIWXJlTS13N2RMV0NSM1ZjN0ZkZF9fNkxwRVBrUlZiQzA5MHFWV3R5Sm91UGNlWVczcE5ZVlVrYlBaSzBSaDl6V2RENW1GUGlCT2JlWV84QlFHOS1qdXNsM01oWHRqdU1vcDk5ZWk2Ri02V2xvNks1djVYQU5qbzNLS3Raa2llOHFjTmpwTDlRSUI3Z3IzREJ2aA?oc=5,,2026-06-02T07:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,a0a9d096525bc66f,"INVT Unveils ""Smart + Net-Zero"" Strategy and New Product Portfolio at 2026 Global Launch Event. INVT Unveils ""Smart + Net-Zero"" Strategy and New Product Portfolio at 2026 Global Launch Event&nbsp;&nbsp;Utusan Malaysia",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQWS1FUGkxSnFHX1N2NWZmWWtERC11OU8wRFB3Q0oyUUJSMHBub2llTHNDT21qWWdfRXBUV1Y5SzJKSm9PMUcyUmo5SUJOa0ZGX0tWY1pZbFM5MjhtTjBiMVoxMVZJU2Y1WHUyNkdNbFBRdmQwNjVBZVZic2M4RTJITHdvcEM5NUg1aE5XcGstMzVqb1hfNlUwY24zN0p5UzJpdGRNWXZfSF9YaGJXV1UwOWZPblFFOUdsWGVpZGdFdGE2TEVvWDhYdTlPcTlZMkJVOXNwZldmSQ?oc=5,,2026-06-08T00:43:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,11ddc82eb52862f6,Nexeon Welcomes Honda as a Strategic Investor. Nexeon Welcomes Honda as a Strategic Investor&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMimwFBVV95cUxPdFdHQ3MwTEhZUU1TeDZ5b3BuWlc5aklRLVlpM3BGOFN6eUFiQ0M2ZXhIZjZHY25wRXJ5bkRzZUtJaUxUR3ZvWmdtTnZxZG5vNVo1cVBXTnNpcThKVVJhRHBSSmpoTXBEMDhjSWUyX2Q2RHlXZ09zeThHWXp5RlhNZWx3OHdnUDNfSnpONkZ4a19INmJBOWFzTUtCZw?oc=5,,2026-05-27T23:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,99862aa92b505150,2026 World Football's Biggest Tournament Is Coming - Total Football VNG Now Officially Live in Malaysia. 2026 World Football's Biggest Tournament Is Coming - Total Football VNG Now Officially Live in Malaysia&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQWS1SWTF4dHpES29jb29IemJIMEdraXl6TXJKUmZ5ejZFUDNJX2loY2JpMVM1Q2t6VXBoUG1EU2RfSU5wTnprSi1Eb1VERUVVVjFiQS1fbW1qWGpOb3ZaM29RWnR1WVhyakRib2hiRl9YbnY2ODNzYVFvQTU5aGpmNU5hZzYzV3pXQTg3LWdZcDh0cTZwQjUzcE9EUzY5T203QzlWNmRiRTlaaHZzZURzOTVqekl3cGwzcXJCLTcwSElyMlhnUEQ3TTFwTHRoeHAxX2N3dnlfV2dReGc4QmZ0bTVCdG8?oc=5,,2026-05-29T07:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,df7426a87c9df719,"GAC Australia and Sydney FC Announce Partnership, Marking a Key Milestone in Australia. GAC Australia and Sydney FC Announce Partnership, Marking a Key Milestone in Australia&nbsp;&nbsp;Utusan Malaysia",https://news.google.com/rss/articles/CBMi0AFBVV95cUxPSFQxZFRQc2xVaGgtTkx6TGtrVENjYTNTQld4eVBiNkN3TUR4MXA0Z3gxOWZSTUFKWDNKbGZmSklHdnJBb3NVcGxvamlNank5RWd2eGZOZG1GZFhZbGpRdlVjdzM0Yjd2TENhNmdONDI3cHBVOHVETDFRcGE2V1QwRkIxMjZXanBsWllwYWNCY3dkTTlLS0x0RUV0TUhZdU9ZbnhKd0FkYVRxTkZaQ044UTFVal9XaUJ3dGw4MXJzYmtpck1CY0tqTXVRVVl2cGYy?oc=5,,2026-05-28T07:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,8bfb4d6c4d04def8,"Kes belasah pelajar perempuan hingga lebam, polis tahan 7 pelajar. Kes belasah pelajar perempuan hingga lebam, polis tahan 7 pelajar&nbsp;&nbsp;Berita Harian",https://news.google.com/rss/articles/CBMizAFBVV95cUxNaE1zWGpBR1NPS0ZUbkpqaGlsTjNaa2kxajlwNGJ6Qk5NUW1qcVlyUjdyNEJQRnVCT3MwQjdnenBnU0x2c3hkSVpLY29uZ2s5VFhxajNkNHBmWTZlZ1RUR29yTTFYVGpMLXZWOTRfVmt6dG5QSnZENFNRRkt2aC15amctZlhNTU5MZjk4QUpQRUVYbW1LTW9MQ1pSVzNIeDdUWXhncVJqWGR5aEN4WEtReTFxaE14dHJVbGlXbUFaT0lyMDJKSWcyNFh0VGXSAb8BQVVfeXFMTkJzZlo1bzVqY3dMeFl3bWRDT3ZSTEZLRU9qUE9Gajk1bjRGeG1iMEFYRThJN3N2MzZXYmxvUmZzQlB0YlUzU2lYVHp6bTVYLXRTV3BKdVVtNkpZS1QxX1ZmaUJYUEQ0R3JSdkM4T0JaUGNEZXdFOThpRmpXRGZmR291bFlHS0R0dno0bkFkaHpPXzJ2Znh0bjNZZXM5eUlqMGI1QXVkUnp4aDcxUkg2RFJCQXJETlM0NWtieWVtMWM?oc=5,,2026-05-28T07:00:00+00:00,0,0,0,0,0.0,0,MY4,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:bharian.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,05dea6a3a7c3d173,Untung bersih IJM Corp jatuh mendadak kepada RM3.24 juta. Untung bersih IJM Corp jatuh mendadak kepada RM3.24 juta&nbsp;&nbsp;Berita Harian,https://news.google.com/rss/articles/CBMitAFBVV95cUxOYjFmdU9BdTlocFVKdkV5SjBHN01VdERBbnNhNXJXb1llZVlPbzFWNmJFeU02TUZuWl9lWFNsSFN5cVlkVG1ZSHhxSnEyRmRMVl92MXZuT2JadDdpRmhfMkRZQ1dETWFGN2N3SjhwYV9WWUlvOU5peHhsUWxDR2lRRGdCdThnMmxpc1hPNjVBRzh1dXlaOUtIeUhxN1FXTEVoSVJnaWMxT0FmdE5xU1VaeVFTUjDSAboBQVVfeXFMUDFhQ09zY1A1aHJ1dkFPS3lTY2lTZUN6Q0FUMXFha2JsUUdacDJEM3Yyd3c3dk1peGJFUXNxd290Q1daMDE4Q1hhTjBrOVp6elVHRDZnX2hDZzRtbVR3NC1mXzZmVnZxSms2cUpHNkxsam8yRHZ6MkZrckZLUHpWdWhTLWpYYWlsVWFIY21YMUkydmYyMVNfaG5HTnJnemhyUXVBSTFCb3ZCTS1hdm1iS28yaG9KRkFjcE13?oc=5,,2026-05-28T07:00:00+00:00,0,0,0,0,0.0,0,MY4,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:bharian.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,fd63a11076331c92,"Bakar suar atas pikap di Bukit Bintang, rentang bendera angka 6.6: Polis siasat video tular, sedang kesan pelaku. Bakar suar atas pikap di Bukit Bintang, rentang bendera angka 6.6: Polis siasat video tular, sedang kesan pelaku&nbsp;&nbsp;Berita Harian",https://news.google.com/rss/articles/CBMiwAFBVV95cUxOYW1ZM2lxYkEyUkwwTEltUk14Nm00WlVuU2p2QVFLUlRScVNpbnJPcERXR3huWERjOHdpSTh4cW5tZWQ0Z1lWUWhwWlh3ZTJhcUExOW5xM2tuejRzZUowT3JwY3I5blBTOGtCbGVYcXF6empGenBESUQwZE5GT1VtLWxtNjVBa1JMZU9weEFwZXVMT3d0Uk1kSzNhUHJ4RXk2Q3I2cUNIbGgxRW1pX2ZsV2Rra1h5SVJOX3RoM0FTVVLSAcYBQVVfeXFMTWRvdGJaX1RUc0UyeFFudWZvMEx6ZEF2VUNmNE1LSXd0UXdGQWc5cTU1ZUVYTlViSHp2Y1ZZMnAxM2pYTzNnT0ZMTGFPUzE5X2pHY0ZHRmdQUnpLdnZ6S29sMi1ZbXhaRTB1aTdHTGNUU1RHVHdUMk94OHNWV1lzQndoTDlaMHJMRGVmeW8yV1E0V0FWMG1KNUltUWozQXJ0emQxeXRhTVNmMFpEYWo5T2RZTFotN3h1bnBYSnE5VEVyaUxlT0p3?oc=5,,2026-05-18T07:00:00+00:00,0,0,0,0,0.0,0,MY4,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:bharian.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,007355957713af1f,"Pemegang saham sokong cadangan jana RM42.1 juta, bangun Citaglobal Tower. Pemegang saham sokong cadangan jana RM42.1 juta, bangun Citaglobal Tower&nbsp;&nbsp;Berita Harian",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNU2NjT2RqT3NyOXdZeVZ4YW1aY2Vra2locVNpc1lDYUpJc0VQdUJtbE95UzNVX29Ed2U3Si1kbk5Cc25kMlpSa3NMeVJWdl9SUkVRQ081QXhwaFNoUi1KMWZoemhFd0xFLVk5V2VCZ0YzdHAxdHdRbF9OT090Z09JSWlmZUtvNTdwaDNiR1MtaHBRbGhUcm51bk9mVXFuTXF4R2I1MDBCMXNfYkN6eHA5dExGdG95U0xqQzZTVGdrdUbSAcYBQVVfeXFMUEkwQ0FIay0zNTFHMmEybHdtWnA1TmtNZXoyNjRTMG1FTFJINUdTUHFKc0Y5aFY0TnJ0bWRNdUpEcFpVUHJzSlFCSWhvNHRwRVhBX20tZmhUcVRpQm5PTzZFdy1WU2dIVHk3UHhmVUJYYnF2S2pzOW56YmlJWEV3bWM3ejEwdTF0OV9vcnRfSzRzclRMdnFKVDY3ci1ZU1NuQWF3Q3lBTDRGZV94VnRJSi0wTFUtZU93bjgyZWZyeE1XZTVWc21R?oc=5,,2026-06-08T08:48:31+00:00,0,0,0,0,0.0,0,MY4,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:bharian.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,eacea2db749ecc76,Remaja sesat daki Bukit Changkat Asa ditemui meninggal dunia. Remaja sesat daki Bukit Changkat Asa ditemui meninggal dunia&nbsp;&nbsp;Berita Harian,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQa2Z1NDJub0ctUEk5a2lKekNXZ2N1REd1RDNpamd0OENLZ3ZmcEMwdE9GOWVQZ1ltcXJwUFV2NXdYaWpwWWxDamk1UlBRVWJnaWFaTGRyNVd0ZnNUTzJqdHpvU1M4c0FsSU8yVUwybmZEdVkwNlJpbHhQWkRNNm1PRm5xeHZuLWdZbjlGbTBfMHF6blAzVlN3OEdPS0FFY3V2V1BNaUt3Mk5PaEhDci1xcG5aLXQtMzF3MW1J0gHAAUFVX3lxTE1FLXhfYnRISDBYX3B3cU9ZaVdKQ2l0aEVDREV1aUxHTDltWC16MXY5aTlWXy1LOFhKVXMwdzVod1RlTU1MUThScy1od3g4MjN3WXFnMm0xeUc3eGlIWHFSTmlBQjFsb2F1b2JNVjJWWkZaV2R1WGVZNU4xeEZ2R0owc1BMYWtPOHg2T2EyT1BPSVJDZldwMzc5RGExTDVPdHBpVGZ5X3p0M0dVcTU5cmlpbWJLVmVCb044clNIbDJZMA?oc=5,,2026-05-26T07:00:00+00:00,0,0,0,0,0.0,0,MY4,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:bharian.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
news,post,2c1d700361bf3d13,Rafizi - Sinar Harian. Rafizi - Sinar Harian&nbsp;&nbsp;Sinar Harian,https://news.google.com/rss/articles/CBMizgFBVV95cUxOcUlPM0plSVNwcmFCQk1vT1QwR2ZGOHc2MG1zR0RLLVFyRFVIZkJXbmJTUE0wQlNxeDctOVpyc0VtNlFiLXI2Mm5mN184Ukl4dmtUQ1hfMEpmUXpRbVdpdXpJUl9VU3B2VWNGRTFMSTctaHFmVGNyZ2N5YUROTlczZ3hDb09xZ2paQXltODRTaXB5OU1qNXVvajYzSGNMZHpCc1VDakNoWm1jNDFHNEpjaVhQLU04R1JZNDNqWHdrNzRIZFQzNFRMTmM1Z2pSZw?oc=5,,2026-06-15T08:50:39+00:00,0,0,0,0,0.0,0,MY5,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:sinarharian.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,,
