Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID
news,post,2d50795aa27b6640,SNAPSHOT | N Sembilan royal dispute continues in court; approved investments soar to over RM90b. SNAPSHOT | N Sembilan royal dispute continues in court; approved investments soar to over RM90b&nbsp;&nbsp;Malaysiakini,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1SRDFTTWozYnlDVUxSajdQel84MnluYkZaRV84SWlmT0gybEFDcGY3OFJvS3E4SVFhcDkyd1ljYmxFSFFGeGxlbV90cXpUWDRaM2c?oc=5,,2026-06-08T13:24:03+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,5e80aeaf0a3add44,"N Sembilan Harapan reps meet at MB's residence, fuel snap election talks. N Sembilan Harapan reps meet at MB's residence, fuel snap election talks&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5FVDMzUFVubHdDMFVkTTFKV01meVVLdUhOUUl4akpPX0ZGNXAwaklNM2hnYWpxckFFY1NRRlBhalM2X0FKTmpub1J4RmVpajFXVXc?oc=5,,2026-06-02T07:00:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,eed368fe664eefe9,Ceremony proclaiming Tunku Nadzaruddin as N Sembilan ruler invalid - palace. Ceremony proclaiming Tunku Nadzaruddin as N Sembilan ruler invalid - palace&nbsp;&nbsp;Malaysiakini,https://news.google.com/rss/articles/CBMiUkFVX3lxTE50aVY3TTBZWldjZy1yN1ZxWHpWeUhWVDBrNmkwR21rUFMyY09BUjV3QzZpb2NVVnNyRWVuMmFyVnRrcmJxbEpDRTdxT19jNzhQMlE?oc=5,,2026-06-09T13:57:06+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,3848320533528b76,"Tunku Nadzaruddin proclaimed as N Sembilan ruler, doubts raised on state assembly's dissolution. Tunku Nadzaruddin proclaimed as N Sembilan ruler, doubts raised on state assembly's dissolution&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5JVUIyWVJaYl9ZV0pRekt2NXNqbUd6UnVVb3RqLUUwczdhbUVSVzZBTW01VzFYTFN0UkhpZ3hvaGREMUc1YWR2OWtsNER3SWxPaHc?oc=5,,2026-06-05T06:31:34+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,9cc16b28ea82ca19,Experts urge status quo amid dispute over Negri Sembilan rulership. Experts urge status quo amid dispute over Negri Sembilan rulership&nbsp;&nbsp;The Star,https://news.google.com/rss/articles/CBMitwFBVV95cUxPdkNuZy15T0NFcEtabXp5ZnUtVzc0VDRTWHR1a1ZKSWRIVmFJdGZtVzVBeGNFTXRnT1FNb1hwOXl4dFo2MW1zSWt4LWZOOUdTdm5YV2t6czdIZF95SXpmbmxwbXEta1M0ZEJZQnY2RV91cGxCQXMxZ0NCQ0JsclpvcUloSkJESmJXd3c2SlNrYjRPYmUwc2hWM0FZNUlSZFp2M3l6d0YzWWFTZndVdzJzeUhJNkpfVE0?oc=5,,2026-06-06T11:03:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,e97d447b866cfd34,"Tanco, China Mobile eye potential development of 50MW data centre in Negeri Sembilan. Tanco, China Mobile eye potential development of 50MW data centre in Negeri Sembilan&nbsp;&nbsp;The Star",https://news.google.com/rss/articles/CBMi3AFBVV95cUxQSDlaeVExMHJYT3F6OGdRaFJNRFZVRktPcEVsV1B1bnJpSlpONlVYR0k1dEtsNTFPekdqLWN1N3o5aWVoVjVJWGkxMHk5UGZWNUN2OUh5b1M5M3pyM2VhQWROM2ExVlBLZEZnelVTZ0JiQy1XVEhQVFBtSVdxcFM5T1R2RmI4NXFBaExsdld1NVRucmExNzY2dlVNU0g3VDFpeC1jTzNCUmxtakFNY0pqRWhZbldyLV9HTFFveVRtemYyLVgzdzJYSEh3V1ZJSFFJd3pHN01OSVhBZm5B?oc=5,,2026-06-09T12:05:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,a369e80333155eb8,"If Johor assembly dissolves, N Sembilan will follow - Loke. If Johor assembly dissolves, N Sembilan will follow - Loke&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBqc0piNDR5aWdLR055WFVGU1JkTnM2cVY0ZENYQmdsSVJhT3I1MmR6WFhpc01CbXpHcDNtXzdhdlFmTERmcHN5MURwZm5ZWWJ4bFE?oc=5,,2026-05-17T07:00:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,5de11943ffdaf4ac,SNAPSHOT | BN to contest all 36 seats in N Sembilan; RM50m boost for TVET 2.0 programme. SNAPSHOT | BN to contest all 36 seats in N Sembilan; RM50m boost for TVET 2.0 programme&nbsp;&nbsp;Malaysiakini,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5MU0Q5OTlXVmNtbkdETWhIaDdVRTl2bVBfV2x1Z0ZjVW5xZFdkYlNYMEpZYnlyUlFydFU5c1pLdnBtbFZuek1DMHgzR25vZHd6RHc?oc=5,,2026-06-06T06:08:11+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,8f7261693f992174,"N Sembilan chieftains suspend council secretary, urge MB to take neutral stance. N Sembilan chieftains suspend council secretary, urge MB to take neutral stance&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9SQ1NiT0FYbXRUeFJiMTFjWklFMC00ZjdMOGF3V3ZQelJCMkE3NkZ4b2FqenJqVlQ4MGxWZmxSempUOHBzNUVTQU0zN0tNLUtFTnc?oc=5,,2026-05-29T07:00:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,5baa1874701d1e95,"Court freezes moves against N Sembilan royal council, orders status quo maintained. Court freezes moves against N Sembilan royal council, orders status quo maintained&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1adG5NX19PZHpTWW1sWWhYSG5jMWdsUl9RQXhkREZZOHRlTks5eUl1UHoxRXlfT0Y5UjdSdC04YWxEMFk3M0ViMTg2a1JoWWdWR0E?oc=5,,2026-06-05T07:30:25+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,6a51e274bedc9258,Tunku Zain proclaimed as Tunku Panglima Besar of Negri Sembilan. Tunku Zain proclaimed as Tunku Panglima Besar of Negri Sembilan&nbsp;&nbsp;The Star,https://news.google.com/rss/articles/CBMiswFBVV95cUxNQ1pMYmZscEx1S1lja1RFUV9mbF8wdWk4UWhyUUxPX3NjbEJNYnF1MmpsbWtMWDYxUGtRcGdZbTd3N1BCQ1llcG1aZWFiUGFSb2Q4NE5pcHMzbW1QRm1pMzBqbHlDbnpYU3ZPVEtLMk9BbTQ0NjhKRHdUNXFYeEFoSTJEci1PTkFaRjJzNVY3ZmxFLUF0c2piQVBYT2UxZEJnem1WM01lV09HalZzS3JWYjh6Zw?oc=5,,2026-06-11T04:25:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,d21aa3f35d03c227,"Anwar backs N Sembilan polls, says federal govt recognises Tuanku Muhriz as rightful ruler. Anwar backs N Sembilan polls, says federal govt recognises Tuanku Muhriz as rightful ruler&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9EbERiYU5XYUJNczVTVFJIVzc4aXRKTENqMHZxUDZxSXRETWptYnhZdjRFYkE0QkdsOFVHRVNiQloxOWU3dG5zckIyaHBoTmRFaEE?oc=5,,2026-06-05T09:05:13+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,d605ee269132c7ea,"EC: Johor goes to polls July 11, N Sembilan to follow on Aug 1. EC: Johor goes to polls July 11, N Sembilan to follow on Aug 1&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5Lc01hUGw5TUFzNnFhMlFBaDB5UEJ2STdJMlc4eF9yR1ZVT2R1V1o3ZlRGeGx1eEY1OUI1S25DNVNNOTlSNEppNVMzQWE2RlNHLVE?oc=5,,2026-06-12T04:26:25+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,7d0e5c4669eb2819,"N Sembilan polls: Loke to defend Chennah, confident Harapan can secure majority. N Sembilan polls: Loke to defend Chennah, confident Harapan can secure majority&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBpMFJibFRPeEFTTlY4QW5iWjZTTjJXejFmdExQUHhFbERYV2szbFEweTZjVWVEVlR6MV9STVRSYTZKTnBLU1hqVl84bjNrZTgwTHc?oc=5,,2026-06-08T06:10:20+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,0cd36086bf8dd81a,"Johor polls on July 11, Negeri Sembilan polls on Aug 1. Johor polls on July 11, Negeri Sembilan polls on Aug 1&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMitAFBVV95cUxQYWctWWlZdnlKWmlKYWpQd1BYR0ZlNVFDZzF2Q2VDOWRQUmdWcnBlTjhuQ3FJV2pwY21OOXNQbTdLR0Fzanc4QUxIcXNqaWtRdnVBeHVrYU4wTW5CSXZhWWY2b1VESnh1dHBFai1PMnJtNTAxQ1R6Z1BQMUptLW1qWktHemlMM3g3NG1OaGhGMFBxVUlsMVJGUDdLUUFKcGhVUEE4cXJKRUlIbDhYLUh3SDZCaW0?oc=5,,2026-06-12T04:18:56+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,058b0007b4ab96bd,"Zahid welcomes Harapan's 'fight' with BN in Johor, N Sembilan polls. Zahid welcomes Harapan's 'fight' with BN in Johor, N Sembilan polls&nbsp;&nbsp;Malaysiakini",https://news.google.com/rss/articles/CBMiUkFVX3lxTE93WVVGQ01WNVdMbmd0NkM3c2Y4VElrY1hyRHU2QVAteklfTHNLRWdoSWs0TTVWSFlYSGRUWlNzNVd2SnVlNE1tWHRoVWpVbGZyVlE?oc=5,,2026-06-07T12:20:09+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,0e1ebe23c813aae0,Commotion in Tampin as cops bar N Sembilan chieftains from attending special meet. Commotion in Tampin as cops bar N Sembilan chieftains from attending special meet&nbsp;&nbsp;Malaysiakini,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1KcXlxU3BxNjJRX2o2VF84ZUJGV3FkdThzdFhlU0JCVFQwUGtsbExrSzhJNzNGeV90MnJ3OVlJUm83aXc3cFBsOFB5cXIwTm9KOFE?oc=5,,2026-06-05T03:30:23+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,eaa3bbd6fed874fe,"Inappropriate to ‘remove’ Tuanku Muhriz without clear reason, says ex-law minister. Inappropriate to ‘remove’ Tuanku Muhriz without clear reason, says ex-law minister&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMi1wFBVV95cUxOZmVZZGdfaGRSTEIwVWJWcW9abmFUR2NORkVKZlh5Z2EzZGN3SHktb0JseHp1MVRWOFRYV0hlc1FJcUFObWxJT1J5cDZWRmhINjJXbDQ5U2JYV1N3QjdxeHBDY3o0c3hxSG1ScGo4eVhla09ldlVuM1c3U19kcmM1QVBoT0pnbndkOHhmUWxFdEpWOFcySE9IM3pGeVVVNUtQOGxRd3ItVFlSRWFmQTRCOWgzLUZDV2lYbzU3dDJzbE9fd0tlMFFha2lQTC02a0VScVB4MHdPVQ?oc=5,,2026-06-06T03:42:21+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,66e710f4dfee5b5c,High Court grants temporary order preserving status quo in Negeri Sembilan crisis. High Court grants temporary order preserving status quo in Negeri Sembilan crisis&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNdTNiS2ZiUWpPZ0dyM0RVYUhoR0FacTlmMVRMLUVnSVlfOVQzdGp2Zkp3R3FoNWVCZmszYkRidVR1LUNUZ1FxNWpaTmszRmkzck9pdkt5ZXJpa2Y0VTJNZmRDZlY2MDZiNnU3enR3RmtPWWxCaXpJZFJkU3d3Nlk4aHZ1d0l4Vm90UGJ3RmJTQjdkZjh5MUUzU1BQQzBpZTR0QW9Od2o1TkE1eF9VRk9IVnlDam1ac05zQ3JOMFFCbGVvLTl0eVhjWWRNXzY4elBLbUhFd0ZzYjZtUQ?oc=5,,2026-06-05T06:59:54+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,9213a33d7125fb19,Harapan leaders frame N Sembilan polls as verdict on BN 'betrayal'. Harapan leaders frame N Sembilan polls as verdict on BN 'betrayal'&nbsp;&nbsp;Malaysiakini,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9QdjRxbVNZdlhoc3EtN2thOGFzVG9uT3Zkb2paWEkwSXVSQno3bkNSM0pPNTFFNEZDMXk3aGZlV1RpbExUY01xLUw3dU5YQ2o3T2c?oc=5,,2026-06-13T00:30:10+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,f2d0f083ca35e216,N Sembilan chieftains seek meeting to end royal dispute. N Sembilan chieftains seek meeting to end royal dispute&nbsp;&nbsp;Malaysiakini,https://news.google.com/rss/articles/CBMiUkFVX3lxTE80WXZVX2ZKVkhKbjRHUm5GekVQc1dneTJyZEo0UlhCN0czS0Q4VDQ2MHVMS3VUbXJFdl95MDdzWFJRZGZLcTBmU0F5TWVMYjBXd2c?oc=5,,2026-05-23T07:00:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,3c566213fdc1b0e2,"Johor state election to be held on July 11, Negeri Sembilan polls on Aug 1. Johor state election to be held on July 11, Negeri Sembilan polls on Aug 1&nbsp;&nbsp;The Straits Times",https://news.google.com/rss/articles/CBMitgFBVV95cUxOOS1VbkMtSWRQeWJxRmdld1B2dEUtZ1NJaFRJYkhfbWNIUF9vSEtXVUhialZqOEk4Sk1TRGM0c2J6bV9KRHlvU3hnMldlSW9Yb1F3aUNyYksxZDBqZlRMUWQxUjVTNnhsUGNXbWRQOWwyZmxPUXhleTNSUTFfSXhkZlhqNHFGQ1ZSNGpVMEMzZXF6dTdzWW1Vc00yM3ZmSDhzeTNmcFliVlh0R3N2Z19WTVV2RFdGQQ?oc=5,,2026-06-12T04:14:58+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,5f5f0b2047409144,Tunku Zain proclaimed Tunku Panglima Besar of Negeri Sembilan. Tunku Zain proclaimed Tunku Panglima Besar of Negeri Sembilan&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMiYkFVX3lxTE81VmtDc1RqSkZnYkFHeTF2MXU3OERZQnAxLWVWMWQyci1UeF9vYTRHbFpfU3JDU1JZbktJUzFIczNqVjVrVjFVUWh0RV9VbnBKR2VnVWZaOVl3LUkxWDNrTnhR?oc=5,,2026-06-11T06:40:37+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,785f5f55bf9279a6,Grocery buyer wins RM34mil after betting on favourite numbers. Grocery buyer wins RM34mil after betting on favourite numbers&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMivwFBVV95cUxQV2gzanh5R1hxTU52ZllqWDRRMTIwaVpRRnVyempCMEtwSXBfZThCcllEc1ZNN2V6WWVZanhmTTJ0Q2FjNWRGR291R1lzVGRfNjRHbGxpMnhuRVdiMmhGYzd0VmtZWnhfX0lnTmtxR3hIWEgycWE3Z3pPVVUtaDRIbXdqcEJCZHhXVVFGMnA3dkwtQ2tlUEVxLXRBcFdPLXNCcXlSaFRCeVZ4YkpBSkNXeTcyRDhIQzY1VG1BMXkwYw?oc=5,,2026-05-29T07:00:00+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,0905f1688b40fbc2,"Umno's Negeri Sembilan plot, Bersatu's U-turn and PAS's silence?. Umno's Negeri Sembilan plot, Bersatu's U-turn and PAS's silence?&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1SUGx5b05KY2Q1UnplX3pGN0o0cF9tdlN1dHEyWVBEbU9ZS0dJLXYyRGNJQ2JKalBXeEdyV3NRSm1aSnY1czh6djR5SWpKb0JiOVh1UTVqcjUyNUVVWkphUVFR?oc=5,,2026-06-08T11:25:49+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,ac61bfbabe707a25,"‘Proclamation’ of new ruler invalid, says Negeri Sembilan palace. ‘Proclamation’ of new ruler invalid, says Negeri Sembilan palace&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5YNFRVc21WTDhhb1RqNXphcEFMVzh4U1VVdFJKMEY4aDVXR0hJb0JfMDB3Um8xVlR3c2ZOU3FMZGpQUmg4TG9HS09RbGJiMnhPcHpkOHJhd3FuSUpKd2lLMjRn?oc=5,,2026-06-09T15:11:56+00:00,0,0,0,0,0.0,0,MY2,bm,melayu,Komuniti Melayu,news.google.com,melayu,"Malaysiakini OR ""Free Malaysia Today"" OR ""The Star"" ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,c77f2f960e91fc01,KT&G: “World’s Largest Asset Manager BlackRock Increases stake from 5.01% to 6.15%”. KT&G: “World’s Largest Asset Manager BlackRock Increases stake from 5.01% to 6.15%”&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMixAFBVV95cUxQb1VBd3NHNzBySjVnUk5KcnppaWZlRlJPNFprdTNOOU5nTUxmeVJRVE0xeDJlY3NGWkhGUnpSWnJINzRYOTRuS1JNRm90TnFfMGUzelZNVTI2ZFdpNEVEQ1JlbXBGdTh6SEltenpLTkVuT3Z5SWRQZURyUW01MnE0M1dHbmtjd2JkNDZ2NU5QVl94WnJDS3F6Tno3TUJLYVM1TUNidTE0bndUSnRqVFpYaDhhanoyUDFyU0xoakptRnB5eHRi?oc=5,,2026-06-10T22:44:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,f3d3d84b26fdaa13,Yakult Singapore Introduces First New Flavour in 46 Years. Yakult Singapore Introduces First New Flavour in 46 Years&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOanhUcURyYlZ2NENoX013cW11bkZ0V3BvZXduS1Zlc1Q0d3pIV1otOG0yTVhZczJGZktwb3h4ZTBYTW01YzIwQWttZEwyeXZvTlhvOTNjOU5Cbkx1cEs2dzZ2RFpqa1lzZk9GZDhzU1U3b0puQXNBUTU0MW9hcFJGQmtlRk1TOGlsVDZaMVllUFNuY0Q3WWh5N0toVGpScF9ESUpnT0p0M0JwYm8?oc=5,,2026-06-10T22:16:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,760d10ca47b891f7,EVNIA Launches Three High Refresh-Rate Gaming Monitors for Japan’s Summer Promotion. EVNIA Launches Three High Refresh-Rate Gaming Monitors for Japan’s Summer Promotion&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMizAFBVV95cUxQZjh6U0M5WWszY1FrWVNiUjNibk9NR0FWT3JUbkJ5dXlYcUhHN1hRSXVadUJVcC1Oa1EzVU5sT1N0bU05eldEU2ItT2ViS0ZWUUUtcjdCcG5qNTlxLU5CTWpaT2Z0YjAxWkZrOU5FRnJXRU12NFJySVJoalBSRDFJRVZpQ1hGNXVVNHhHZ3JiQ1NKWDFQdk50ZU0yZWdodjBVOHRrZlpQQVd2bml3a1NNSWVVc2dIcFRuUjJnLUVqU2dnNkU2cXpSeHlaazc?oc=5,,2026-06-10T16:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,58c231140b235894,Orqa Unveils the MRM2-10AI at Eurosatory: A Tactical Drone Designed to Dominate in the Age of Electronic Warfare. Orqa Unveils the MRM2-10AI at Eurosatory: A Tactical Drone Designed to Dominate in the Age of Electronic Warfare&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi8wFBVV95cUxQVlJ6Qng2d3I2cjQ0azhiOERlUHRqcXdCcVNLeWpvSGtvVVY2a1VqSFktd0xvU0E5dTlIa3dNZ1h0RmdoS0FBNGdTdExfODh6TmFfaFZnQ0V5SGdHUVBBNHVQUFo5XzQzNVNJYndYT0RBdEtScVE2ZHNxM0Z4aGNzdG1FNGgxZlFSYXRQNVdBMUk3c3N6WWN0c0RjT0dfT1QxSW5NeWZIZjlZeVBETkNicWpLazl1b1lBaUJFVU5XWWZPNlJDcDZnbHZwaWFteW9ydXd2VmE0aW8tNXA4Tmpjbk1aU3pSeUpTWTlXRG9MU1FqXzQ?oc=5,,2026-06-10T16:00:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,90e2b847ce7e53fb,"Cynosure Lutronic’s XERF™, Worldwide Adoption Accelerates, Now 3x Faster. Cynosure Lutronic’s XERF™, Worldwide Adoption Accelerates, Now 3x Faster&nbsp;&nbsp;Utusan Malaysia",https://news.google.com/rss/articles/CBMiugFBVV95cUxQYUtrU3BualJiWVY2RVJBblZqd2NwaElfa0llOXBWMms3MHpqWGlFNVF2WVlnUTdlUmVSekxSZDhvQTY1U1M4OWhzaUFkb1JrQTZWZy1mQ1dhemdnSmplWFdhaFNrRDlFNEJ5aHp1blN1S1gzMHBIdjQxUTFfblhIOFlhRlVTQ0xJdkVzSUxNZktJMzFHYkV5cXNxcF9fUElXMVpuMjZjVEpFZlo1RElsM3hzSkZpQzl3aVE?oc=5,,2026-06-10T22:39:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,
news,post,4f87f6dd367e48d0,HashKey Holdings Limited Announced Proposed Share Repurchase Plan of Up to HKD100 Million. HashKey Holdings Limited Announced Proposed Share Repurchase Plan of Up to HKD100 Million&nbsp;&nbsp;Utusan Malaysia,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPbjJRdjJVS0l3VmplUnE5ZV85RGUtNy1oU1FHWUc2UHN2N0tSb25XbmprcXlMVU1sTVU4QjhsTk5pZ2FZbDBFVXhRQjFUWmFKaWg2d0xxS2VwTXZ5VFc0M1phOGVmclJlRi1RbkVuWVVHU2lNNmhTSUtMSUc1bkx2RVBxNzRqVm5FdERvRWFIdjNrN093ZlZoeFI2RXhIbzhza0FjRTFKMHhiblMxZUVNSWgwRWZoTWRFWW51MTM3M3N2cTU5RXRIYUFKUnd0RkRzUkNOdDln?oc=5,,2026-06-11T17:32:00+00:00,0,0,0,0,0.0,0,MY3,bm,melayu,Komuniti Melayu,news.google.com,melayu,"site:utusan.com.my ""Negeri Sembilan"" when:30d",google_news_rss,,,
