state,date,sex,age,ethnicity,population,age_band
Negeri Sembilan,2020-01-01,both,overall,indian,161.6,
Negeri Sembilan,2020-01-01,both,overall,other_citizen,5.7,
Negeri Sembilan,2020-01-01,both,overall,other_noncitizen,67.7,
Negeri Sembilan,2020-01-01,both,0-4,overall,92.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,0-4,bumi_malay,60.7,Young (0-14)
Negeri Sembilan,2020-01-01,both,0-4,bumi_other,2.6,Young (0-14)
Negeri Sembilan,2020-01-01,both,0-4,chinese,16.8,Young (0-14)
Negeri Sembilan,2020-01-01,both,0-4,indian,11.1,Young (0-14)
Negeri Sembilan,2020-01-01,both,0-4,other_citizen,0.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,0-4,other_noncitizen,0.9,Young (0-14)
Negeri Sembilan,2020-01-01,both,5-9,overall,115.8,Young (0-14)
Negeri Sembilan,2020-01-01,both,5-9,bumi_malay,71.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,5-9,bumi_other,2.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,5-9,chinese,24.3,Young (0-14)
Negeri Sembilan,2020-01-01,both,5-9,indian,15.9,Young (0-14)
Negeri Sembilan,2020-01-01,both,5-9,other_citizen,0.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,5-9,other_noncitizen,1.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,10-14,overall,93.9,Young (0-14)
Negeri Sembilan,2020-01-01,both,10-14,bumi_malay,58.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,10-14,bumi_other,2.2,Young (0-14)
Negeri Sembilan,2020-01-01,both,10-14,chinese,19.5,Young (0-14)
Negeri Sembilan,2020-01-01,both,10-14,indian,12.9,Young (0-14)
Negeri Sembilan,2020-01-01,both,10-14,other_citizen,0.4,Young (0-14)
Negeri Sembilan,2020-01-01,both,10-14,other_noncitizen,0.6,Young (0-14)
Negeri Sembilan,2020-01-01,both,15-19,overall,99.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,15-19,bumi_malay,62.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,15-19,bumi_other,2.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,15-19,chinese,19.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,15-19,indian,14.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,15-19,other_citizen,0.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,15-19,other_noncitizen,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,20-24,overall,100.8,Working age (15-64)
Negeri Sembilan,2020-01-01,both,20-24,bumi_malay,61.1,Working age (15-64)
Negeri Sembilan,2020-01-01,both,20-24,bumi_other,2.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,20-24,chinese,14.5,Working age (15-64)
Negeri Sembilan,2020-01-01,both,20-24,indian,11.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,20-24,other_citizen,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,both,20-24,other_noncitizen,10.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,25-29,overall,101.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,25-29,bumi_malay,56.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,25-29,bumi_other,2.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,25-29,chinese,15.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,25-29,indian,12.9,Working age (15-64)
Negeri Sembilan,2020-01-01,both,25-29,other_citizen,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,25-29,other_noncitizen,13.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,30-34,overall,110.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,30-34,bumi_malay,60.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,30-34,bumi_other,2.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,30-34,chinese,17.5,Working age (15-64)
Negeri Sembilan,2020-01-01,both,30-34,indian,14.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,30-34,other_citizen,0.8,Working age (15-64)
Negeri Sembilan,2020-01-01,both,30-34,other_noncitizen,15.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,35-39,overall,102.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,35-39,bumi_malay,56.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,35-39,bumi_other,1.9,Working age (15-64)
Negeri Sembilan,2020-01-01,both,35-39,chinese,19.1,Working age (15-64)
Negeri Sembilan,2020-01-01,both,35-39,indian,13.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,35-39,other_citizen,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,35-39,other_noncitizen,11.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,40-44,overall,76.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,40-44,bumi_malay,41.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,40-44,bumi_other,1.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,40-44,chinese,16.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,40-44,indian,11.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,40-44,other_citizen,0.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,40-44,other_noncitizen,5.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,45-49,overall,62.8,Working age (15-64)
Negeri Sembilan,2020-01-01,both,45-49,bumi_malay,34.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,45-49,bumi_other,1.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,45-49,chinese,15.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,45-49,indian,9.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,45-49,other_citizen,0.3,Working age (15-64)
Negeri Sembilan,2020-01-01,both,45-49,other_noncitizen,2.8,Working age (15-64)
Negeri Sembilan,2020-01-01,both,50-54,overall,53.8,Working age (15-64)
Negeri Sembilan,2020-01-01,both,50-54,bumi_malay,29.9,Working age (15-64)
Negeri Sembilan,2020-01-01,both,50-54,bumi_other,0.9,Working age (15-64)
Negeri Sembilan,2020-01-01,both,50-54,chinese,13.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,50-54,indian,8.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,50-54,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,50-54,other_noncitizen,1.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,55-59,overall,63.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,55-59,bumi_malay,34.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,55-59,bumi_other,0.6,Working age (15-64)
Negeri Sembilan,2020-01-01,both,55-59,chinese,17.1,Working age (15-64)
Negeri Sembilan,2020-01-01,both,55-59,indian,9.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,55-59,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,55-59,other_noncitizen,1.1,Working age (15-64)
Negeri Sembilan,2020-01-01,both,60-64,overall,45.7,Working age (15-64)
Negeri Sembilan,2020-01-01,both,60-64,bumi_malay,25.5,Working age (15-64)
Negeri Sembilan,2020-01-01,both,60-64,bumi_other,0.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,60-64,chinese,12.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,60-64,indian,6.4,Working age (15-64)
Negeri Sembilan,2020-01-01,both,60-64,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,both,60-64,other_noncitizen,1.0,Working age (15-64)
Negeri Sembilan,2020-01-01,both,65-69,overall,36.8,Elderly (65+)
Negeri Sembilan,2020-01-01,both,65-69,bumi_malay,19.8,Elderly (65+)
Negeri Sembilan,2020-01-01,both,65-69,bumi_other,0.3,Elderly (65+)
Negeri Sembilan,2020-01-01,both,65-69,chinese,10.8,Elderly (65+)
Negeri Sembilan,2020-01-01,both,65-69,indian,5.1,Elderly (65+)
Negeri Sembilan,2020-01-01,both,65-69,other_citizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,both,65-69,other_noncitizen,0.7,Elderly (65+)
Negeri Sembilan,2020-01-01,both,70-74,overall,22.9,Elderly (65+)
Negeri Sembilan,2020-01-01,both,70-74,bumi_malay,10.9,Elderly (65+)
Negeri Sembilan,2020-01-01,both,70-74,bumi_other,0.2,Elderly (65+)
Negeri Sembilan,2020-01-01,both,70-74,chinese,8.0,Elderly (65+)
Negeri Sembilan,2020-01-01,both,70-74,indian,3.3,Elderly (65+)
Negeri Sembilan,2020-01-01,both,70-74,other_citizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,both,70-74,other_noncitizen,0.4,Elderly (65+)
Negeri Sembilan,2020-01-01,both,75-79,overall,11.2,Elderly (65+)
Negeri Sembilan,2020-01-01,both,75-79,bumi_malay,4.8,Elderly (65+)
Negeri Sembilan,2020-01-01,both,75-79,bumi_other,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,both,75-79,chinese,4.5,Elderly (65+)
Negeri Sembilan,2020-01-01,both,75-79,indian,1.4,Elderly (65+)
Negeri Sembilan,2020-01-01,both,75-79,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,both,75-79,other_noncitizen,0.3,Elderly (65+)
Negeri Sembilan,2020-01-01,both,80-84,overall,7.1,Elderly (65+)
Negeri Sembilan,2020-01-01,both,80-84,bumi_malay,2.9,Elderly (65+)
Negeri Sembilan,2020-01-01,both,80-84,bumi_other,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,both,80-84,chinese,3.0,Elderly (65+)
Negeri Sembilan,2020-01-01,both,80-84,indian,0.9,Elderly (65+)
Negeri Sembilan,2020-01-01,both,80-84,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,both,80-84,other_noncitizen,0.2,Elderly (65+)
Negeri Sembilan,2020-01-01,both,85+,overall,3.4,Elderly (65+)
Negeri Sembilan,2020-01-01,both,85+,bumi_malay,1.3,Elderly (65+)
Negeri Sembilan,2020-01-01,both,85+,bumi_other,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,both,85+,chinese,1.4,Elderly (65+)
Negeri Sembilan,2020-01-01,both,85+,indian,0.5,Elderly (65+)
Negeri Sembilan,2020-01-01,both,85+,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,both,85+,other_noncitizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,female,overall,overall,576.0,
Negeri Sembilan,2020-01-01,female,overall,bumi_malay,342.6,
Negeri Sembilan,2020-01-01,female,overall,bumi_other,11.2,
Negeri Sembilan,2020-01-01,female,overall,chinese,122.1,
Negeri Sembilan,2020-01-01,female,overall,indian,79.8,
Negeri Sembilan,2020-01-01,female,overall,other_citizen,2.3,
Negeri Sembilan,2020-01-01,female,overall,other_noncitizen,18.0,
Negeri Sembilan,2020-01-01,female,0-4,overall,47.0,Young (0-14)
Negeri Sembilan,2020-01-01,female,0-4,bumi_malay,29.8,Young (0-14)
Negeri Sembilan,2020-01-01,female,0-4,bumi_other,1.2,Young (0-14)
Negeri Sembilan,2020-01-01,female,0-4,chinese,9.3,Young (0-14)
Negeri Sembilan,2020-01-01,female,0-4,indian,5.8,Young (0-14)
Negeri Sembilan,2020-01-01,female,0-4,other_citizen,0.2,Young (0-14)
Negeri Sembilan,2020-01-01,female,0-4,other_noncitizen,0.6,Young (0-14)
Negeri Sembilan,2020-01-01,female,5-9,overall,55.4,Young (0-14)
Negeri Sembilan,2020-01-01,female,5-9,bumi_malay,33.9,Young (0-14)
Negeri Sembilan,2020-01-01,female,5-9,bumi_other,1.1,Young (0-14)
Negeri Sembilan,2020-01-01,female,5-9,chinese,11.8,Young (0-14)
Negeri Sembilan,2020-01-01,female,5-9,indian,7.7,Young (0-14)
Negeri Sembilan,2020-01-01,female,5-9,other_citizen,0.2,Young (0-14)
Negeri Sembilan,2020-01-01,female,5-9,other_noncitizen,0.6,Young (0-14)
Negeri Sembilan,2020-01-01,female,10-14,overall,44.0,Young (0-14)
Negeri Sembilan,2020-01-01,female,10-14,bumi_malay,27.4,Young (0-14)
Negeri Sembilan,2020-01-01,female,10-14,bumi_other,1.0,Young (0-14)
Negeri Sembilan,2020-01-01,female,10-14,chinese,9.0,Young (0-14)
Negeri Sembilan,2020-01-01,female,10-14,indian,6.1,Young (0-14)
Negeri Sembilan,2020-01-01,female,10-14,other_citizen,0.2,Young (0-14)
Negeri Sembilan,2020-01-01,female,10-14,other_noncitizen,0.2,Young (0-14)
Negeri Sembilan,2020-01-01,female,15-19,overall,47.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,15-19,bumi_malay,30.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,15-19,bumi_other,1.1,Working age (15-64)
Negeri Sembilan,2020-01-01,female,15-19,chinese,9.1,Working age (15-64)
Negeri Sembilan,2020-01-01,female,15-19,indian,6.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,15-19,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,female,15-19,other_noncitizen,0.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,20-24,overall,48.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,20-24,bumi_malay,31.4,Working age (15-64)
Negeri Sembilan,2020-01-01,female,20-24,bumi_other,1.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,20-24,chinese,6.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,20-24,indian,5.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,20-24,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,20-24,other_noncitizen,3.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,25-29,overall,46.8,Working age (15-64)
Negeri Sembilan,2020-01-01,female,25-29,bumi_malay,27.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,25-29,bumi_other,1.0,Working age (15-64)
Negeri Sembilan,2020-01-01,female,25-29,chinese,7.5,Working age (15-64)
Negeri Sembilan,2020-01-01,female,25-29,indian,6.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,25-29,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,25-29,other_noncitizen,4.0,Working age (15-64)
Negeri Sembilan,2020-01-01,female,30-34,overall,49.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,30-34,bumi_malay,29.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,30-34,bumi_other,1.0,Working age (15-64)
Negeri Sembilan,2020-01-01,female,30-34,chinese,8.7,Working age (15-64)
Negeri Sembilan,2020-01-01,female,30-34,indian,6.8,Working age (15-64)
Negeri Sembilan,2020-01-01,female,30-34,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,30-34,other_noncitizen,2.7,Working age (15-64)
Negeri Sembilan,2020-01-01,female,35-39,overall,46.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,35-39,bumi_malay,27.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,35-39,bumi_other,0.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,35-39,chinese,9.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,35-39,indian,6.7,Working age (15-64)
Negeri Sembilan,2020-01-01,female,35-39,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,35-39,other_noncitizen,1.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,40-44,overall,36.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,40-44,bumi_malay,20.8,Working age (15-64)
Negeri Sembilan,2020-01-01,female,40-44,bumi_other,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,female,40-44,chinese,7.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,40-44,indian,5.6,Working age (15-64)
Negeri Sembilan,2020-01-01,female,40-44,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,40-44,other_noncitizen,1.1,Working age (15-64)
Negeri Sembilan,2020-01-01,female,45-49,overall,30.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,45-49,bumi_malay,16.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,45-49,bumi_other,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,female,45-49,chinese,7.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,45-49,indian,4.7,Working age (15-64)
Negeri Sembilan,2020-01-01,female,45-49,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,45-49,other_noncitizen,0.8,Working age (15-64)
Negeri Sembilan,2020-01-01,female,50-54,overall,27.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,50-54,bumi_malay,15.7,Working age (15-64)
Negeri Sembilan,2020-01-01,female,50-54,bumi_other,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,female,50-54,chinese,6.9,Working age (15-64)
Negeri Sembilan,2020-01-01,female,50-54,indian,4.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,50-54,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,female,50-54,other_noncitizen,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,female,55-59,overall,31.6,Working age (15-64)
Negeri Sembilan,2020-01-01,female,55-59,bumi_malay,17.6,Working age (15-64)
Negeri Sembilan,2020-01-01,female,55-59,bumi_other,0.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,55-59,chinese,8.4,Working age (15-64)
Negeri Sembilan,2020-01-01,female,55-59,indian,4.8,Working age (15-64)
Negeri Sembilan,2020-01-01,female,55-59,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,female,55-59,other_noncitizen,0.4,Working age (15-64)
Negeri Sembilan,2020-01-01,female,60-64,overall,23.5,Working age (15-64)
Negeri Sembilan,2020-01-01,female,60-64,bumi_malay,13.4,Working age (15-64)
Negeri Sembilan,2020-01-01,female,60-64,bumi_other,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,60-64,chinese,6.2,Working age (15-64)
Negeri Sembilan,2020-01-01,female,60-64,indian,3.4,Working age (15-64)
Negeri Sembilan,2020-01-01,female,60-64,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,female,60-64,other_noncitizen,0.3,Working age (15-64)
Negeri Sembilan,2020-01-01,female,65-69,overall,18.3,Elderly (65+)
Negeri Sembilan,2020-01-01,female,65-69,bumi_malay,9.9,Elderly (65+)
Negeri Sembilan,2020-01-01,female,65-69,bumi_other,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,female,65-69,chinese,5.3,Elderly (65+)
Negeri Sembilan,2020-01-01,female,65-69,indian,2.7,Elderly (65+)
Negeri Sembilan,2020-01-01,female,65-69,other_citizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,female,65-69,other_noncitizen,0.3,Elderly (65+)
Negeri Sembilan,2020-01-01,female,70-74,overall,11.5,Elderly (65+)
Negeri Sembilan,2020-01-01,female,70-74,bumi_malay,5.5,Elderly (65+)
Negeri Sembilan,2020-01-01,female,70-74,bumi_other,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,female,70-74,chinese,3.9,Elderly (65+)
Negeri Sembilan,2020-01-01,female,70-74,indian,1.8,Elderly (65+)
Negeri Sembilan,2020-01-01,female,70-74,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,female,70-74,other_noncitizen,0.2,Elderly (65+)
Negeri Sembilan,2020-01-01,female,75-79,overall,5.8,Elderly (65+)
Negeri Sembilan,2020-01-01,female,75-79,bumi_malay,2.5,Elderly (65+)
Negeri Sembilan,2020-01-01,female,75-79,bumi_other,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,female,75-79,chinese,2.3,Elderly (65+)
Negeri Sembilan,2020-01-01,female,75-79,indian,0.8,Elderly (65+)
Negeri Sembilan,2020-01-01,female,75-79,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,female,75-79,other_noncitizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,female,80-84,overall,3.8,Elderly (65+)
Negeri Sembilan,2020-01-01,female,80-84,bumi_malay,1.7,Elderly (65+)
Negeri Sembilan,2020-01-01,female,80-84,bumi_other,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,female,80-84,chinese,1.5,Elderly (65+)
Negeri Sembilan,2020-01-01,female,80-84,indian,0.5,Elderly (65+)
Negeri Sembilan,2020-01-01,female,80-84,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,female,80-84,other_noncitizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,female,85+,overall,2.1,Elderly (65+)
Negeri Sembilan,2020-01-01,female,85+,bumi_malay,0.8,Elderly (65+)
Negeri Sembilan,2020-01-01,female,85+,bumi_other,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,female,85+,chinese,0.9,Elderly (65+)
Negeri Sembilan,2020-01-01,female,85+,indian,0.3,Elderly (65+)
Negeri Sembilan,2020-01-01,female,85+,other_citizen,0.0,Elderly (65+)
Negeri Sembilan,2020-01-01,female,85+,other_noncitizen,0.1,Elderly (65+)
Negeri Sembilan,2020-01-01,male,overall,overall,624.0,
Negeri Sembilan,2020-01-01,male,overall,bumi_malay,350.6,
Negeri Sembilan,2020-01-01,male,overall,bumi_other,12.0,
Negeri Sembilan,2020-01-01,male,overall,chinese,126.4,
Negeri Sembilan,2020-01-01,male,overall,indian,81.9,
Negeri Sembilan,2020-01-01,male,overall,other_citizen,3.5,
Negeri Sembilan,2020-01-01,male,overall,other_noncitizen,49.7,
Negeri Sembilan,2020-01-01,male,0-4,overall,45.5,Young (0-14)
Negeri Sembilan,2020-01-01,male,0-4,bumi_malay,30.9,Young (0-14)
Negeri Sembilan,2020-01-01,male,0-4,bumi_other,1.4,Young (0-14)
Negeri Sembilan,2020-01-01,male,0-4,chinese,7.5,Young (0-14)
Negeri Sembilan,2020-01-01,male,0-4,indian,5.2,Young (0-14)
Negeri Sembilan,2020-01-01,male,0-4,other_citizen,0.2,Young (0-14)
Negeri Sembilan,2020-01-01,male,0-4,other_noncitizen,0.3,Young (0-14)
Negeri Sembilan,2020-01-01,male,5-9,overall,60.4,Young (0-14)
Negeri Sembilan,2020-01-01,male,5-9,bumi_malay,37.5,Young (0-14)
Negeri Sembilan,2020-01-01,male,5-9,bumi_other,1.3,Young (0-14)
Negeri Sembilan,2020-01-01,male,5-9,chinese,12.5,Young (0-14)
Negeri Sembilan,2020-01-01,male,5-9,indian,8.1,Young (0-14)
Negeri Sembilan,2020-01-01,male,5-9,other_citizen,0.2,Young (0-14)
Negeri Sembilan,2020-01-01,male,5-9,other_noncitizen,0.7,Young (0-14)
Negeri Sembilan,2020-01-01,male,10-14,overall,49.9,Young (0-14)
Negeri Sembilan,2020-01-01,male,10-14,bumi_malay,31.0,Young (0-14)
Negeri Sembilan,2020-01-01,male,10-14,bumi_other,1.1,Young (0-14)
Negeri Sembilan,2020-01-01,male,10-14,chinese,10.5,Young (0-14)
Negeri Sembilan,2020-01-01,male,10-14,indian,6.8,Young (0-14)
Negeri Sembilan,2020-01-01,male,10-14,other_citizen,0.2,Young (0-14)
Negeri Sembilan,2020-01-01,male,10-14,other_noncitizen,0.4,Young (0-14)
Negeri Sembilan,2020-01-01,male,15-19,overall,52.4,Working age (15-64)
Negeri Sembilan,2020-01-01,male,15-19,bumi_malay,32.4,Working age (15-64)
Negeri Sembilan,2020-01-01,male,15-19,bumi_other,1.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,15-19,chinese,10.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,15-19,indian,7.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,15-19,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,male,15-19,other_noncitizen,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,20-24,overall,51.9,Working age (15-64)
Negeri Sembilan,2020-01-01,male,20-24,bumi_malay,29.8,Working age (15-64)
Negeri Sembilan,2020-01-01,male,20-24,bumi_other,1.4,Working age (15-64)
Negeri Sembilan,2020-01-01,male,20-24,chinese,7.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,20-24,indian,6.0,Working age (15-64)
Negeri Sembilan,2020-01-01,male,20-24,other_citizen,0.3,Working age (15-64)
Negeri Sembilan,2020-01-01,male,20-24,other_noncitizen,6.8,Working age (15-64)
Negeri Sembilan,2020-01-01,male,25-29,overall,54.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,25-29,bumi_malay,28.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,25-29,bumi_other,1.2,Working age (15-64)
Negeri Sembilan,2020-01-01,male,25-29,chinese,7.8,Working age (15-64)
Negeri Sembilan,2020-01-01,male,25-29,indian,6.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,25-29,other_citizen,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,25-29,other_noncitizen,9.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,30-34,overall,61.4,Working age (15-64)
Negeri Sembilan,2020-01-01,male,30-34,bumi_malay,30.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,30-34,bumi_other,1.0,Working age (15-64)
Negeri Sembilan,2020-01-01,male,30-34,chinese,8.8,Working age (15-64)
Negeri Sembilan,2020-01-01,male,30-34,indian,7.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,30-34,other_citizen,0.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,30-34,other_noncitizen,12.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,35-39,overall,56.3,Working age (15-64)
Negeri Sembilan,2020-01-01,male,35-39,bumi_malay,28.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,35-39,bumi_other,1.0,Working age (15-64)
Negeri Sembilan,2020-01-01,male,35-39,chinese,9.8,Working age (15-64)
Negeri Sembilan,2020-01-01,male,35-39,indian,7.0,Working age (15-64)
Negeri Sembilan,2020-01-01,male,35-39,other_citizen,0.4,Working age (15-64)
Negeri Sembilan,2020-01-01,male,35-39,other_noncitizen,9.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,40-44,overall,40.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,40-44,bumi_malay,20.9,Working age (15-64)
Negeri Sembilan,2020-01-01,male,40-44,bumi_other,0.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,40-44,chinese,8.4,Working age (15-64)
Negeri Sembilan,2020-01-01,male,40-44,indian,5.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,40-44,other_citizen,0.2,Working age (15-64)
Negeri Sembilan,2020-01-01,male,40-44,other_noncitizen,4.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,45-49,overall,32.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,45-49,bumi_malay,17.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,45-49,bumi_other,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,45-49,chinese,7.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,45-49,indian,4.6,Working age (15-64)
Negeri Sembilan,2020-01-01,male,45-49,other_citizen,0.1,Working age (15-64)
Negeri Sembilan,2020-01-01,male,45-49,other_noncitizen,2.0,Working age (15-64)
Negeri Sembilan,2020-01-01,male,50-54,overall,25.9,Working age (15-64)
Negeri Sembilan,2020-01-01,male,50-54,bumi_malay,14.2,Working age (15-64)
Negeri Sembilan,2020-01-01,male,50-54,bumi_other,0.5,Working age (15-64)
Negeri Sembilan,2020-01-01,male,50-54,chinese,6.7,Working age (15-64)
Negeri Sembilan,2020-01-01,male,50-54,indian,3.8,Working age (15-64)
